gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
6641-2,1448994476386,1,subSuperTrial,distr22,bed,target,3,2,furniture,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,record,distrClass2,2,3,NA,object,smokedetector,distrClass2,4,4,NA,object
6641-2,1448994481155,2,subSuperTrial,distr33,lamp,target,3,3,furniture,object,rice,distrClass3,4,2,NA,food,bear,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
6641-2,1448994485335,3,subSuperTrial,distr23,tulip,target,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,crosswalksign,distrClass3,4,2,NA,object,grasses,distrClass2,3,3,NA,plant
6641-2,1448994491933,4,colorSizeTrial,colorOnly4Distr4Same,small_pink_bucket,target,5,5,NA,NA,small_red_bucket,distractor,1,3,NA,NA,small_red_bucket,distractor,4,4,NA,NA,small_red_bucket,distractor,3,2,NA,NA,small_red_bucket,distractor,2,1,NA,NA
6641-2,1448994498275,5,subSuperTrial,distr33,bathrobe,target,2,4,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,4,3,NA,plant,penguin,distrClass3,3,2,NA,animal
6641-2,1448994503284,6,subSuperTrial,distr22,ambulance,target,4,3,vehicle,object,tennisball,distrClass2,2,4,NA,object,toilet,distrClass2,3,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
6641-2,1448994509736,7,subSuperTrial,distr33,kiwi,target,4,4,fruit,food,blackStimulus,NA,1,1,NA,NA,teddybear,distrClass3,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,rubberduck,distrClass3,2,2,NA,object
6641-2,1448994514062,8,subSuperTrial,distr12,bra,target,3,2,clothing,object,teddybear,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,shirt,distrClass1,2,4,clothing,object
6641-2,1448994519199,9,colorSizeTrial,colorOnly4Distr3Same,big_purple_flower,target,1,1,NA,NA,big_red_flower,distractor,3,3,NA,NA,big_red_flower,distractor,5,4,NA,NA,big_red_flower,distractor,2,2,NA,NA,small_red_flower,distractor,4,5,NA,NA
6641-2,1448994527021,10,colorSizeTrial,sizeOnly4Distr3Same,big_red_stapler,target,1,5,NA,NA,small_red_stapler,distractor,4,1,NA,NA,small_red_stapler,distractor,2,2,NA,NA,small_purple_stapler,distractor,3,3,NA,NA,small_red_stapler,distractor,5,4,NA,NA
6641-2,1448994534054,11,colorSizeTrial,sizeOnly2Distr1Same,small_blue_candle,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_candle,distractor,3,3,NA,NA,big_blue_candle,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA
