gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
1453-c,1448897540567,1,colorSizeTrial,sizeOnly2Distr2Same,small_orange_coathanger,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_coathanger,distractor,4,4,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA
1453-c,1448897583677,2,subSuperTrial,distr33,sunflower,target,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bear,distrClass3,4,4,NA,animal,iguana,distrClass3,3,3,NA,animal
1453-c,1448897595679,3,colorSizeTrial,sizeOnly4Distr2Same,big_blue_butterfly,target,5,1,NA,NA,small_purple_butterfly,distractor,2,2,NA,NA,small_purple_butterfly,distractor,4,3,NA,NA,small_blue_butterfly,distractor,3,5,NA,NA,small_blue_butterfly,distractor,1,4,NA,NA
1453-c,1448897602334,4,colorSizeTrial,colorOnly4Distr3Same,small_blue_binder,target,1,3,NA,NA,small_green_binder,distractor,4,5,NA,NA,small_green_binder,distractor,5,1,NA,NA,small_green_binder,distractor,2,4,NA,NA,big_green_binder,distractor,3,2,NA,NA
1453-c,1448897609143,5,colorSizeTrial,sizeOnly4Distr1Same,big_pink_balloon,target,1,3,NA,NA,small_yellow_balloon,distractor,3,5,NA,NA,small_yellow_balloon,distractor,2,1,NA,NA,small_pink_balloon,distractor,5,2,NA,NA,small_yellow_balloon,distractor,4,4,NA,NA
1453-c,1448897614295,6,subSuperTrial,distr22,igloo,target,4,4,house,place,blackStimulus,NA,1,1,NA,NA,airport,distrClass2,3,2,NA,place,postoffice,distrClass2,2,3,NA,place,blackStimulus,NA,5,5,NA,NA
1453-c,1448897619315,7,subSuperTrial,distr12,kiwi,target,2,3,fruit,food,bread,distrClass2,4,4,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,orange,distrClass1,3,2,fruit,food
1453-c,1448897623563,8,subSuperTrial,distr23,rose,target,3,4,flower,plant,pancake,distrClass3,4,3,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,fir,distrClass2,2,2,NA,plant
1453-c,1448897628849,9,colorSizeTrial,colorOnly2Distr2Same,big_black_belt,target,3,2,NA,NA,big_brown_belt,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_brown_belt,distractor,2,4,NA,NA
1453-c,1448897634920,10,colorSizeTrial,sizeOnly2Distr1Same,small_pink_phone,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_white_phone,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_phone,distractor,4,2,NA,NA
1453-c,1448897641005,11,colorSizeTrial,sizeOnly4Distr1Same,small_black_book,target,1,1,NA,NA,big_blue_book,distractor,4,2,NA,NA,big_blue_book,distractor,5,5,NA,NA,big_black_book,distractor,2,3,NA,NA,big_blue_book,distractor,3,4,NA,NA
1453-c,1448897647162,12,subSuperTrial,distr12,tulip,target,2,3,flower,plant,hibiscus,distrClass1,4,2,flower,plant,blackStimulus,NA,5,5,NA,NA,grasses,distrClass2,3,4,NA,plant,blackStimulus,NA,1,1,NA,NA
1453-c,1448897652883,13,colorSizeTrial,colorOnly4Distr4Same,big_black_turtle,target,4,3,NA,NA,big_brown_turtle,distractor,2,4,NA,NA,big_brown_turtle,distractor,5,1,NA,NA,big_brown_turtle,distractor,1,5,NA,NA,big_brown_turtle,distractor,3,2,NA,NA
1453-c,1448897661106,14,colorSizeTrial,sizeOnly4Distr3Same,big_pink_weddingcake,target,3,1,NA,NA,small_white_weddingcake,distractor,4,5,NA,NA,small_pink_weddingcake,distractor,5,4,NA,NA,small_pink_weddingcake,distractor,1,2,NA,NA,small_pink_weddingcake,distractor,2,3,NA,NA
1453-c,1448897670222,15,subSuperTrial,distr12,boat,target,4,4,vehicle,object,train,distrClass1,3,3,vehicle,object,walkietalkie,distrClass2,2,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
1453-c,1448897676861,16,colorSizeTrial,sizeOnly4Distr2Same,big_pink_hairdryer,target,4,1,NA,NA,small_pink_hairdryer,distractor,1,2,NA,NA,small_purple_hairdryer,distractor,2,4,NA,NA,small_pink_hairdryer,distractor,5,3,NA,NA,small_purple_hairdryer,distractor,3,5,NA,NA
1453-c,1448897682881,17,subSuperTrial,distr22,eggplant,target,4,2,vegetable,food,fries,distrClass2,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,pasta,distrClass2,3,3,NA,food,blackStimulus,NA,5,5,NA,NA
1453-c,1448897687446,18,colorSizeTrial,sizeOnly2Distr2Same,big_green_pepper,target,3,2,NA,NA,small_green_pepper,distractor,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_pepper,distractor,4,3,NA,NA
1453-c,1448897695150,19,subSuperTrial,distr22,cottage,target,4,4,house,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,hospital,distrClass2,2,3,NA,place,church,distrClass2,3,2,NA,place
1453-c,1448897702659,20,subSuperTrial,distr22,trailer,target,4,4,house,place,blackStimulus,NA,5,5,NA,NA,mosque,distrClass2,2,3,NA,place,blackStimulus,NA,1,1,NA,NA,museum,distrClass2,3,2,NA,place
1453-c,1448897709887,21,colorSizeTrial,colorOnly4Distr2Same,small_yellow_napkin,target,4,2,NA,NA,small_orange_napkin,distractor,3,1,NA,NA,small_orange_napkin,distractor,2,3,NA,NA,big_orange_napkin,distractor,1,4,NA,NA,big_orange_napkin,distractor,5,5,NA,NA
1453-c,1448897716368,22,subSuperTrial,distr33,ambulance,target,3,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,penguin,distrClass3,2,2,NA,animal
1453-c,1448897722745,23,subSuperTrial,distr12,lamp,target,2,4,furniture,object,blackStimulus,NA,5,5,NA,NA,smokedetector,distrClass2,4,3,NA,object,chair2,distrClass1,3,2,furniture,object,blackStimulus,NA,1,1,NA,NA
1453-c,1448897728642,24,subSuperTrial,distr33,tent,target,2,2,house,place,blackStimulus,NA,1,1,NA,NA,sandwich,distrClass3,3,4,NA,food,blackStimulus,NA,5,5,NA,NA,camera,distrClass3,4,3,NA,object
1453-c,1448897736065,25,colorSizeTrial,colorOnly4Distr2Same,big_purple_bike,target,2,4,NA,NA,small_red_bike,distractor,5,1,NA,NA,big_red_bike,distractor,3,3,NA,NA,big_red_bike,distractor,1,5,NA,NA,small_red_bike,distractor,4,2,NA,NA
1453-c,1448897741434,26,subSuperTrial,distr23,saxophone,target,4,4,instrument,object,firestation,distrClass3,3,3,NA,place,tire,distrClass2,2,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
1453-c,1448897746321,27,subSuperTrial,distr23,lime,target,2,3,fruit,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,cookies,distrClass2,4,4,NA,food,record,distrClass3,3,2,NA,object
1453-c,1448897751821,28,subSuperTrial,distr12,grapefruit,target,2,2,fruit,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,sushi,distrClass2,3,4,NA,food,banana,distrClass1,4,3,fruit,food
1453-c,1448897757732,29,colorSizeTrial,colorOnly4Distr4Same,small_purple_rug,target,2,4,NA,NA,small_blue_rug,distractor,5,1,NA,NA,small_blue_rug,distractor,4,3,NA,NA,small_blue_rug,distractor,1,5,NA,NA,small_blue_rug,distractor,3,2,NA,NA
1453-c,1448897761885,30,subSuperTrial,distr33,bathrobe,target,2,3,clothing,object,fir,distrClass3,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bread,distrClass3,4,2,NA,food
1453-c,1448897767372,31,subSuperTrial,distr12,clarinet,target,2,3,instrument,object,blackStimulus,NA,5,5,NA,NA,baseball,distrClass2,3,2,NA,object,guitar2,distrClass1,4,4,instrument,object,blackStimulus,NA,1,1,NA,NA
1453-c,1448897772233,32,subSuperTrial,distr23,pineapple,target,4,4,fruit,food,blackStimulus,NA,1,1,NA,NA,sandwich,distrClass2,2,3,NA,food,trafficcone,distrClass3,3,2,NA,object,blackStimulus,NA,5,5,NA,NA
1453-c,1448897778202,33,colorSizeTrial,sizeOnly4Distr3Same,big_brown_jacket,target,1,3,NA,NA,small_brown_jacket,distractor,3,1,NA,NA,small_brown_jacket,distractor,2,2,NA,NA,small_green_jacket,distractor,5,4,NA,NA,small_brown_jacket,distractor,4,5,NA,NA
1453-c,1448897782703,34,subSuperTrial,distr33,dalmatian,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,museum,distrClass3,3,3,NA,place,sideroadsign,distrClass3,2,4,NA,object
1453-c,1448897787849,35,subSuperTrial,distr22,piano,target,3,2,instrument,object,pencil,distrClass2,4,4,NA,object,basketball,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
1453-c,1448897793119,36,subSuperTrial,distr22,bookcase,target,4,4,furniture,object,eraser,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,binoculars,distrClass2,3,2,NA,object
1453-c,1448897798735,37,colorSizeTrial,colorOnly2Distr2Same,small_pink_bucket,target,3,3,NA,NA,small_red_bucket,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_bucket,distractor,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA
1453-c,1448897819937,38,subSuperTrial,distr12,daisy,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,cherryTree,distrClass2,2,4,NA,plant
1453-c,1448897827312,39,subSuperTrial,distr33,banjo,target,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,rice,distrClass3,4,4,NA,food,airport,distrClass3,2,3,NA,place,blackStimulus,NA,1,1,NA,NA
1453-c,1448897834203,40,colorSizeTrial,colorOnly2Distr1Same,big_orange_billiardball,target,2,4,NA,NA,small_purple_billiardball,distractor,4,3,NA,NA,big_purple_billiardball,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
1453-c,1448897839092,41,colorSizeTrial,sizeOnly4Distr4Same,big_red_stapler,target,5,5,NA,NA,small_red_stapler,distractor,3,4,NA,NA,small_red_stapler,distractor,4,2,NA,NA,small_red_stapler,distractor,1,1,NA,NA,small_red_stapler,distractor,2,3,NA,NA
1453-c,1448897843732,42,colorSizeTrial,sizeOnly2Distr1Same,small_purple_bracelet,target,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_bracelet,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_bracelet,distractor,2,2,NA,NA
