gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
2691-b,1448894838374,1,subSuperTrial,distr22,belt2,target,4,4,clothing,object,eraser,distrClass2,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,football,distrClass2,2,2,NA,object,blackStimulus,NA,1,1,NA,NA
2691-b,1448894846236,2,subSuperTrial,distr23,saxophone,target,2,2,instrument,object,fir,distrClass3,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,binoculars,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA
2691-b,1448894856947,3,colorSizeTrial,colorOnly4Distr1Same,small_blue_ornament,target,5,5,NA,NA,small_purple_ornament,distractor,3,4,NA,NA,big_purple_ornament,distractor,2,2,NA,NA,big_purple_ornament,distractor,1,1,NA,NA,big_purple_ornament,distractor,4,3,NA,NA
2691-b,1448894865747,4,colorSizeTrial,sizeOnly4Distr3Same,big_blue_cap,target,1,4,NA,NA,small_blue_cap,distractor,2,3,NA,NA,small_blue_cap,distractor,4,5,NA,NA,small_blue_cap,distractor,5,1,NA,NA,small_orange_cap,distractor,3,2,NA,NA
2691-b,1448894871890,5,colorSizeTrial,colorOnly4Distr4Same,small_black_belt,target,3,3,NA,NA,small_brown_belt,distractor,5,1,NA,NA,small_brown_belt,distractor,4,4,NA,NA,small_brown_belt,distractor,1,5,NA,NA,small_brown_belt,distractor,2,2,NA,NA
2691-b,1448894882795,6,colorSizeTrial,sizeOnly4Distr3Same,big_blue_butterfly,target,2,3,NA,NA,small_blue_butterfly,distractor,4,2,NA,NA,small_purple_butterfly,distractor,5,1,NA,NA,small_blue_butterfly,distractor,1,5,NA,NA,small_blue_butterfly,distractor,3,4,NA,NA
2691-b,1448894888163,7,subSuperTrial,distr23,lamp,target,2,3,furniture,object,record,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,bear,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA
2691-b,1448894893875,8,subSuperTrial,distr33,clarinet,target,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,2,3,NA,plant,lion,distrClass3,4,4,NA,animal
2691-b,1448894901115,9,colorSizeTrial,sizeOnly4Distr2Same,big_white_weddingcake,target,4,2,NA,NA,small_pink_weddingcake,distractor,1,1,NA,NA,small_white_weddingcake,distractor,5,3,NA,NA,small_pink_weddingcake,distractor,3,4,NA,NA,small_white_weddingcake,distractor,2,5,NA,NA
2691-b,1448894907324,10,subSuperTrial,distr12,piano,target,3,4,instrument,object,blackStimulus,NA,1,1,NA,NA,firemanhat,distrClass2,2,2,NA,object,guitar2,distrClass1,4,3,instrument,object,blackStimulus,NA,5,5,NA,NA
