gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
4568-8,1448895074377,1,colorSizeTrial,colorOnly2Distr2Same,big_green_pepper,target,2,4,NA,NA,big_red_pepper,distractor,4,3,NA,NA,big_red_pepper,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4568-8,1448895081033,2,subSuperTrial,distr12,sunflower,target,4,4,flower,plant,hibiscus,distrClass1,2,3,flower,plant,cherryTree,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4568-8,1448895091886,3,colorSizeTrial,sizeOnly4Distr4Same,small_green_bracelet,target,5,5,NA,NA,big_green_bracelet,distractor,2,4,NA,NA,big_green_bracelet,distractor,3,1,NA,NA,big_green_bracelet,distractor,4,3,NA,NA,big_green_bracelet,distractor,1,2,NA,NA
4568-8,1448895098985,4,subSuperTrial,distr33,banjo,target,4,2,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,muffin,distrClass3,3,3,NA,food,pottedPlant,distrClass3,2,4,NA,plant
4568-8,1448895110789,5,colorSizeTrial,sizeOnly2Distr1Same,big_blue_ornament,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_ornament,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_ornament,distractor,3,2,NA,NA
4568-8,1448895117920,6,colorSizeTrial,colorOnly4Distr1Same,big_yellow_balloon,target,2,3,NA,NA,small_pink_balloon,distractor,3,2,NA,NA,big_pink_balloon,distractor,4,4,NA,NA,small_pink_balloon,distractor,5,5,NA,NA,small_pink_balloon,distractor,1,1,NA,NA
4568-8,1448895123986,7,subSuperTrial,distr23,eggplant,target,2,4,vegetable,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,mailbox,distrClass3,3,2,NA,object,bread,distrClass2,4,3,NA,food
4568-8,1448895129502,8,subSuperTrial,distr33,bathrobe,target,4,2,clothing,object,blackStimulus,NA,5,5,NA,NA,muffin,distrClass3,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,rhino,distrClass3,3,3,NA,animal
4568-8,1448895136783,9,colorSizeTrial,sizeOnly2Distr2Same,small_purple_stapler,target,4,4,NA,NA,big_purple_stapler,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_stapler,distractor,3,2,NA,NA
4568-8,1448895144966,10,subSuperTrial,distr22,ambulance,target,4,4,vehicle,object,washingmachine,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,tooth,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA
4568-8,1448895152262,11,colorSizeTrial,sizeOnly4Distr4Same,big_red_bucket,target,5,5,NA,NA,small_red_bucket,distractor,4,3,NA,NA,small_red_bucket,distractor,1,1,NA,NA,small_red_bucket,distractor,2,2,NA,NA,small_red_bucket,distractor,3,4,NA,NA
4568-8,1448895162533,12,colorSizeTrial,sizeOnly4Distr1Same,big_brown_jacket,target,1,3,NA,NA,small_green_jacket,distractor,2,1,NA,NA,small_green_jacket,distractor,3,4,NA,NA,small_green_jacket,distractor,5,5,NA,NA,small_brown_jacket,distractor,4,2,NA,NA
4568-8,1448895172002,13,colorSizeTrial,sizeOnly2Distr1Same,small_purple_rock,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_rock,distractor,2,2,NA,NA,big_green_rock,distractor,4,3,NA,NA
4568-8,1448895178806,14,subSuperTrial,distr22,dalmatian,target,2,3,dog,animal,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,3,2,NA,animal
4568-8,1448895186606,15,colorSizeTrial,sizeOnly4Distr4Same,big_red_chair,target,4,4,NA,NA,small_red_chair,distractor,5,1,NA,NA,small_red_chair,distractor,1,2,NA,NA,small_red_chair,distractor,3,5,NA,NA,small_red_chair,distractor,2,3,NA,NA
4568-8,1448895197197,16,colorSizeTrial,colorOnly4Distr2Same,small_brown_belt,target,4,1,NA,NA,big_black_belt,distractor,5,2,NA,NA,small_black_belt,distractor,2,4,NA,NA,big_black_belt,distractor,1,5,NA,NA,small_black_belt,distractor,3,3,NA,NA
4568-8,1448895205288,17,colorSizeTrial,colorOnly4Distr3Same,small_red_yarn,target,1,4,NA,NA,small_purple_yarn,distractor,3,5,NA,NA,big_purple_yarn,distractor,2,3,NA,NA,small_purple_yarn,distractor,4,2,NA,NA,small_purple_yarn,distractor,5,1,NA,NA
