gameid,time,roundNum,sender,contents
2370-3,1479841417908,1,speaker,"green apple"
2370-3,1479841426715,2,speaker,"green avocado"
2370-3,1479841431474,3,speaker,"tomato"
2370-3,1479841436234,4,speaker,"blue apple"
2370-3,1479841443005,5,speaker,"black avocado"
2370-3,1479841448129,6,speaker,"red apple"
2370-3,1479841452403,7,speaker,"pear"
2370-3,1479841457803,8,speaker,"red pepper"
2370-3,1479841462043,9,speaker,"pear"
2370-3,1479841468323,10,speaker,"green tomato"
2370-3,1479841472975,11,speaker,"pepper"
2370-3,1479841477605,12,speaker,"banana"
2370-3,1479841482428,13,speaker,"carrot"
2370-3,1479841486463,14,speaker,"apple"
2370-3,1479841492026,15,speaker,"avocado"
2370-3,1479841498296,16,speaker,"orange carrot"
2370-3,1479841502870,17,speaker,"red tomato"
2370-3,1479841507910,18,speaker,"green apple"
2370-3,1479841515558,19,speaker,"avocado"
