condition,target,priorWeight,label,prob
item12,dalmatian,0.05,type,0.4071
item12,dalmatian,0.05,basicLevel,0.3725
item12,dalmatian,0.05,superDomain,0.2203
item12,pug,0.05,type,0.4922
item12,pug,0.05,basicLevel,0.3191
item12,pug,0.05,superDomain,0.1887
item12,germanShepherd,0.05,type,0.3562
item12,germanShepherd,0.05,basicLevel,0.4045
item12,germanShepherd,0.05,superDomain,0.2393
item12,husky,0.05,type,0.4616
item12,husky,0.05,basicLevel,0.3383
item12,husky,0.05,superDomain,0.2001
item22,dalmatian,0.05,type,0.2966
item22,dalmatian,0.05,basicLevel,0.5428
item22,dalmatian,0.05,superDomain,0.1605
item22,pug,0.05,type,0.3732
item22,pug,0.05,basicLevel,0.4838
item22,pug,0.05,superDomain,0.1431
item22,germanShepherd,0.05,type,0.2536
item22,germanShepherd,0.05,basicLevel,0.5760
item22,germanShepherd,0.05,superDomain,0.1703
item22,husky,0.05,type,0.3449
item22,husky,0.05,basicLevel,0.5056
item22,husky,0.05,superDomain,0.1495
item23,dalmatian,0.05,type,0.2746
item23,dalmatian,0.05,basicLevel,0.5025
item23,dalmatian,0.05,superDomain,0.2229
item23,pug,0.05,type,0.3483
item23,pug,0.05,basicLevel,0.4515
item23,pug,0.05,superDomain,0.2003
item23,germanShepherd,0.05,type,0.2337
item23,germanShepherd,0.05,basicLevel,0.5308
item23,germanShepherd,0.05,superDomain,0.2355
item23,husky,0.05,type,0.3209
item23,husky,0.05,basicLevel,0.4704
item23,husky,0.05,superDomain,0.2087
item33,dalmatian,0.05,type,0.2245
item33,dalmatian,0.05,basicLevel,0.4109
item33,dalmatian,0.05,superDomain,0.3645
item33,pug,0.05,type,0.2901
item33,pug,0.05,basicLevel,0.3761
item33,pug,0.05,superDomain,0.3337
item33,germanShepherd,0.05,type,0.1892
item33,germanShepherd,0.05,basicLevel,0.4297
item33,germanShepherd,0.05,superDomain,0.3812
item33,husky,0.05,type,0.2655
item33,husky,0.05,basicLevel,0.3892
item33,husky,0.05,superDomain,0.3453
