condition,target,priorWeight,label,prob
item12,gummyBears,0.05,type,0.4083
item12,gummyBears,0.05,basicLevel,0.3575
item12,gummyBears,0.05,superDomain,0.2341
item12,jellyBeans,0.05,type,0.4398
item12,jellyBeans,0.05,basicLevel,0.3385
item12,jellyBeans,0.05,superDomain,0.2217
item12,skittles,0.05,type,0.4570
item12,skittles,0.05,basicLevel,0.3281
item12,skittles,0.05,superDomain,0.2149
item12,mnMs,0.05,type,0.4279
item12,mnMs,0.05,basicLevel,0.3457
item12,mnMs,0.05,superDomain,0.2264
item22,gummyBears,0.05,type,0.3008
item22,gummyBears,0.05,basicLevel,0.5267
item22,gummyBears,0.05,superDomain,0.1725
item22,jellyBeans,0.05,type,0.3285
item22,jellyBeans,0.05,basicLevel,0.5058
item22,jellyBeans,0.05,superDomain,0.1656
item22,skittles,0.05,type,0.3441
item22,skittles,0.05,basicLevel,0.4941
item22,skittles,0.05,superDomain,0.1618
item22,mnMs,0.05,type,0.3180
item22,mnMs,0.05,basicLevel,0.5138
item22,mnMs,0.05,superDomain,0.1682
item23,gummyBears,0.05,type,0.2769
item23,gummyBears,0.05,basicLevel,0.4849
item23,gummyBears,0.05,superDomain,0.2382
item23,jellyBeans,0.05,type,0.3034
item23,jellyBeans,0.05,basicLevel,0.4672
item23,jellyBeans,0.05,superDomain,0.2294
item23,skittles,0.05,type,0.3183
item23,skittles,0.05,basicLevel,0.4572
item23,skittles,0.05,superDomain,0.2245
item23,mnMs,0.05,type,0.2933
item23,mnMs,0.05,basicLevel,0.4739
item23,mnMs,0.05,superDomain,0.2327
item33,gummyBears,0.05,type,0.2237
item33,gummyBears,0.05,basicLevel,0.3917
item33,gummyBears,0.05,superDomain,0.3847
item33,jellyBeans,0.05,type,0.2468
item33,jellyBeans,0.05,basicLevel,0.3800
item33,jellyBeans,0.05,superDomain,0.3732
item33,skittles,0.05,type,0.2600
item33,skittles,0.05,basicLevel,0.3733
item33,skittles,0.05,superDomain,0.3667
item33,mnMs,0.05,type,0.2380
item33,mnMs,0.05,basicLevel,0.3844
item33,mnMs,0.05,superDomain,0.3776
