condition,target,priorWeight,label,prob
item12,poloShirt,0.05,type,0.4486
item12,poloShirt,0.05,basicLevel,0.3498
item12,poloShirt,0.05,superDomain,0.2016
item12,dressShirt,0.05,type,0.4364
item12,dressShirt,0.05,basicLevel,0.3575
item12,dressShirt,0.05,superDomain,0.2060
item12,hawaiiShirt,0.05,type,0.3494
item12,hawaiiShirt,0.05,basicLevel,0.4127
item12,hawaiiShirt,0.05,superDomain,0.2378
item12,tShirt,0.05,type,0.4805
item12,tShirt,0.05,basicLevel,0.3296
item12,tShirt,0.05,superDomain,0.1899
item22,poloShirt,0.05,type,0.3324
item22,poloShirt,0.05,basicLevel,0.5183
item22,poloShirt,0.05,superDomain,0.1493
item22,dressShirt,0.05,type,0.3215
item22,dressShirt,0.05,basicLevel,0.5267
item22,dressShirt,0.05,superDomain,0.1518
item22,hawaiiShirt,0.05,type,0.2473
item22,hawaiiShirt,0.05,basicLevel,0.5843
item22,hawaiiShirt,0.05,superDomain,0.1684
item22,tShirt,0.05,type,0.3614
item22,tShirt,0.05,basicLevel,0.4958
item22,tShirt,0.05,superDomain,0.1428
item23,poloShirt,0.05,type,0.3093
item23,poloShirt,0.05,basicLevel,0.4823
item23,poloShirt,0.05,superDomain,0.2084
item23,dressShirt,0.05,type,0.2988
item23,dressShirt,0.05,basicLevel,0.4896
item23,dressShirt,0.05,superDomain,0.2116
item23,hawaiiShirt,0.05,type,0.2281
item23,hawaiiShirt,0.05,basicLevel,0.5390
item23,hawaiiShirt,0.05,superDomain,0.2329
item23,tShirt,0.05,type,0.3373
item23,tShirt,0.05,basicLevel,0.4627
item23,tShirt,0.05,superDomain,0.2000
item33,poloShirt,0.05,type,0.2559
item33,poloShirt,0.05,basicLevel,0.3991
item33,poloShirt,0.05,superDomain,0.3450
item33,dressShirt,0.05,type,0.2466
item33,dressShirt,0.05,basicLevel,0.4041
item33,dressShirt,0.05,superDomain,0.3493
item33,hawaiiShirt,0.05,type,0.1850
item33,hawaiiShirt,0.05,basicLevel,0.4371
item33,hawaiiShirt,0.05,superDomain,0.3778
item33,tShirt,0.05,type,0.2811
item33,tShirt,0.05,basicLevel,0.3856
item33,tShirt,0.05,superDomain,0.3333
