condition,target,priorWeight,label,prob
item12,eagle,0.05,type,0.5177
item12,eagle,0.05,basicLevel,0.2970
item12,eagle,0.05,superDomain,0.1852
item12,parrot,0.05,type,0.4880
item12,parrot,0.05,basicLevel,0.3153
item12,parrot,0.05,superDomain,0.1967
item12,pigeon,0.05,type,0.4960
item12,pigeon,0.05,basicLevel,0.3104
item12,pigeon,0.05,superDomain,0.1936
item12,hummingBird,0.05,type,0.4122
item12,hummingBird,0.05,basicLevel,0.3620
item12,hummingBird,0.05,superDomain,0.2258
item22,eagle,0.05,type,0.3992
item22,eagle,0.05,basicLevel,0.4580
item22,eagle,0.05,superDomain,0.1428
item22,parrot,0.05,type,0.3711
item22,parrot,0.05,basicLevel,0.4794
item22,parrot,0.05,superDomain,0.1495
item22,pigeon,0.05,type,0.3785
item22,pigeon,0.05,basicLevel,0.4737
item22,pigeon,0.05,superDomain,0.1477
item22,hummingBird,0.05,type,0.3026
item22,hummingBird,0.05,basicLevel,0.5316
item22,hummingBird,0.05,superDomain,0.1658
item23,eagle,0.05,type,0.3726
item23,eagle,0.05,basicLevel,0.4275
item23,eagle,0.05,superDomain,0.2000
item23,parrot,0.05,type,0.3452
item23,parrot,0.05,basicLevel,0.4461
item23,parrot,0.05,superDomain,0.2087
item23,pigeon,0.05,type,0.3525
item23,pigeon,0.05,basicLevel,0.4411
item23,pigeon,0.05,superDomain,0.2064
item23,hummingBird,0.05,type,0.2794
item23,hummingBird,0.05,basicLevel,0.4909
item23,hummingBird,0.05,superDomain,0.2296
item33,eagle,0.05,type,0.3105
item33,eagle,0.05,basicLevel,0.3562
item33,eagle,0.05,superDomain,0.3333
item33,parrot,0.05,type,0.2856
item33,parrot,0.05,basicLevel,0.3691
item33,parrot,0.05,superDomain,0.3453
item33,pigeon,0.05,type,0.2922
item33,pigeon,0.05,basicLevel,0.3657
item33,pigeon,0.05,superDomain,0.3421
item33,hummingBird,0.05,type,0.2272
item33,hummingBird,0.05,basicLevel,0.3992
item33,hummingBird,0.05,superDomain,0.3735
