gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,TypeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,TRUEheMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
6317-a,1.4489E+12,11,subSuperTrial,distr33,lime,target,3,4,fruit,food,walkietalkie,distrClass3,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,temple,distrClass3,2,3,NA,place,1,1,0,lime,,1.4489E+12,lime,FALSE,FALSE,TRUE,,,,,,,,lime,NA,NA,,,,
6317-a,1.4489E+12,12,subSuperTrial,distr22,bike2,target,2,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,toilet,distrClass2,3,2,NA,object,firehydrant,distrClass2,4,4,NA,object,1,1,0,bike,,1.4489E+12,bike,FALSE,FALSE,TRUE,,,,,,,,bike2,NA,NA,,,,
6317-a,1.4489E+12,13,colorSizeTrial,colorOnly2Distr1Same,big_brown_turtle,target,4,4,NA,NA,small_black_turtle,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_turtle,distractor,2,2,NA,NA,1,1,0,green turtle,,1.4489E+12,green turtle,FALSE,TRUE,TRUE,,,,,,,,big_brown_turtle,NA,NA,,,,
6317-a,1.4489E+12,14,subSuperTrial,distr23,bathrobe,target,4,2,clothing,object,sushi,distrClass3,2,3,NA,food,cigar,distrClass2,3,4,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,robe,,1.4489E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
6317-a,1.4489E+12,15,subSuperTrial,distr12,dalmatian,target,2,3,dog,animal,blackStimulus,NA,1,1,NA,NA,rhino,distrClass2,3,4,NA,animal,chihuahua,distrClass1,4,2,dog,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,dalmation,,1.4489E+12,dalmation,FALSE,FALSE,TRUE,,,,,,,,dalmatian,NA,NA,,,,
6317-a,1.4489E+12,16,colorSizeTrial,sizeOnly4Distr2Same,big_blue_candle,target,3,5,NA,NA,small_red_candle,distractor,5,4,NA,NA,small_blue_candle,distractor,2,1,NA,NA,small_blue_candle,distractor,1,2,NA,NA,small_red_candle,distractor,4,3,NA,NA,1,1,0,largest blue candle,,1.4489E+12,largest blue candle,TRUE,TRUE,TRUE,,,,,,,,big_blue_candle,NA,NA,,,,
6317-a,1.4489E+12,17,colorSizeTrial,colorOnly2Distr2Same,small_blue_toothbrush,target,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_toothbrush,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_toothbrush,distractor,4,3,NA,NA,1,1,0,blue tootbrush,,1.4489E+12,blue tootbrush,FALSE,TRUE,TRUE,,,,,,,,small_blue_toothbrush,NA,NA,,,,
6317-a,1.4489E+12,18,colorSizeTrial,sizeOnly4Distr2Same,small_red_flower,target,2,2,NA,NA,big_red_flower,distractor,4,5,NA,NA,big_purple_flower,distractor,1,3,NA,NA,big_purple_flower,distractor,3,4,NA,NA,big_red_flower,distractor,5,1,NA,NA,1,1,0,smallest red flower,,1.4489E+12,smallest red flower,TRUE,TRUE,TRUE,,,,,,,,small_red_flower,NA,NA,,,,
6317-a,1.4489E+12,19,colorSizeTrial,colorOnly4Distr2Same,big_black_avocado,target,2,1,NA,NA,big_green_avocado,distractor,3,5,NA,NA,big_green_avocado,distractor,5,3,NA,NA,small_green_avocado,distractor,4,2,NA,NA,small_green_avocado,distractor,1,4,NA,NA,1,1,0,black avacado,,1.4489E+12,black avacado,FALSE,TRUE,TRUE,,,,,,,,big_black_avocado,NA,NA,,,,
6317-a,1.4489E+12,20,colorSizeTrial,colorOnly4Distr1Same,small_black_comb,target,1,1,NA,NA,big_blue_comb,distractor,3,4,NA,NA,big_blue_comb,distractor,4,5,NA,NA,small_blue_comb,distractor,5,3,NA,NA,big_blue_comb,distractor,2,2,NA,NA,1,1,0,charcoal comb,,1.4489E+12,charcoal comb,FALSE,TRUE,TRUE,,,,,,,,small_black_comb,NA,NA,,,,
6317-a,1.4489E+12,21,subSuperTrial,distr23,grapefruit,target,3,2,fruit,food,pasta,distrClass2,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,tooth,distrClass3,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,1,1,0,grapefruit,,1.4489E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,,,grapefruit,NA,NA,,,,
6317-a,1.4489E+12,22,colorSizeTrial,colorOnly4Distr4Same,small_blue_golfball,target,5,3,NA,NA,small_pink_golfball,distractor,4,1,NA,NA,small_pink_golfball,distractor,1,4,NA,NA,small_pink_golfball,distractor,2,5,NA,NA,small_pink_golfball,distractor,3,2,NA,NA,1,1,0,blue ball,,1.4489E+12,blue ball,FALSE,TRUE,TRUE,,,,,,,,small_blue_golfball,NA,NA,,,,
6317-a,1.4489E+12,23,colorSizeTrial,sizeOnly4Distr2Same,big_yellow_shoe,target,1,5,NA,NA,small_white_shoe,distractor,3,1,NA,NA,small_yellow_shoe,distractor,5,2,NA,NA,small_white_shoe,distractor,2,4,NA,NA,small_yellow_shoe,distractor,4,3,NA,NA,1,1,0,largest yellow shoe,,1.4489E+12,largest yellow shoe,TRUE,TRUE,TRUE,,,,,,,,big_yellow_shoe,NA,NA,,,,
6317-a,1.4489E+12,24,colorSizeTrial,sizeOnly4Distr1Same,big_yellow_napkin,target,3,4,NA,NA,small_orange_napkin,distractor,5,2,NA,NA,small_orange_napkin,distractor,4,5,NA,NA,small_orange_napkin,distractor,2,1,NA,NA,small_yellow_napkin,distractor,1,3,NA,NA,1,1,0,largest yellow napkin,,1.4489E+12,largest yellow napkin,TRUE,TRUE,TRUE,,,,,,,,big_yellow_napkin,NA,NA,,,,
6317-a,1.4489E+12,25,subSuperTrial,distr23,swimsuit,target,4,2,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass3,3,3,NA,plant,football,distrClass2,2,4,NA,object,1,1,0,swimsuit,,1.4489E+12,swimsuit,FALSE,FALSE,TRUE,,,,,,,,swimsuit,NA,NA,,,,
6317-a,1.4489E+12,26,colorSizeTrial,colorOnly4Distr3Same,big_blue_rug,target,2,4,NA,NA,big_purple_rug,distractor,4,2,NA,NA,small_purple_rug,distractor,5,5,NA,NA,big_purple_rug,distractor,3,3,NA,NA,big_purple_rug,distractor,1,1,NA,NA,1,1,0,blue rug,,1.4489E+12,blue rug,FALSE,TRUE,TRUE,,,,,,,,big_blue_rug,NA,NA,,,,
6317-a,1.4489E+12,27,colorSizeTrial,sizeOnly2Distr1Same,big_purple_butterfly,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_butterfly,distractor,4,2,NA,NA,small_purple_butterfly,distractor,3,4,NA,NA,1,1,0,largest pink butterfly,,1.4489E+12,largest pink butterfly,TRUE,TRUE,TRUE,,,,,,,,big_purple_butterfly,NA,NA,,,,
6317-a,1.4489E+12,28,colorSizeTrial,colorOnly4Distr4Same,small_white_phone,target,3,4,NA,NA,small_pink_phone,distractor,4,5,NA,NA,small_pink_phone,distractor,5,2,NA,NA,small_pink_phone,distractor,1,3,NA,NA,small_pink_phone,distractor,2,1,NA,NA,1,1,0,white phone,,1.4489E+12,white phone,FALSE,TRUE,TRUE,,,,,,,,small_white_phone,NA,NA,,,,
6317-a,1.4489E+12,29,subSuperTrial,distr33,bed,target,4,3,furniture,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,egg,distrClass3,3,2,NA,food,rhino,distrClass3,2,4,NA,animal,1,1,0,bed,,1.4489E+12,bed,FALSE,FALSE,TRUE,,,,,,,,bed,NA,NA,,,,
6317-a,1.4489E+12,30,subSuperTrial,distr12,piano,target,3,2,instrument,object,trumpet,distrClass1,2,4,instrument,object,pencil,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,piano,,1.4489E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
6317-a,1.4489E+12,31,subSuperTrial,distr12,wardrobe,target,3,4,furniture,object,crosswalksign,distrClass2,2,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,dresser,distrClass1,4,3,furniture,object,1,1,0,closet/armior,,1.4489E+12,closet/armior,FALSE,FALSE,TRUE,,,,,,,,wardrobe,NA,NA,,,,
6317-a,1.4489E+12,32,colorSizeTrial,sizeOnly4Distr1Same,small_purple_bracelet,target,2,3,NA,NA,big_green_bracelet,distractor,3,5,NA,NA,big_purple_bracelet,distractor,5,4,NA,NA,big_green_bracelet,distractor,1,2,NA,NA,big_green_bracelet,distractor,4,1,NA,NA,1,1,0,smallest purple necklace,,1.4489E+12,smallest purple necklace,TRUE,TRUE,TRUE,,,,,,,,small_purple_bracelet,NA,NA,,,,
6317-a,1.4489E+12,33,subSuperTrial,distr33,tulip,target,2,3,flower,plant,blackStimulus,NA,5,5,NA,NA,tire,distrClass3,4,4,NA,object,basketball,distrClass3,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,rose,,1.4489E+12,rose,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
6317-a,1.4489E+12,34,subSuperTrial,distr33,bookcase,target,4,2,furniture,object,pancake,distrClass3,2,3,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,mosque,distrClass3,3,4,NA,place,1,1,0,bookshelf,,1.4489E+12,bookshelf,FALSE,FALSE,TRUE,,,,,,,,bookcase,NA,NA,,,,
6317-a,1.4489E+12,35,colorSizeTrial,colorOnly4Distr2Same,big_purple_coathanger,target,5,5,NA,NA,big_orange_coathanger,distractor,3,4,NA,NA,small_orange_coathanger,distractor,1,1,NA,NA,big_orange_coathanger,distractor,2,3,NA,NA,small_orange_coathanger,distractor,4,2,NA,NA,1,1,0,purple hanger,,1.4489E+12,purple hanger,FALSE,TRUE,TRUE,,,,,,,,big_purple_coathanger,NA,NA,,,,
6317-a,1.4489E+12,36,colorSizeTrial,sizeOnly2Distr1Same,small_red_stapler,target,4,4,NA,NA,big_red_stapler,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_stapler,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smallest red stapler,,1.4489E+12,smallest red stapler,TRUE,TRUE,TRUE,,,,,,,,small_red_stapler,NA,NA,,,,
6317-a,1.4489E+12,37,colorSizeTrial,sizeOnly2Distr2Same,big_blue_ornament,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_ornament,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_ornament,distractor,4,4,NA,NA,1,1,0,largest blue bulb,,1.4489E+12,largest blue bulb,TRUE,TRUE,TRUE,,,,,,,,big_blue_ornament,NA,NA,,,,
6317-a,1.4489E+12,38,colorSizeTrial,colorOnly2Distr2Same,small_white_weddingcake,target,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_weddingcake,distractor,3,3,NA,NA,small_pink_weddingcake,distractor,2,2,NA,NA,1,1,0,white cake,,1.4489E+12,white cake,FALSE,TRUE,TRUE,,,,,,,,small_white_weddingcake,NA,NA,,,,
6317-a,1.4489E+12,39,subSuperTrial,distr12,belt2,target,2,2,clothing,object,socks,distrClass1,3,4,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,camera,distrClass2,4,3,NA,object,1,1,0,belt,,1.4489E+12,belt,FALSE,FALSE,TRUE,,,,,,,,belt2,NA,NA,,,,
6317-a,1.4489E+12,40,subSuperTrial,distr12,pug,target,3,2,dog,animal,blackStimulus,NA,1,1,NA,NA,penguin,distrClass2,4,4,NA,animal,collie,distrClass1,2,3,dog,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,little pug,,1.4489E+12,little pug,TRUE,FALSE,TRUE,,,,,,,,pug,NA,NA,,,,
6317-a,1.4489E+12,41,colorSizeTrial,sizeOnly4Distr4Same,big_green_pepper,target,4,1,NA,NA,small_green_pepper,distractor,2,3,NA,NA,small_green_pepper,distractor,3,4,NA,NA,small_green_pepper,distractor,1,2,NA,NA,small_green_pepper,distractor,5,5,NA,NA,1,1,0,largest chilie,,1.4489E+12,largest chilie,TRUE,FALSE,TRUE,,,,,,,,big_green_pepper,NA,NA,,,,
6317-a,1.4489E+12,42,subSuperTrial,distr22,bra,target,2,3,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,laptop,distrClass2,4,4,NA,object,tooth,distrClass2,3,2,NA,object,1,1,0,bra,,1.4489E+12,bra,FALSE,FALSE,TRUE,,,,,,,,bra,NA,NA,,,,
6317-a,1.4489E+12,43,colorSizeTrial,sizeOnly4Distr4Same,big_red_chair,target,2,1,NA,NA,small_red_chair,distractor,1,3,NA,NA,small_red_chair,distractor,4,5,NA,NA,small_red_chair,distractor,5,4,NA,NA,small_red_chair,distractor,3,2,NA,NA,1,1,0,largest chair,,1.4489E+12,largest chair,TRUE,FALSE,TRUE,,,,,,,,big_red_chair,NA,NA,,,,
6317-a,1.4489E+12,44,colorSizeTrial,sizeOnly4Distr4Same,big_orange_cushion,target,2,4,NA,NA,small_orange_cushion,distractor,4,2,NA,NA,small_orange_cushion,distractor,1,5,NA,NA,small_orange_cushion,distractor,3,3,NA,NA,small_orange_cushion,distractor,5,1,NA,NA,1,1,0,largest pillow,,1.4489E+12,largest pillow,TRUE,FALSE,TRUE,,,,,,,,big_orange_cushion,NA,NA,,,,
6317-a,1.4489E+12,45,subSuperTrial,distr23,germanShepherd,target,4,4,dog,animal,bread,distrClass3,3,3,NA,food,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,dog,,1.4489E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
6317-a,1.4489E+12,46,colorSizeTrial,sizeOnly4Distr1Same,big_yellow_balloon,target,4,4,NA,NA,small_pink_balloon,distractor,5,2,NA,NA,small_pink_balloon,distractor,3,3,NA,NA,small_yellow_balloon,distractor,2,5,NA,NA,small_pink_balloon,distractor,1,1,NA,NA,1,1,0,largest yellow ballon,,1.4489E+12,largest yellow ballon,TRUE,TRUE,TRUE,,,,,,,,big_yellow_balloon,NA,NA,,,,
6317-a,1.4489E+12,47,subSuperTrial,distr23,igloo,target,2,3,house,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,museum,distrClass2,4,4,NA,place,eraser,distrClass3,3,2,NA,object,1,1,0,igloo,,1.4489E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
6317-a,1.4489E+12,48,colorSizeTrial,sizeOnly2Distr1Same,big_purple_rock,target,2,4,NA,NA,small_purple_rock,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_rock,distractor,4,3,NA,NA,1,1,0,largest purple thing,,1.4489E+12,largest purple thing,TRUE,TRUE,FALSE,,,,,,TRUE,,big_purple_rock,NA,NA,,,,
6317-a,1.4489E+12,49,subSuperTrial,distr12,kiwi,target,2,4,fruit,food,blackStimulus,NA,5,5,NA,NA,banana,distrClass1,3,3,fruit,food,blackStimulus,NA,1,1,NA,NA,pancake,distrClass2,4,2,NA,food,1,1,0,kiwi,,1.4489E+12,kiwi,FALSE,FALSE,TRUE,,,,,,,,kiwi,NA,NA,,,,
6317-a,1.4489E+12,50,subSuperTrial,distr12,ambulance,target,2,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,mailbox,distrClass2,3,4,NA,object,train,distrClass1,4,3,vehicle,object,1,1,0,ambulance,,1.4489E+12,ambulance,FALSE,FALSE,TRUE,,,,,,,,ambulance,NA,NA,,,,
6317-a,1.4489E+12,51,colorSizeTrial,sizeOnly2Distr1Same,big_orange_cap,target,4,2,NA,NA,small_orange_cap,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_cap,distractor,2,3,NA,NA,1,1,0,largest yellow hat,,1.4489E+12,largest yellow hat,TRUE,TRUE,TRUE,,,,,,,,big_orange_cap,NA,NA,,,,
6317-a,1.4489E+12,52,colorSizeTrial,sizeOnly4Distr2Same,small_red_tack,target,1,2,NA,NA,big_red_tack,distractor,5,4,NA,NA,big_red_tack,distractor,2,5,NA,NA,big_blue_tack,distractor,3,1,NA,NA,big_blue_tack,distractor,4,3,NA,NA,1,1,0,smallest red pin,,1.4489E+12,smallest red pin,TRUE,TRUE,TRUE,,,,,,,,small_red_tack,NA,NA,,,,
6317-a,1.4489E+12,53,subSuperTrial,distr33,banjo,target,2,2,instrument,object,blackStimulus,NA,5,5,NA,NA,church,distrClass3,3,4,NA,place,museum,distrClass3,4,3,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,banjo,,1.4489E+12,banjo,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
6317-a,1.4489E+12,54,subSuperTrial,distr12,mushroom,target,4,4,vegetable,food,blackStimulus,NA,5,5,NA,NA,tomato,distrClass1,3,3,vegetable,food,rice,distrClass2,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,mushrooms,,1.4489E+12,mushrooms,FALSE,FALSE,TRUE,,,,,,,,mushroom,NA,NA,,,,
6317-a,1.4489E+12,55,colorSizeTrial,sizeOnly4Distr3Same,small_white_teacup,target,4,1,NA,NA,big_white_teacup,distractor,3,3,NA,NA,big_pink_teacup,distractor,1,4,NA,NA,big_white_teacup,distractor,5,5,NA,NA,big_white_teacup,distractor,2,2,NA,NA,1,1,0,smallest white tea cup,,1.4489E+12,smallest white tea cup,TRUE,TRUE,TRUE,,,,,,,,small_white_teacup,NA,NA,,,,
6317-a,1.4489E+12,56,subSuperTrial,distr33,daisy,target,3,4,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sushi,distrClass3,4,2,NA,food,pasta,distrClass3,2,3,NA,food,1,1,0,flower,,1.4489E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,daisy,NA,NA,,,,
6317-a,1.4489E+12,57,subSuperTrial,distr33,clarinet,target,4,2,instrument,object,bear,distrClass3,2,4,NA,animal,firestation,distrClass3,3,3,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,clarinet,,1.4489E+12,clarinet,FALSE,FALSE,TRUE,,,,,,,,clarinet,NA,NA,,,,
6317-a,1.4489E+12,58,colorSizeTrial,sizeOnly4Distr1Same,big_red_bucket,target,1,1,NA,NA,small_pink_bucket,distractor,5,2,NA,NA,small_pink_bucket,distractor,2,3,NA,NA,small_pink_bucket,distractor,4,4,NA,NA,small_red_bucket,distractor,3,5,NA,NA,1,1,0,largest red pail,,1.4489E+12,largest red pail,TRUE,TRUE,TRUE,,,,,,,,big_red_bucket,NA,NA,,,,
6317-a,1.4489E+12,59,subSuperTrial,distr22,saxophone,target,4,3,instrument,object,firemanhat,distrClass2,3,2,NA,object,record,distrClass2,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,sax,,1.4489E+12,sax,FALSE,FALSE,TRUE,,,,,TRUE,,,saxophone,NA,NA,,,,
6317-a,1.4489E+12,60,subSuperTrial,distr22,rose,target,3,4,flower,plant,rosemary,distrClass2,4,2,NA,plant,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass2,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,rose,,1.4489E+12,rose,FALSE,FALSE,TRUE,,,,,,,,rose,NA,NA,,,,
6317-a,1.4489E+12,61,colorSizeTrial,sizeOnly2Distr2Same,big_purple_yarn,target,3,3,NA,NA,small_purple_yarn,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_yarn,distractor,4,4,NA,NA,1,1,0,largest yarn ball,,1.4489E+12,largest yarn ball,TRUE,FALSE,TRUE,,,,,,,,big_purple_yarn,NA,NA,,,,
6317-a,1.4489E+12,62,colorSizeTrial,sizeOnly2Distr2Same,big_brown_belt,target,3,3,NA,NA,small_brown_belt,distractor,2,4,NA,NA,small_brown_belt,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,largest belt,,1.4489E+12,largest belt,TRUE,FALSE,TRUE,,,,,,,,big_brown_belt,NA,NA,,,,
6317-a,1.4489E+12,63,subSuperTrial,distr23,corn,target,3,3,vegetable,food,muffin,distrClass2,2,2,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cigar,distrClass3,4,4,NA,object,1,1,0,corn,,1.4489E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
6317-a,1.4489E+12,64,subSuperTrial,distr33,firetruck,target,2,4,vehicle,object,rice,distrClass3,3,2,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sushi,distrClass3,4,3,NA,food,1,1,0,firetruck,,1.4489E+12,firetruck,FALSE,FALSE,TRUE,,,,,,,,firetruck,NA,NA,,,,
6317-a,1.4489E+12,65,subSuperTrial,distr23,carrot,target,4,2,vegetable,food,garbagecan,distrClass3,2,4,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,fries,distrClass2,3,3,NA,food,1,1,0,carrot,,1.4489E+12,carrot,FALSE,FALSE,TRUE,,,,,,,,carrot,NA,NA,,,,
6317-a,1.4489E+12,66,subSuperTrial,distr22,tent,target,4,3,house,place,blackStimulus,NA,5,5,NA,NA,temple,distrClass2,3,2,NA,place,postoffice,distrClass2,2,4,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,tent,,1.4489E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
6317-a,1.4489E+12,67,colorSizeTrial,sizeOnly4Distr3Same,small_blue_guitar,target,5,3,NA,NA,big_blue_guitar,distractor,2,4,NA,NA,big_green_guitar,distractor,3,2,NA,NA,big_blue_guitar,distractor,1,1,NA,NA,big_blue_guitar,distractor,4,5,NA,NA,1,1,0,smallest blue guitar,,1.4489E+12,smallest blue guitar,TRUE,TRUE,TRUE,,,,,,,,small_blue_guitar,NA,NA,,,,
6317-a,1.4489E+12,68,colorSizeTrial,sizeOnly2Distr2Same,big_green_jacket,target,2,3,NA,NA,small_green_jacket,distractor,4,4,NA,NA,small_green_jacket,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,largest green hoodie,,1.4489E+12,largest green hoodie,TRUE,TRUE,TRUE,,,,,,,,big_green_jacket,NA,NA,,,,
6317-a,1.4489E+12,69,subSuperTrial,distr22,sunflower,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,ivy,distrClass2,3,3,NA,plant,chive,distrClass2,4,4,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,yellow flower,,1.4489E+12,yellow flower,FALSE,TRUE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
6317-a,1.4489E+12,70,subSuperTrial,distr22,eggplant,target,2,2,vegetable,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sushi,distrClass2,3,3,NA,food,burger,distrClass2,4,4,NA,food,1,1,0,eggplant,,1.4489E+12,eggplant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
6317-a,1.4489E+12,71,subSuperTrial,distr33,lamp,target,3,2,furniture,object,ivy,distrClass3,2,4,NA,plant,ivy,distrClass3,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,lamp,,1.4489E+12,lamp,FALSE,FALSE,TRUE,,,,,,,,lamp,NA,NA,,,,
6317-a,1.4489E+12,72,subSuperTrial,distr22,cottage,target,4,4,house,place,airport,distrClass2,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,hospital,distrClass2,3,2,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,cottage,,1.4489E+12,cottage,FALSE,FALSE,TRUE,,,,,,,,cottage,NA,NA,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092-d,1.4489E+12,1,colorSizeTrial,sizeOnly4Distr3Same,small_purple_hairdryer,target,3,3,NA,NA,big_purple_hairdryer,distractor,2,4,NA,NA,big_purple_hairdryer,distractor,1,1,NA,NA,big_purple_hairdryer,distractor,4,2,NA,NA,big_pink_hairdryer,distractor,5,5,NA,NA,1,1,0,Smallest one,,1.4489E+12,Smallest one,TRUE,FALSE,FALSE,,,,,,TRUE,,small_purple_hairdryer,NA,NA,,,,
4092-d,1.4489E+12,2,subSuperTrial,distr33,tent,target,3,4,house,place,laptop,distrClass3,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,cheese,distrClass3,4,2,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,tent,,1.4489E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
4092-d,1.4489E+12,3,subSuperTrial,distr33,boat,target,4,4,vehicle,object,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,3,NA,plant,1,1,0,boat,,1.4489E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
4092-d,1.4489E+12,4,subSuperTrial,distr33,grapefruit,target,3,2,fruit,food,blackStimulus,NA,1,1,NA,NA,basketball,distrClass3,4,4,NA,object,temple,distrClass3,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,grapefruit,,1.4489E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,,,grapefruit,NA,NA,,,,
4092-d,1.4489E+12,5,colorSizeTrial,sizeOnly4Distr2Same,big_purple_yarn,target,1,2,NA,NA,small_red_yarn,distractor,2,1,NA,NA,small_purple_yarn,distractor,3,4,NA,NA,small_red_yarn,distractor,4,5,NA,NA,small_purple_yarn,distractor,5,3,NA,NA,1,1,0,largest,,1.4489E+12,largest,TRUE,FALSE,FALSE,,,,,,,,big_purple_yarn,NA,NA,,,,
4092-d,1.4489E+12,6,subSuperTrial,distr33,corn,target,4,3,vegetable,food,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass3,3,4,NA,plant,mosque,distrClass3,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,corn,,1.4489E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
