gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
5388-c,1.44899E+12,16,colorSizeTrial,colorOnly4Distr4Same,big_red_yarn,target,2,2,NA,NA,big_purple_yarn,distractor,5,5,NA,NA,big_purple_yarn,distractor,1,1,NA,NA,big_purple_yarn,distractor,4,4,NA,NA,big_purple_yarn,distractor,3,3,NA,NA,1,1,0,red one,,1.44899E+12,red one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_red_yarn,NA,NA,,,,
5388-c,1.44899E+12,17,colorSizeTrial,sizeOnly4Distr3Same,small_yellow_balloon,target,3,5,NA,NA,big_yellow_balloon,distractor,4,4,NA,NA,big_pink_balloon,distractor,2,3,NA,NA,big_yellow_balloon,distractor,5,1,NA,NA,big_yellow_balloon,distractor,1,2,NA,NA,1,1,0,small yellow,,1.44899E+12,small yellow,TRUE,TRUE,FALSE,,,,,,,,small_yellow_balloon,NA,NA,,,,
5388-c,1.44899E+12,18,subSuperTrial,distr23,ambulance,target,3,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass3,2,4,NA,plant,cigar,distrClass2,4,3,NA,object,1,1,0,ambulance,,1.44899E+12,ambulance,FALSE,FALSE,TRUE,,,,,,,,ambulance,NA,NA,,,,
5388-c,1.44899E+12,19,colorSizeTrial,sizeOnly2Distr1Same,small_red_bucket,target,2,3,NA,NA,big_pink_bucket,distractor,4,4,NA,NA,big_red_bucket,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,small red one,,1.44899E+12,small red one,TRUE,TRUE,FALSE,,,,,,TRUE,,small_red_bucket,NA,NA,,,,
5388-c,1.44899E+12,20,subSuperTrial,distr23,pug,target,3,4,dog,animal,sideroadsign,distrClass3,2,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,penguin,distrClass2,4,3,NA,animal,1,1,0,pug,,1.44899E+12,pug,FALSE,FALSE,TRUE,,,,,,,,pug,NA,NA,,,,
5388-c,1.44899E+12,21,subSuperTrial,distr23,rose,target,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass2,4,4,NA,plant,blackStimulus,NA,1,1,NA,NA,smokedetector,distrClass3,3,3,NA,object,2,1,1,rose,that was an adorable pug,1448989033183___1448989033799,rose,FALSE,FALSE,TRUE,,,,,,,,rose,NA,NA,,,,
5388-c,1.44899E+12,22,colorSizeTrial,sizeOnly2Distr1Same,small_pink_weddingcake,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_weddingcake,distractor,2,3,NA,NA,big_white_weddingcake,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,2,2,0,indeeed___small pink cake,,1448989040271___1448989052059,indeeed,TRUE,TRUE,TRUE,,,,,,,,small_pink_weddingcake,NA,NA,,,,
5388-c,1.44899E+12,23,subSuperTrial,distr22,firetruck,target,4,4,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,binoculars,distrClass2,2,3,NA,object,pencil,distrClass2,3,2,NA,object,1,1,0,firetruck,,1.44899E+12,firetruck,FALSE,FALSE,TRUE,,,,,,,,firetruck,NA,NA,,,,
5388-c,1.44899E+12,24,colorSizeTrial,sizeOnly4Distr4Same,big_white_phone,target,5,5,NA,NA,small_white_phone,distractor,2,4,NA,NA,small_white_phone,distractor,3,2,NA,NA,small_white_phone,distractor,1,1,NA,NA,small_white_phone,distractor,4,3,NA,NA,1,1,0,biggest one,,1.44899E+12,biggest one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_white_phone,NA,NA,,,,
5388-c,1.44899E+12,25,subSuperTrial,distr12,swimsuit,target,4,3,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,toilet,distrClass2,2,4,NA,object,gloves,distrClass1,3,2,clothing,object,1,1,0,swimsuit,,1.44899E+12,swimsuit,FALSE,FALSE,TRUE,,,,,,,,swimsuit,NA,NA,,,,
5388-c,1.44899E+12,26,colorSizeTrial,sizeOnly4Distr4Same,small_purple_billiardball,target,1,2,NA,NA,big_purple_billiardball,distractor,2,3,NA,NA,big_purple_billiardball,distractor,3,1,NA,NA,big_purple_billiardball,distractor,4,4,NA,NA,big_purple_billiardball,distractor,5,5,NA,NA,1,1,0,smallest one,,1.44899E+12,smallest one,TRUE,FALSE,FALSE,,,,,,TRUE,,small_purple_billiardball,NA,NA,,,,
5388-c,1.44899E+12,27,subSuperTrial,distr33,germanShepherd,target,3,2,dog,animal,blackStimulus,NA,1,1,NA,NA,basketball,distrClass3,4,4,NA,object,blackStimulus,NA,5,5,NA,NA,fries,distrClass3,2,3,NA,food,1,1,0,german shepard,,1.44899E+12,german shepard,FALSE,FALSE,TRUE,,,,,,,,germanShepherd,NA,NA,,,,
5388-c,1.44899E+12,28,colorSizeTrial,sizeOnly2Distr1Same,big_purple_bike,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_bike,distractor,3,4,NA,NA,small_purple_bike,distractor,2,3,NA,NA,1,1,0,large purple,,1.44899E+12,large purple,TRUE,TRUE,FALSE,,,,,,,,big_purple_bike,NA,NA,,,,
5388-c,1.44899E+12,29,subSuperTrial,distr33,belt2,target,3,3,clothing,object,lion,distrClass3,4,2,NA,animal,hotdog,distrClass3,2,4,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,belt,,1.44899E+12,belt,FALSE,FALSE,TRUE,,,,,,,,belt2,NA,NA,,,,
5388-c,1.44899E+12,30,subSuperTrial,distr33,trailer,target,2,2,house,place,crosswalksign,distrClass3,3,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass3,4,4,NA,plant,1,1,0,trailer,,1.44899E+12,trailer,FALSE,FALSE,TRUE,,,,,,,,trailer,NA,NA,,,,
5388-c,1.44899E+12,31,colorSizeTrial,sizeOnly4Distr4Same,big_purple_rock,target,4,3,NA,NA,small_purple_rock,distractor,1,2,NA,NA,small_purple_rock,distractor,3,4,NA,NA,small_purple_rock,distractor,5,5,NA,NA,small_purple_rock,distractor,2,1,NA,NA,1,1,0,largest one,,1.44899E+12,largest one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_purple_rock,NA,NA,,,,
5388-c,1.44899E+12,32,colorSizeTrial,colorOnly2Distr1Same,small_blue_rug,target,4,2,NA,NA,small_purple_rug,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_rug,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,blue one,,1.44899E+12,blue one,FALSE,TRUE,FALSE,,,,,,TRUE,,small_blue_rug,NA,NA,,,,
5388-c,1.44899E+12,33,colorSizeTrial,sizeOnly4Distr1Same,big_blue_golfball,target,1,2,NA,NA,small_pink_golfball,distractor,4,3,NA,NA,small_pink_golfball,distractor,5,5,NA,NA,small_pink_golfball,distractor,3,1,NA,NA,small_blue_golfball,distractor,2,4,NA,NA,1,1,0,largest blue,,1.44899E+12,largest blue,TRUE,TRUE,FALSE,,,,,,,,big_blue_golfball,NA,NA,,,,
5388-c,1.44899E+12,34,colorSizeTrial,sizeOnly4Distr2Same,small_blue_comb,target,4,5,NA,NA,big_blue_comb,distractor,1,3,NA,NA,big_blue_comb,distractor,5,1,NA,NA,big_black_comb,distractor,3,4,NA,NA,big_black_comb,distractor,2,2,NA,NA,1,1,0,smallest black,,1.44899E+12,smallest black,TRUE,TRUE,FALSE,,,,,,,,small_blue_comb,NA,NA,,,,
5388-c,1.44899E+12,35,subSuperTrial,distr22,carrot,target,4,4,vegetable,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,muffin,distrClass2,2,3,NA,food,cheese,distrClass2,3,2,NA,food,3,2,1,good job I sorta messed that one___carrot,haha no biggie :),1448989193762___1448989198448___1448989202162,good job I sorta messed that one,FALSE,FALSE,TRUE,,,,,,,,carrot,NA,NA,,,,
5388-c,1.44899E+12,36,colorSizeTrial,colorOnly4Distr4Same,big_purple_ornament,target,4,5,NA,NA,big_blue_ornament,distractor,5,2,NA,NA,big_blue_ornament,distractor,2,3,NA,NA,big_blue_ornament,distractor,1,1,NA,NA,big_blue_ornament,distractor,3,4,NA,NA,1,1,0,purple one,,1.44899E+12,purple one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_purple_ornament,NA,NA,,,,
5388-c,1.44899E+12,37,colorSizeTrial,colorOnly2Distr2Same,small_white_teacup,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_teacup,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_pink_teacup,distractor,2,3,NA,NA,1,1,0,white one,,1.44899E+12,white one,FALSE,TRUE,FALSE,,,,,,TRUE,,small_white_teacup,NA,NA,,,,
5388-c,1.44899E+12,38,colorSizeTrial,sizeOnly4Distr1Same,small_red_tack,target,1,5,NA,NA,big_blue_tack,distractor,4,3,NA,NA,big_blue_tack,distractor,2,2,NA,NA,big_red_tack,distractor,3,1,NA,NA,big_blue_tack,distractor,5,4,NA,NA,1,1,0,small red one,,1.44899E+12,small red one,TRUE,TRUE,FALSE,,,,,,TRUE,,small_red_tack,NA,NA,,,,
5388-c,1.44899E+12,39,colorSizeTrial,sizeOnly4Distr3Same,big_pink_framee,target,1,3,NA,NA,small_pink_framee,distractor,4,1,NA,NA,small_green_framee,distractor,3,2,NA,NA,small_pink_framee,distractor,5,4,NA,NA,small_pink_framee,distractor,2,5,NA,NA,1,1,0,large pink,,1.44899E+12,large pink,TRUE,TRUE,FALSE,,,,,,,,big_pink_framee,NA,NA,,,,
5388-c,1.44899E+12,40,subSuperTrial,distr12,banjo,target,2,2,instrument,object,baseballmitt,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,trumpet,distrClass1,3,4,instrument,object,1,1,0,bango,,1.44899E+12,bango,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
5388-c,1.44899E+12,41,colorSizeTrial,sizeOnly2Distr2Same,big_blue_cap,target,3,2,NA,NA,small_blue_cap,distractor,2,4,NA,NA,small_blue_cap,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,2,1,1,big one,lol bango!,1448989258888___1448989260344,big one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_blue_cap,NA,NA,,,,
5388-c,1.44899E+12,42,subSuperTrial,distr12,bra,target,2,2,clothing,object,blackStimulus,NA,1,1,NA,NA,socks,distrClass1,3,3,clothing,object,blackStimulus,NA,5,5,NA,NA,basketball,distrClass2,4,4,NA,object,1,1,0,bra,,1.44899E+12,bra,FALSE,FALSE,TRUE,,,,,,,,bra,NA,NA,,,,
5388-c,1.44899E+12,43,subSuperTrial,distr12,sunflower,target,4,3,flower,plant,grasses,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,daffodil,distrClass1,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,6,4,2,daisy___I think.~~~~~~___sunflower___sorry,uh wait a daisy is a sun flower right___no biggie,,,,,TRUE,,,,,,,,,,,,,,
5388-c,1.44899E+12,44,subSuperTrial,distr33,boat,target,3,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,2,NA,plant,1,1,0,boat,,1.44899E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
5388-c,1.44899E+12,45,colorSizeTrial,sizeOnly4Distr1Same,big_orange_napkin,target,1,2,NA,NA,small_orange_napkin,distractor,5,1,NA,NA,small_yellow_napkin,distractor,2,4,NA,NA,small_yellow_napkin,distractor,4,3,NA,NA,small_yellow_napkin,distractor,3,5,NA,NA,1,1,0,large orange,,1.44899E+12,large orange,TRUE,TRUE,FALSE,,,,,,,,big_orange_napkin,NA,NA,,,,
5388-c,1.44899E+12,46,subSuperTrial,distr12,bathrobe,target,2,3,clothing,object,dress,distrClass1,4,4,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,football,distrClass2,3,2,NA,object,1,1,0,robe,,1.44899E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
5388-c,1.44899E+12,47,subSuperTrial,distr33,husky,target,4,2,dog,animal,pancake,distrClass3,3,3,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,baseball,distrClass3,2,4,NA,object,1,1,0,dog,,1.44899E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
5388-c,1.44899E+12,48,colorSizeTrial,colorOnly4Distr2Same,small_brown_jacket,target,2,3,NA,NA,small_green_jacket,distractor,5,5,NA,NA,big_green_jacket,distractor,1,2,NA,NA,big_green_jacket,distractor,3,4,NA,NA,small_green_jacket,distractor,4,1,NA,NA,1,1,0,brown one,,1.44899E+12,brown one,FALSE,TRUE,FALSE,,,,,,TRUE,,small_brown_jacket,NA,NA,,,,
5388-c,1.44899E+12,49,subSuperTrial,distr33,bike2,target,4,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,sandwich,distrClass3,2,2,NA,food,blackStimulus,NA,5,5,NA,NA,ketchup,distrClass3,3,4,NA,food,1,1,0,bike,,1.44899E+12,bike,FALSE,FALSE,TRUE,,,,,,,,bike2,NA,NA,,,,
5388-c,1.44899E+12,50,colorSizeTrial,sizeOnly2Distr2Same,small_red_pepper,target,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_pepper,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_red_pepper,distractor,4,4,NA,NA,1,1,0,small pepper,,1.44899E+12,small pepper,TRUE,FALSE,TRUE,,,,,,,,small_red_pepper,NA,NA,,,,
5388-c,1.44899E+12,51,subSuperTrial,distr23,dalmatian,target,3,2,dog,animal,rhino,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,toilet,distrClass3,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,1,1,0,dog,,1.44899E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
5388-c,1.44899E+12,52,colorSizeTrial,colorOnly4Distr1Same,small_green_bracelet,target,1,2,NA,NA,small_purple_bracelet,distractor,4,1,NA,NA,big_purple_bracelet,distractor,2,3,NA,NA,big_purple_bracelet,distractor,5,4,NA,NA,big_purple_bracelet,distractor,3,5,NA,NA,1,1,0,green,,1.44899E+12,green,FALSE,TRUE,FALSE,,,,,,,,small_green_bracelet,NA,NA,,,,
5388-c,1.44899E+12,53,subSuperTrial,distr22,eggplant,target,4,3,vegetable,food,chocolate,distrClass2,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,bread,distrClass2,3,4,NA,food,blackStimulus,NA,5,5,NA,NA,1,1,0,egg plant,,1.44899E+12,egg plant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
5388-c,1.44899E+12,54,subSuperTrial,distr22,bed,target,2,2,furniture,object,trafficcone,distrClass2,4,4,NA,object,smokedetector,distrClass2,3,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,bed,,1.44899E+12,bed,FALSE,FALSE,TRUE,,,,,,,,bed,NA,NA,,,,
5388-c,1.44899E+12,55,colorSizeTrial,sizeOnly4Distr1Same,big_red_chair,target,1,3,NA,NA,small_red_chair,distractor,3,4,NA,NA,small_green_chair,distractor,5,1,NA,NA,small_green_chair,distractor,4,5,NA,NA,small_green_chair,distractor,2,2,NA,NA,1,1,0,big orange/red,,1.44899E+12,big orange/red,TRUE,TRUE,FALSE,,,,,,,,big_red_chair,NA,NA,,,,
5388-c,1.44899E+12,56,subSuperTrial,distr22,mushroom,target,2,2,vegetable,food,blackStimulus,NA,5,5,NA,NA,rice,distrClass2,3,4,NA,food,ketchup,distrClass2,4,3,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,mushroom,,1.44899E+12,mushroom,FALSE,FALSE,TRUE,,,,,,,,mushroom,NA,NA,,,,
5388-c,1.44899E+12,57,colorSizeTrial,colorOnly2Distr1Same,small_pink_hairdryer,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_hairdryer,distractor,4,2,NA,NA,big_purple_hairdryer,distractor,3,4,NA,NA,1,1,0,small pinkish one,,1.44899E+12,small pinkish one,TRUE,TRUE,FALSE,,,,,,TRUE,,small_pink_hairdryer,NA,NA,,,,
5388-c,1.44899E+12,58,subSuperTrial,distr23,corn,target,4,4,vegetable,food,blackStimulus,NA,1,1,NA,NA,baseballmitt,distrClass3,2,2,NA,object,blackStimulus,NA,5,5,NA,NA,sushi,distrClass2,3,3,NA,food,1,1,0,corn,,1.44899E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
5388-c,1.44899E+12,59,subSuperTrial,distr12,igloo,target,4,2,house,place,mosque,distrClass2,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rv,distrClass1,3,4,house,place,1,1,0,igloo,,1.44899E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
5388-c,1.44899E+12,60,subSuperTrial,distr22,kiwi,target,4,4,fruit,food,hotdog,distrClass2,2,3,NA,food,blackStimulus,NA,1,1,NA,NA,sandwich,distrClass2,3,2,NA,food,blackStimulus,NA,5,5,NA,NA,4,3,1,the green thing___sorry don't remember what they are called___yes,kiwi :),1448989449225___1448989454434___1448989457178___1448989458132,the green thing,FALSE,TRUE,FALSE,,,,,,TRUE,TRUE,kiwi,NA,NA,,,,
5388-c,1.44899E+12,61,subSuperTrial,distr23,cottage,target,4,4,house,place,blackStimulus,NA,5,5,NA,NA,temple,distrClass2,3,3,NA,place,laptop,distrClass3,2,2,NA,object,blackStimulus,NA,1,1,NA,NA,2,1,1,lighted house,stupid fruits! hah,1448989462391___1448989466349,lighted house,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,cottage,NA,NA,,,,
5388-c,1.44899E+12,62,colorSizeTrial,sizeOnly4Distr2Same,big_blue_butterfly,target,2,4,NA,NA,small_blue_butterfly,distractor,3,1,NA,NA,small_purple_butterfly,distractor,4,2,NA,NA,small_purple_butterfly,distractor,5,3,NA,NA,small_blue_butterfly,distractor,1,5,NA,NA,1,1,0,big blue,,1.44899E+12,big blue,TRUE,TRUE,FALSE,,,,,,,,big_blue_butterfly,NA,NA,,,,
5388-c,1.44899E+12,63,colorSizeTrial,colorOnly4Distr3Same,big_orange_coathanger,target,5,4,NA,NA,small_purple_coathanger,distractor,1,2,NA,NA,big_purple_coathanger,distractor,4,3,NA,NA,big_purple_coathanger,distractor,2,1,NA,NA,big_purple_coathanger,distractor,3,5,NA,NA,1,1,0,yellow one,,1.44899E+12,yellow one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_orange_coathanger,NA,NA,,,,
5388-c,1.44899E+12,64,colorSizeTrial,sizeOnly4Distr4Same,big_orange_cushion,target,1,1,NA,NA,small_orange_cushion,distractor,3,5,NA,NA,small_orange_cushion,distractor,4,2,NA,NA,small_orange_cushion,distractor,2,3,NA,NA,small_orange_cushion,distractor,5,4,NA,NA,1,1,0,big one,,1.44899E+12,big one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_orange_cushion,NA,NA,,,,
5388-c,1.44899E+12,65,subSuperTrial,distr23,tent,target,2,4,house,place,garbagecan,distrClass3,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,airport,distrClass2,3,2,NA,place,1,1,0,tent,,1.44899E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
5388-c,1.44899E+12,66,subSuperTrial,distr33,lamp,target,3,3,furniture,object,airport,distrClass3,4,2,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,fir,distrClass3,2,4,NA,plant,1,1,0,lamp,,1.44899E+12,lamp,FALSE,FALSE,TRUE,,,,,,,,lamp,NA,NA,,,,
5388-c,1.44899E+12,67,colorSizeTrial,sizeOnly4Distr3Same,small_blue_book,target,2,2,NA,NA,big_blue_book,distractor,4,3,NA,NA,big_blue_book,distractor,5,5,NA,NA,big_blue_book,distractor,3,4,NA,NA,big_black_book,distractor,1,1,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_blue_book,NA,NA,,,,
5388-c,1.44899E+12,68,subSuperTrial,distr12,lime,target,2,2,fruit,food,blackStimulus,NA,5,5,NA,NA,banana,distrClass1,3,3,fruit,food,blackStimulus,NA,1,1,NA,NA,pizza,distrClass2,4,4,NA,food,1,1,0,lime,,1.44899E+12,lime,FALSE,FALSE,TRUE,,,,,,,,lime,NA,NA,,,,
5388-c,1.44899E+12,69,colorSizeTrial,colorOnly4Distr2Same,big_black_belt,target,5,4,NA,NA,big_brown_belt,distractor,3,3,NA,NA,small_brown_belt,distractor,1,2,NA,NA,small_brown_belt,distractor,2,5,NA,NA,big_brown_belt,distractor,4,1,NA,NA,1,1,0,black one,,1.44899E+12,black one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_black_belt,NA,NA,,,,
5388-c,1.44899E+12,70,subSuperTrial,distr22,bookcase,target,2,3,furniture,object,tooth,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,sideroadsign,distrClass2,3,4,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,book case,,1.44899E+12,book case,FALSE,FALSE,TRUE,,,,,,,,bookcase,NA,NA,,,,
5388-c,1.44899E+12,71,subSuperTrial,distr22,tulip,target,3,3,flower,plant,pottedPlant,distrClass2,2,4,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,cherryTree,distrClass2,4,2,NA,plant,2,1,1,last one! red flower,nice work partner :) well done!,1448989540174___1448989548224,last one! red flower,FALSE,TRUE,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
5388-c,1.44899E+12,72,colorSizeTrial,colorOnly4Distr3Same,big_red_candle,target,2,2,NA,NA,big_blue_candle,distractor,5,1,NA,NA,big_blue_candle,distractor,3,3,NA,NA,small_blue_candle,distractor,1,4,NA,NA,big_blue_candle,distractor,4,5,NA,NA,1,1,0,red,,1.44899E+12,red,FALSE,TRUE,FALSE,,,,,,,,big_red_candle,NA,NA,,,,
2751-3,1.44899E+12,1,colorSizeTrial,sizeOnly4Distr3Same,big_orange_napkin,target,4,5,NA,NA,small_orange_napkin,distractor,1,2,NA,NA,small_orange_napkin,distractor,5,3,NA,NA,small_orange_napkin,distractor,3,1,NA,NA,small_yellow_napkin,distractor,2,4,NA,NA,1,1,0,the largest orange napkin,,1.44899E+12,the largest orange napkin,TRUE,TRUE,TRUE,,,,,,,TRUE,big_orange_napkin,NA,NA,,,,
2751-3,1.44899E+12,2,subSuperTrial,distr23,wardrobe,target,4,2,furniture,object,washingmachine,distrClass2,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,clothing storage,,1.44899E+12,clothing storage,FALSE,FALSE,FALSE,,TRUE,,,,,,wardrobe,NA,NA,,,,
2751-3,1.44899E+12,3,colorSizeTrial,sizeOnly2Distr2Same,big_red_bucket,target,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_bucket,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_bucket,distractor,3,2,NA,NA,1,1,0,largest bucket,,1.44899E+12,largest bucket,TRUE,FALSE,TRUE,,,,,,,,big_red_bucket,NA,NA,,,,
2751-3,1.44899E+12,4,subSuperTrial,distr33,ambulance,target,2,2,vehicle,object,blackStimulus,NA,5,5,NA,NA,rhino,distrClass3,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass3,3,4,NA,animal,1,1,0,ambulance,,1.44899E+12,ambulance,FALSE,FALSE,TRUE,,,,,,,,ambulance,NA,NA,,,,
2751-3,1.44899E+12,5,colorSizeTrial,sizeOnly2Distr2Same,small_blue_golfball,target,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_golfball,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_blue_golfball,distractor,4,4,NA,NA,1,1,0,smallest golf ball,,1.44899E+12,smallest golf ball,TRUE,FALSE,TRUE,,,,,,,,small_blue_golfball,NA,NA,,,,
2751-3,1.44899E+12,6,subSuperTrial,distr23,clarinet,target,2,4,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rice,distrClass3,4,2,NA,food,firehydrant,distrClass2,3,3,NA,object,1,1,0,clarinet,,1.44899E+12,clarinet,FALSE,FALSE,TRUE,,,,,,,,clarinet,NA,NA,,,,
2751-3,1.44899E+12,7,subSuperTrial,distr12,piano,target,2,2,instrument,object,violin,distrClass1,4,4,instrument,object,tennisball,distrClass2,3,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,piano,,1.44899E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
2751-3,1.44899E+12,8,subSuperTrial,distr22,boat,target,3,2,vehicle,object,backpack,distrClass2,4,3,NA,object,tooth,distrClass2,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,boat,,1.44899E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
2751-3,1.44899E+12,9,colorSizeTrial,colorOnly2Distr1Same,small_red_flower,target,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_flower,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_flower,distractor,2,3,NA,NA,1,1,0,red flower,,1.44899E+12,red flower,FALSE,TRUE,TRUE,,,,,,,,small_red_flower,NA,NA,,,,
2751-3,1.44899E+12,10,subSuperTrial,distr22,bra,target,2,2,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,walkietalkie,distrClass2,4,4,NA,object,tv,distrClass2,3,3,NA,object,1,1,0,bra,,1.44899E+12,bra,FALSE,FALSE,TRUE,,,,,,,,bra,NA,NA,,,,
