gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
9807-d,1.44899E+12,37,colorSizeTrial,colorOnly4Distr3Same,small_red_yarn,target,2,3,NA,NA,small_purple_yarn,distractor,5,2,NA,NA,small_purple_yarn,distractor,1,1,NA,NA,small_purple_yarn,distractor,4,4,NA,NA,big_purple_yarn,distractor,3,5,NA,NA,1,1,0,red,,1.44899E+12,red,FALSE,TRUE,FALSE,,,,,,,,small_red_yarn,NA,NA,,,,
9807-d,1.44899E+12,38,colorSizeTrial,sizeOnly4Distr2Same,small_white_teacup,target,5,2,NA,NA,big_white_teacup,distractor,4,3,NA,NA,big_pink_teacup,distractor,3,5,NA,NA,big_pink_teacup,distractor,2,1,NA,NA,big_white_teacup,distractor,1,4,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_white_teacup,NA,NA,,,,
9807-d,1.44899E+12,39,colorSizeTrial,sizeOnly2Distr1Same,small_red_pepper,target,3,4,NA,NA,big_red_pepper,distractor,4,2,NA,NA,big_green_pepper,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_red_pepper,NA,NA,,,,
9807-d,1.44899E+12,40,colorSizeTrial,sizeOnly4Distr2Same,small_purple_coathanger,target,4,5,NA,NA,big_orange_coathanger,distractor,3,4,NA,NA,big_orange_coathanger,distractor,2,1,NA,NA,big_purple_coathanger,distractor,1,2,NA,NA,big_purple_coathanger,distractor,5,3,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_purple_coathanger,NA,NA,,,,
9807-d,1.44899E+12,41,subSuperTrial,distr22,saxophone,target,3,4,instrument,object,mailbox,distrClass2,4,3,NA,object,rubberduck,distrClass2,2,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,instrument,,1.44899E+12,instrument,FALSE,FALSE,FALSE,,TRUE,,,,,,saxophone,NA,NA,,,,
9807-d,1.44899E+12,42,colorSizeTrial,sizeOnly4Distr4Same,big_blue_guitar,target,5,3,NA,NA,small_blue_guitar,distractor,1,5,NA,NA,small_blue_guitar,distractor,4,4,NA,NA,small_blue_guitar,distractor,2,1,NA,NA,small_blue_guitar,distractor,3,2,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_blue_guitar,NA,NA,,,,
9807-d,1.44899E+12,43,subSuperTrial,distr33,mushroom,target,2,4,vegetable,food,football,distrClass3,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,teddybear,distrClass3,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,mushroom,,1.44899E+12,mushroom,FALSE,FALSE,TRUE,,,,,,,,mushroom,NA,NA,,,,
9807-d,1.44899E+12,44,subSuperTrial,distr12,igloo,target,4,3,house,place,teepee,distrClass1,3,4,house,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firestation,distrClass2,2,2,NA,place,1,1,0,igloo,,1.44899E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
9807-d,1.44899E+12,45,colorSizeTrial,colorOnly4Distr3Same,small_green_rock,target,5,5,NA,NA,small_purple_rock,distractor,2,2,NA,NA,big_purple_rock,distractor,4,3,NA,NA,small_purple_rock,distractor,3,1,NA,NA,small_purple_rock,distractor,1,4,NA,NA,1,1,0,green,,1.44899E+12,green,FALSE,TRUE,FALSE,,,,,,,,small_green_rock,NA,NA,,,,
9807-d,1.44899E+12,46,colorSizeTrial,sizeOnly4Distr3Same,big_purple_butterfly,target,4,4,NA,NA,small_blue_butterfly,distractor,3,1,NA,NA,small_purple_butterfly,distractor,2,5,NA,NA,small_purple_butterfly,distractor,1,2,NA,NA,small_purple_butterfly,distractor,5,3,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_butterfly,NA,NA,,,,
9807-d,1.44899E+12,47,colorSizeTrial,sizeOnly2Distr1Same,big_white_shoe,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_yellow_shoe,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_shoe,distractor,2,2,NA,NA,1,1,0,big,,1.44899E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_white_shoe,NA,NA,,,,
9807-d,1.44899E+12,48,subSuperTrial,distr33,bathrobe,target,4,2,clothing,object,sushi,distrClass3,3,4,NA,food,blackStimulus,NA,1,1,NA,NA,flamingo,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,robe,,1.44899E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
9807-d,1.44899E+12,49,colorSizeTrial,sizeOnly4Distr4Same,small_white_weddingcake,target,5,5,NA,NA,big_white_weddingcake,distractor,4,4,NA,NA,big_white_weddingcake,distractor,2,1,NA,NA,big_white_weddingcake,distractor,1,3,NA,NA,big_white_weddingcake,distractor,3,2,NA,NA,1,1,0,small,,1.44899E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_white_weddingcake,NA,NA,,,,
9807-d,1.44899E+12,50,colorSizeTrial,colorOnly2Distr1Same,small_orange_cap,target,3,4,NA,NA,small_blue_cap,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_cap,distractor,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,orange,,1.44899E+12,orange,FALSE,TRUE,FALSE,,,,,,,,small_orange_cap,NA,NA,,,,
9807-d,1.44899E+12,51,colorSizeTrial,colorOnly4Distr2Same,small_brown_belt,target,4,2,NA,NA,small_black_belt,distractor,5,3,NA,NA,small_black_belt,distractor,2,5,NA,NA,big_black_belt,distractor,1,1,NA,NA,big_black_belt,distractor,3,4,NA,NA,1,1,0,brown,,1.44899E+12,brown,FALSE,TRUE,FALSE,,,,,,,,small_brown_belt,NA,NA,,,,
9807-d,1.44899E+12,52,subSuperTrial,distr12,corn,target,2,4,vegetable,food,chocolate,distrClass2,4,3,NA,food,blackStimulus,NA,1,1,NA,NA,pumpkin,distrClass1,3,2,vegetable,food,blackStimulus,NA,5,5,NA,NA,1,1,0,corn,,1.44899E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
9807-d,1.44899E+12,53,subSuperTrial,distr23,grapefruit,target,4,2,fruit,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,horse,distrClass3,2,3,NA,animal,cheese,distrClass2,3,4,NA,food,1,1,0,fruit,,1.44899E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,,,grapefruit,NA,NA,,,,
9807-d,1.44899E+12,54,subSuperTrial,distr22,tent,target,4,3,house,place,church,distrClass2,3,4,NA,place,blackStimulus,NA,5,5,NA,NA,hospital,distrClass2,2,2,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,tent,,1.44899E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
9807-d,1.44899E+12,55,subSuperTrial,distr12,tulip,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass2,2,2,NA,plant,hibiscus,distrClass1,4,4,flower,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,tulip,,1.44899E+12,tulip,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
9807-d,1.44899E+12,56,colorSizeTrial,sizeOnly2Distr1Same,small_blue_book,target,4,4,NA,NA,big_black_book,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_book,distractor,3,3,NA,NA,1,1,0,small,,1.44899E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_blue_book,NA,NA,,,,
9807-d,1.44899E+12,57,colorSizeTrial,colorOnly4Distr2Same,small_pink_golfball,target,1,2,NA,NA,big_blue_golfball,distractor,5,4,NA,NA,small_blue_golfball,distractor,4,1,NA,NA,small_blue_golfball,distractor,3,5,NA,NA,big_blue_golfball,distractor,2,3,NA,NA,1,1,0,pink,,1.44899E+12,pink,FALSE,TRUE,FALSE,,,,,,,,small_pink_golfball,NA,NA,,,,
9807-d,1.44899E+12,58,colorSizeTrial,sizeOnly4Distr1Same,big_blue_tack,target,1,2,NA,NA,small_red_tack,distractor,2,1,NA,NA,small_red_tack,distractor,4,3,NA,NA,small_blue_tack,distractor,3,5,NA,NA,small_red_tack,distractor,5,4,NA,NA,1,1,0,big,,1.44899E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_blue_tack,NA,NA,,,,
9807-d,1.44899E+12,59,colorSizeTrial,sizeOnly2Distr2Same,small_purple_bike,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bike,distractor,4,4,NA,NA,big_purple_bike,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,small,,1.44899E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_purple_bike,NA,NA,,,,
9807-d,1.44899E+12,60,subSuperTrial,distr22,dalmatian,target,3,2,dog,animal,flamingo,distrClass2,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,rhino,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,dog,,1.44899E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
9807-d,1.44899E+12,61,colorSizeTrial,colorOnly4Distr1Same,big_green_jacket,target,4,2,NA,NA,big_brown_jacket,distractor,3,3,NA,NA,small_brown_jacket,distractor,2,5,NA,NA,small_brown_jacket,distractor,5,4,NA,NA,small_brown_jacket,distractor,1,1,NA,NA,1,1,0,green,,1.44899E+12,green,FALSE,TRUE,FALSE,,,,,,,,big_green_jacket,NA,NA,,,,
9807-d,1.44899E+12,62,colorSizeTrial,sizeOnly4Distr3Same,small_purple_rug,target,4,1,NA,NA,big_purple_rug,distractor,1,3,NA,NA,big_purple_rug,distractor,5,2,NA,NA,big_purple_rug,distractor,3,4,NA,NA,big_blue_rug,distractor,2,5,NA,NA,1,1,0,small,,1.44899E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_purple_rug,NA,NA,,,,
9807-d,1.44899E+12,63,colorSizeTrial,colorOnly2Distr2Same,small_pink_bucket,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_bucket,distractor,3,3,NA,NA,small_red_bucket,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,pink,,1.44899E+12,pink,FALSE,TRUE,FALSE,,,,,,,,small_pink_bucket,NA,NA,,,,
9807-d,1.44899E+12,64,subSuperTrial,distr12,kiwi,target,3,2,fruit,food,blackStimulus,NA,5,5,NA,NA,sushi,distrClass2,2,3,NA,food,blackStimulus,NA,1,1,NA,NA,peach,distrClass1,4,4,fruit,food,1,1,0,kiwi,,1.44899E+12,kiwi,FALSE,FALSE,TRUE,,,,,,,,kiwi,NA,NA,,,,
9807-d,1.44899E+12,65,subSuperTrial,distr33,cottage,target,3,3,house,place,iguana,distrClass3,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,tv,distrClass3,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,1,1,0,house,,1.44899E+12,house,FALSE,FALSE,FALSE,,TRUE,,,,,,cottage,NA,NA,,,,
9807-d,1.44899E+12,66,subSuperTrial,distr22,trailer,target,2,2,house,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,museum,distrClass2,4,3,NA,place,postoffice,distrClass2,3,4,NA,place,1,1,0,trailer,,1.44899E+12,trailer,FALSE,FALSE,TRUE,,,,,,,,trailer,NA,NA,,,,
9807-d,1.44899E+12,67,colorSizeTrial,sizeOnly4Distr1Same,small_green_framee,target,1,4,NA,NA,big_pink_framee,distractor,4,2,NA,NA,big_pink_framee,distractor,3,3,NA,NA,big_pink_framee,distractor,2,5,NA,NA,big_green_framee,distractor,5,1,NA,NA,1,1,0,small,,1.44899E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_green_framee,NA,NA,,,,
9807-d,1.44899E+12,68,colorSizeTrial,sizeOnly4Distr2Same,big_purple_bracelet,target,5,5,NA,NA,small_purple_bracelet,distractor,1,2,NA,NA,small_purple_bracelet,distractor,3,1,NA,NA,small_green_bracelet,distractor,4,3,NA,NA,small_green_bracelet,distractor,2,4,NA,NA,1,1,0,big,,1.44899E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_purple_bracelet,NA,NA,,,,
9807-d,1.44899E+12,69,subSuperTrial,distr23,lamp,target,4,2,furniture,object,postoffice,distrClass3,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,tire,distrClass2,3,4,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,lamp,,1.44899E+12,lamp,FALSE,FALSE,TRUE,,,,,,,,lamp,NA,NA,,,,
9807-d,1.44899E+12,70,subSuperTrial,distr33,banjo,target,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,postoffice,distrClass3,4,3,NA,place,blackStimulus,NA,1,1,NA,NA,fries,distrClass3,2,4,NA,food,1,1,0,banjo,,1.44899E+12,banjo,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
9807-d,1.44899E+12,71,colorSizeTrial,sizeOnly4Distr4Same,big_red_stapler,target,5,5,NA,NA,small_red_stapler,distractor,2,1,NA,NA,small_red_stapler,distractor,4,4,NA,NA,small_red_stapler,distractor,3,2,NA,NA,small_red_stapler,distractor,1,3,NA,NA,1,1,0,big,,1.44899E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_red_stapler,NA,NA,,,,
9807-d,1.44899E+12,72,subSuperTrial,distr12,bookcase,target,4,3,furniture,object,camera,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,armchair,distrClass1,2,4,furniture,object,1,1,0,books,,1.44899E+12,books,FALSE,FALSE,FALSE,TRUE,,,,TRUE,,,bookcase,NA,NA,,,,
2728-8,1.44899E+12,1,colorSizeTrial,sizeOnly4Distr1Same,big_black_comb,target,5,1,NA,NA,small_blue_comb,distractor,3,4,NA,NA,small_black_comb,distractor,4,2,NA,NA,small_blue_comb,distractor,2,5,NA,NA,small_blue_comb,distractor,1,3,NA,NA,1,1,0,largest comb that's black,,1.44899E+12,largest comb that's black,TRUE,TRUE,TRUE,,,,,,,,big_black_comb,NA,NA,,,,
2728-8,1.44899E+12,2,subSuperTrial,distr33,pineapple,target,2,2,fruit,food,walkietalkie,distrClass3,4,4,NA,object,hospital,distrClass3,3,3,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,pineapple,,1.44899E+12,pineapple,FALSE,FALSE,TRUE,,,,,,,,pineapple,NA,NA,,,,
2728-8,1.44899E+12,3,subSuperTrial,distr33,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,penguin,distrClass3,2,2,NA,animal,rhino,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,rose,,1.44899E+12,rose,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
2728-8,1.44899E+12,4,subSuperTrial,distr12,sunflower,target,4,2,flower,plant,ivy,distrClass2,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,3,3,flower,plant,1,1,0,sunflower,,1.44899E+12,sunflower,FALSE,FALSE,TRUE,,,,,,,,sunflower,NA,NA,,,,
2728-8,1.44899E+12,5,subSuperTrial,distr12,igloo,target,3,3,house,place,blackStimulus,NA,5,5,NA,NA,firestation,distrClass2,2,2,NA,place,castle,distrClass1,4,4,house,place,blackStimulus,NA,1,1,NA,NA,1,1,0,igloo,,1.44899E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
2728-8,1.44899E+12,6,subSuperTrial,distr12,germanShepherd,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,collie,distrClass1,2,3,dog,animal,1,1,0,german shepard,,1.44899E+12,german shepard,FALSE,FALSE,TRUE,,,,,,,,germanShepherd,NA,NA,,,,
2728-8,1.44899E+12,7,subSuperTrial,distr33,kiwi,target,4,2,fruit,food,church,distrClass3,3,3,NA,place,baseballmitt,distrClass3,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,kiwi,,1.44899E+12,kiwi,FALSE,FALSE,TRUE,,,,,,,,kiwi,NA,NA,,,,
2728-8,1.44899E+12,8,colorSizeTrial,sizeOnly4Distr3Same,small_blue_rug,target,4,1,NA,NA,big_blue_rug,distractor,5,2,NA,NA,big_blue_rug,distractor,1,3,NA,NA,big_blue_rug,distractor,2,5,NA,NA,big_purple_rug,distractor,3,4,NA,NA,1,1,0,smallest blue rug,,1.44899E+12,smallest blue rug,TRUE,TRUE,TRUE,,,,,,,,small_blue_rug,NA,NA,,,,
2728-8,1.44899E+12,9,subSuperTrial,distr23,bed,target,4,4,furniture,object,blackStimulus,NA,5,5,NA,NA,penguin,distrClass3,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA,baseball,distrClass2,2,3,NA,object,1,1,0,bed,,1.44899E+12,bed,FALSE,FALSE,TRUE,,,,,,,,bed,NA,NA,,,,
2728-8,1.44899E+12,10,colorSizeTrial,colorOnly4Distr1Same,big_red_pepper,target,5,5,NA,NA,small_green_pepper,distractor,2,2,NA,NA,small_green_pepper,distractor,4,4,NA,NA,big_green_pepper,distractor,1,3,NA,NA,small_green_pepper,distractor,3,1,NA,NA,1,1,0,red pepper,,1.44899E+12,red pepper,FALSE,TRUE,TRUE,,,,,,,,big_red_pepper,NA,NA,,,,
2728-8,1.44899E+12,11,colorSizeTrial,colorOnly4Distr2Same,small_pink_golfball,target,3,3,NA,NA,big_blue_golfball,distractor,4,2,NA,NA,small_blue_golfball,distractor,1,5,NA,NA,small_blue_golfball,distractor,5,1,NA,NA,big_blue_golfball,distractor,2,4,NA,NA,1,1,0,pink ball,,1.44899E+12,pink ball,FALSE,TRUE,TRUE,,,,,,,,small_pink_golfball,NA,NA,,,,
2728-8,1.44899E+12,12,colorSizeTrial,sizeOnly2Distr1Same,big_white_phone,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_pink_phone,distractor,3,3,NA,NA,small_white_phone,distractor,4,2,NA,NA,1,1,0,big white phone,,1.44899E+12,big white phone,TRUE,TRUE,TRUE,,,,,,,,big_white_phone,NA,NA,,,,
2728-8,1.44899E+12,13,colorSizeTrial,sizeOnly2Distr2Same,small_white_shoe,target,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_shoe,distractor,2,2,NA,NA,big_white_shoe,distractor,4,3,NA,NA,1,1,0,small shoe,,1.44899E+12,small shoe,TRUE,FALSE,TRUE,,,,,,,,small_white_shoe,NA,NA,,,,
2728-8,1.44899E+12,14,colorSizeTrial,sizeOnly4Distr2Same,big_blue_cushion,target,1,3,NA,NA,small_orange_cushion,distractor,5,1,NA,NA,small_orange_cushion,distractor,4,5,NA,NA,small_blue_cushion,distractor,2,2,NA,NA,small_blue_cushion,distractor,3,4,NA,NA,2,2,0,big blue pillo___w,,1448989600788___1448989601843,big blue pillo,TRUE,TRUE,TRUE,,,,,,,,big_blue_cushion,NA,NA,,,,
2728-8,1.44899E+12,15,colorSizeTrial,sizeOnly4Distr4Same,small_green_framee,target,1,2,NA,NA,big_green_framee,distractor,5,1,NA,NA,big_green_framee,distractor,3,3,NA,NA,big_green_framee,distractor,4,5,NA,NA,big_green_framee,distractor,2,4,NA,NA,2,2,0,smallest fram___e,,1448989608292___1448989609154,smallest fram,TRUE,FALSE,TRUE,,,,,,,,small_green_framee,NA,NA,,,,
2728-8,1.44899E+12,16,colorSizeTrial,sizeOnly4Distr4Same,big_blue_binder,target,5,5,NA,NA,small_blue_binder,distractor,2,3,NA,NA,small_blue_binder,distractor,4,1,NA,NA,small_blue_binder,distractor,3,4,NA,NA,small_blue_binder,distractor,1,2,NA,NA,1,1,0,largest ,,1.44899E+12,largest ,TRUE,FALSE,FALSE,,,,,,,,big_blue_binder,NA,NA,,,,
2728-8,1.44899E+12,17,colorSizeTrial,sizeOnly2Distr1Same,small_purple_hairdryer,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_hairdryer,distractor,3,3,NA,NA,big_pink_hairdryer,distractor,4,4,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_purple_hairdryer,NA,NA,,,,
2728-8,1.44899E+12,18,subSuperTrial,distr22,banjo,target,3,2,instrument,object,binoculars,distrClass2,4,4,NA,object,blackStimulus,NA,1,1,NA,NA,garbagecan,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,1,1,0,banjo,,1.44899E+12,banjo,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
2728-8,1.44899E+12,19,colorSizeTrial,sizeOnly4Distr4Same,big_green_chair,target,1,5,NA,NA,small_green_chair,distractor,2,4,NA,NA,small_green_chair,distractor,3,3,NA,NA,small_green_chair,distractor,5,2,NA,NA,small_green_chair,distractor,4,1,NA,NA,1,1,0,largest chair,,1.44899E+12,largest chair,TRUE,FALSE,TRUE,,,,,,,,big_green_chair,NA,NA,,,,
2728-8,1.44899E+12,20,subSuperTrial,distr22,firetruck,target,4,4,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,eraser,distrClass2,3,2,NA,object,football,distrClass2,2,3,NA,object,1,1,0,truck,,1.44899E+12,truck,FALSE,FALSE,TRUE,,,,,TRUE,,,firetruck,NA,NA,,,,
2728-8,1.44899E+12,21,subSuperTrial,distr33,wardrobe,target,4,3,furniture,object,blackStimulus,NA,1,1,NA,NA,penguin,distrClass3,2,4,NA,animal,hospital,distrClass3,3,2,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,closet,,1.44899E+12,closet,FALSE,FALSE,TRUE,,,,,,,,wardrobe,NA,NA,,,,
2728-8,1.44899E+12,22,subSuperTrial,distr22,carrot,target,2,2,vegetable,food,blackStimulus,NA,1,1,NA,NA,burger,distrClass2,4,4,NA,food,blackStimulus,NA,5,5,NA,NA,cookies,distrClass2,3,3,NA,food,1,1,0,carrot,,1.44899E+12,carrot,FALSE,FALSE,TRUE,,,,,,,,carrot,NA,NA,,,,
2728-8,1.44899E+12,23,subSuperTrial,distr12,daisy,target,3,2,flower,plant,hibiscus,distrClass1,2,3,flower,plant,blackStimulus,NA,5,5,NA,NA,chive,distrClass2,4,4,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,sunflower,,1.44899E+12,sunflower,FALSE,FALSE,FALSE,TRUE,,,,,,,daisy,NA,NA,,,,
2728-8,1.44899E+12,24,subSuperTrial,distr22,boat,target,4,2,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,laptop,distrClass2,3,4,NA,object,washingmachine,distrClass2,2,3,NA,object,1,1,0,boat,,1.44899E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
2728-8,1.44899E+12,25,colorSizeTrial,sizeOnly2Distr2Same,small_orange_coathanger,target,4,2,NA,NA,big_orange_coathanger,distractor,2,3,NA,NA,big_orange_coathanger,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,small hanger,,1.44899E+12,small hanger,TRUE,FALSE,TRUE,,,,,,,,small_orange_coathanger,NA,NA,,,,
2728-8,1.44899E+12,26,subSuperTrial,distr23,piano,target,4,3,instrument,object,blackStimulus,NA,5,5,NA,NA,temple,distrClass3,2,4,NA,place,tv,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,piano,,1.44899E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
2728-8,1.44899E+12,27,colorSizeTrial,sizeOnly4Distr1Same,big_purple_yarn,target,2,5,NA,NA,small_red_yarn,distractor,3,4,NA,NA,small_red_yarn,distractor,1,2,NA,NA,small_purple_yarn,distractor,4,1,NA,NA,small_red_yarn,distractor,5,3,NA,NA,1,1,0,large purple ,,1.44899E+12,large purple ,TRUE,TRUE,FALSE,,,,,,,,big_purple_yarn,NA,NA,,,,
2728-8,1.44899E+12,28,subSuperTrial,distr12,lime,target,3,4,fruit,food,blackStimulus,NA,1,1,NA,NA,pizza,distrClass2,2,3,NA,food,peach,distrClass1,4,2,fruit,food,blackStimulus,NA,5,5,NA,NA,1,1,0,green thing,,1.44899E+12,green thing,FALSE,TRUE,FALSE,,,,,,TRUE,,lime,NA,NA,,,,
2728-8,1.44899E+12,29,subSuperTrial,distr33,grapefruit,target,3,3,fruit,food,blackStimulus,NA,5,5,NA,NA,teddybear,distrClass3,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,mailbox,distrClass3,2,4,NA,object,1,1,0,grapefruit,,1.44899E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,,,grapefruit,NA,NA,,,,
2728-8,1.44899E+12,30,colorSizeTrial,colorOnly2Distr1Same,small_pink_balloon,target,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_yellow_balloon,distractor,2,3,NA,NA,big_yellow_balloon,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,pink balloon,,1.44899E+12,pink balloon,FALSE,TRUE,TRUE,,,,,,,,small_pink_balloon,NA,NA,,,,
2728-8,1.44899E+12,31,subSuperTrial,distr22,trailer,target,4,3,house,place,mosque,distrClass2,3,2,NA,place,blackStimulus,NA,1,1,NA,NA,airport,distrClass2,2,4,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,mobile home,,1.44899E+12,mobile home,FALSE,FALSE,TRUE,,,,,,,,trailer,NA,NA,,,,
2728-8,1.44899E+12,32,colorSizeTrial,colorOnly2Distr1Same,small_red_bike,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_bike,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bike,distractor,2,4,NA,NA,1,1,0,red bike,,1.44899E+12,red bike,FALSE,TRUE,TRUE,,,,,,,,small_red_bike,NA,NA,,,,
