gameid, time, roundNum, trialType, context,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs
1426-d,1478930329247,1,avocado,overinformative,avocado_black,target,2,2,pear_yellow,distractor,3,3,banana_brown,distractor,4,4
1426-d,1478930355856,2,tomato,overinformative,banana_brown,distractor,3,3,banana_yellow,distractor,4,4,tomato_pink,target,2,2
1426-d,1478930380975,3,tomato,overinformative-cc,cup_green,distractor,4,4,pear_orange,distractor,3,3,tomato_green,target,2,2
1426-d,1478930517869,4,avocado,overinformative,avocado_red,target,4,2,carrot_purple,distractor,2,4,pear_yellow,distractor,3,3
1426-d,1478930529318,5,apple,overinformative-cc,apple_blue,target,2,3,banana_brown,distractor,3,4,cup_blue,distractor,4,2
