gameid, time, roundNum, context,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs
0683-0,1478931278329,1,informative,tomato_red,target,3,2,tomato_pink,distractor,4,undefined,banana_blue,distractor,2,3
