gameid, time, roundNum, context,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs
0509-1,1478931987845,1,overinformative,avocado_red,distractor,4,3,avocado_red,distractor,3,undefined,pear_green,target,2,2
