gameid, time, roundNum, trialType, condition,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
5078-a,1478562442979,1,subSuperTrial,basic12,poloShirt,target,3,2,shirt,clothing,campShirt,distractor,2,4,shirt,clothing,gloves,distractor,4,3,NA,clothing,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562450958,2,subSuperTrial,basic22,suv,target,4,4,car,vehicle,ambulance,distractor,2,2,NA,vehicle,firetruck,distractor,3,3,NA,vehicle,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562460208,3,subSuperTrial,basic22,polarBear,target,2,4,bear,animal,lion,distractor,3,3,NA,animal,rhino,distractor,4,2,NA,animal,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562473808,4,colorSizeTrial,size44,small_blue_rug,target,2,1,NA,NA,big_blue_rug,distractor,3,4,NA,NA,big_blue_rug,distractor,4,2,NA,NA,big_blue_rug,distractor,1,3,NA,NA,big_blue_rug,distractor,5,5,NA,NA
5078-a,1478562484633,5,colorSizeTrial,color22,big_white_phone,target,4,2,NA,NA,big_pink_phone,distractor,3,4,NA,NA,big_pink_phone,distractor,2,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562492274,6,subSuperTrial,basic12,rose,target,2,4,flower,plant,ivy,distractor,4,2,NA,plant,lily,distractor,3,3,flower,plant,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562503909,7,subSuperTrial,basic12,dressShirt,target,3,3,shirt,clothing,gloves,distractor,2,2,NA,clothing,campShirt,distractor,4,4,shirt,clothing,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562513897,8,subSuperTrial,basic23,goldFish,target,4,3,fish,animal,rabbit,distractor,2,4,NA,animal,socks,distractor,3,2,NA,clothing,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562525125,9,colorSizeTrial,size42,big_white_teacup,target,3,2,NA,NA,small_pink_teacup,distractor,4,3,NA,NA,small_pink_teacup,distractor,1,1,NA,NA,small_white_teacup,distractor,5,5,NA,NA,small_white_teacup,distractor,2,4,NA,NA
5078-a,1478562534782,10,colorSizeTrial,size32,small_black_avocado,target,2,3,NA,NA,big_black_avocado,distractor,4,2,NA,NA,big_green_avocado,distractor,3,4,NA,NA,big_black_avocado,distractor,1,1,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562540925,11,colorSizeTrial,color44,small_yellow_shoe,target,1,2,NA,NA,small_white_shoe,distractor,5,5,NA,NA,small_white_shoe,distractor,3,4,NA,NA,small_white_shoe,distractor,2,3,NA,NA,small_white_shoe,distractor,4,1,NA,NA
5078-a,1478562548334,12,colorSizeTrial,color33,small_brown_belt,target,3,2,NA,NA,small_black_belt,distractor,4,4,NA,NA,small_black_belt,distractor,2,1,NA,NA,small_black_belt,distractor,1,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562554245,13,subSuperTrial,basic33,sportsCar,target,3,3,car,vehicle,pig,distractor,4,2,NA,animal,ivy,distractor,2,4,NA,plant,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562562950,14,subSuperTrial,basic33,tShirt,target,3,4,shirt,clothing,rabbit,distractor,4,2,NA,animal,chips,distractor,2,3,NA,snack,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
5078-a,1478562569055,15,subSuperTrial,basic33,germanShepherd,target,2,4,dog,animal,ambulance,distractor,4,2,NA,vehicle,gloves,distractor,3,3,NA,clothing,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
