gameid, time, roundNum, trialType, condition,nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
9705-c,1478563611870,1,colorSizeTrial,color42,big_green_bracelet,target,2,4,NA,NA,small_purple_bracelet,distractor,1,5,NA,NA,big_purple_bracelet,distractor,4,3,NA,NA,big_purple_bracelet,distractor,3,2,NA,NA,small_purple_bracelet,distractor,5,1,NA,NA
9705-c,1478563623159,2,colorSizeTrial,color32,small_pink_phone,target,4,2,NA,NA,small_white_phone,distractor,1,3,NA,NA,small_white_phone,distractor,3,1,NA,NA,big_white_phone,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
9705-c,1478563633945,3,colorSizeTrial,color21,small_black_comb,target,2,3,NA,NA,big_blue_comb,distractor,4,2,NA,NA,small_blue_comb,distractor,3,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
9705-c,1478563640395,4,colorSizeTrial,color43,small_purple_butterfly,target,3,1,NA,NA,small_blue_butterfly,distractor,2,3,NA,NA,small_blue_butterfly,distractor,1,2,NA,NA,big_blue_butterfly,distractor,5,5,NA,NA,small_blue_butterfly,distractor,4,4,NA,NA
9705-c,1478563652393,5,colorSizeTrial,color33,undefined_yellow_banana,target,1,2,NA,NA,undefined_blue_banana,distractor,2,3,NA,NA,undefined_blue_banana,distractor,4,1,NA,NA,undefined_blue_banana,distractor,3,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined
9705-c,1478563662280,6,colorSizeTrial,color22,undefined_orange_carrot,target,2,3,NA,NA,undefined_purple_carrot,distractor,4,2,NA,NA,undefined_purple_carrot,distractor,3,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
9705-c,1478563669598,7,colorSizeTrial,color42,big_red_bike,target,2,3,NA,NA,small_purple_bike,distractor,3,5,NA,NA,small_purple_bike,distractor,4,1,NA,NA,big_purple_bike,distractor,5,4,NA,NA,big_purple_bike,distractor,1,2,NA,NA
9705-c,1478563676578,8,colorSizeTrial,color41,small_purple_ornament,target,3,2,NA,NA,big_blue_ornament,distractor,1,4,NA,NA,big_blue_ornament,distractor,4,1,NA,NA,big_blue_ornament,distractor,2,5,NA,NA,small_blue_ornament,distractor,5,3,NA,NA
