gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs 
9475-0,1447443579625,1,sizeOnly,small_green_chair,target,3,3,big_green_chair,distractor,1,2,big_red_chair,distractor,2,1
9475-0,1447443608783,2,filler,football,distractor,1,2,polarbear,target,2,1,schoolbus,distractor,3,3
9475-0,1447443610808,3,filler,dresser,target,2,2,basketball,distractor,3,3,egg,distractor,1,1
9475-0,1447443618145,4,colorAndSize,big_green_avocado,distractor,3,2,small_black_avocado,target,1,1,big_green_avocado,distractor,2,3
9475-0,1447443899059,5,sizeOnly,small_black_book,target,1,2,big_black_book,distractor,2,1,big_blue_book,distractor,3,3
9475-0,1447443901117,6,colorAndSize,big_orange_napkin,distractor,1,2,big_orange_napkin,distractor,2,1,small_yellow_napkin,target,3,3
9475-0,1447443940780,7,filler,camera,target,3,2,bison,distractor,2,3,carrot,distractor,1,1
9475-0,1447443975350,8,filler,bear,target,2,2,banana,distractor,1,3,car,distractor,3,1
9475-0,1447443979671,9,filler,grapefruit,distractor,1,3,crocodile,target,3,2,zucchini,distractor,2,1
9475-0,1447443997864,10,filler,flamingo,distractor,2,3,fireextinguisher,target,1,2,tennisball,distractor,3,1
9475-0,1447444013860,11,filler,tomato,distractor,1,2,bison,target,2,3,eggplant,distractor,3,1
9475-0,1447444016264,12,filler,tire,target,1,3,smokedetector,distractor,3,2,clarinet,distractor,2,1
9475-0,1447444018368,13,sizeOnly,big_purple_billiardball,distractor,3,2,big_orange_billiardball,distractor,1,1,small_orange_billiardball,target,2,3
9475-0,1447444022896,14,sizeOnly,big_black_comb,distractor,1,2,big_blue_comb,distractor,2,1,small_blue_comb,target,3,3
9475-0,1447444024920,15,filler,garlic,target,2,2,snake,distractor,3,3,egg,distractor,1,1
9475-0,1447444050676,16,sizeOnly,big_green_guitar,target,2,3,small_blue_guitar,distractor,1,2,small_green_guitar,distractor,3,1
9475-0,1447444064479,17,sizeOnly,small_black_turtle,target,3,2,big_black_turtle,distractor,1,3,big_brown_turtle,distractor,2,1
9475-0,1447444067890,18,colorOnly,big_green_rock,distractor,3,3,big_purple_rock,target,2,1,small_green_rock,distractor,1,2
9475-0,1447444069494,19,filler,ketchup,target,1,3,strawberry,distractor,2,1,gloves,distractor,3,2
9475-0,1447444071062,20,filler,sheep,target,2,3,chick,distractor,3,1,binoculars,distractor,1,2
9475-0,1447444073031,21,filler,zucchini,distractor,2,3,baseball,target,1,1,gloves,distractor,3,2
9475-0,1447444075130,22,colorOnly,small_blue_toothbrush,distractor,3,3,big_red_toothbrush,target,2,1,big_blue_toothbrush,distractor,1,2
9475-0,1447444075996,23,filler,trumpet,target,2,3,tophat,distractor,3,1,raspberry,distractor,1,2
9475-0,1447444076902,24,filler,tophat,distractor,3,3,watermelon,distractor,1,1,hotdog,target,2,2
9475-0,1447444077636,25,filler,tennisball,distractor,3,3,tophat,distractor,1,1,tomato,target,2,2
9475-0,1447444080970,26,colorAndSize,big_pink_teacup,target,3,3,small_white_teacup,distractor,2,2,small_white_teacup,distractor,1,1
9475-0,1447444082136,27,filler,bulldozer,target,1,3,feather,distractor,2,1,piano,distractor,3,2
9475-0,1447444084005,28,colorOnly,big_purple_flower,distractor,2,3,big_red_flower,target,3,1,small_purple_flower,distractor,1,2
9475-0,1447444087659,29,colorAndSize,big_purple_butterfly,distractor,3,3,small_blue_butterfly,target,1,1,big_purple_butterfly,distractor,2,2
9475-0,1447444092237,30,filler,trumpet,distractor,1,2,camera,target,2,1,fireextinguisher,distractor,3,3
9475-0,1447444093559,31,filler,gloves,target,2,3,television,distractor,1,2,fireextinguisher,distractor,3,1
9475-0,1447444094815,32,filler,clarinet,target,1,3,santahat,distractor,2,1,kiwi,distractor,3,2
9475-0,1447444096191,33,filler,lemon,distractor,2,3,dresser,target,1,2,raspberry,distractor,3,1
9475-0,1447444097383,34,filler,football,target,3,3,lion,distractor,2,2,horse,distractor,1,1
9475-0,1447444098419,35,filler,mailbox,distractor,1,3,lime,target,3,2,lemon,distractor,2,1
9475-0,1447444099100,36,filler,eggplant,distractor,3,3,strawberry,distractor,1,1,tomato,target,2,2
9475-0,1447444099569,37,colorOnly,small_orange_coathanger,distractor,3,3,small_purple_coathanger,target,2,1,big_orange_coathanger,distractor,1,2
9475-0,1447444100162,38,filler,banana,distractor,3,3,baseball,target,1,1,bison,distractor,2,2
9475-0,1447444100938,39,filler,garbagecan,target,3,3,ketchup,distractor,2,2,fireextinguisher,distractor,1,1
9475-0,1447444102239,40,filler,motorcycle,distractor,1,2,fireextinguisher,target,3,3,cherries,distractor,2,1
9475-0,1447444103030,41,filler,motorcycle,distractor,3,2,garlic,distractor,1,3,hotdog,target,2,1
9475-0,1447444105629,42,colorOnly,big_purple_bracelet,distractor,2,2,small_green_bracelet,target,3,3,small_purple_bracelet,distractor,1,1
9475-0,1447444108636,43,filler,egg,target,1,2,lemon,distractor,3,3,cactus,distractor,2,1
9475-0,1447444110008,44,filler,snake,distractor,2,2,ketchup,distractor,1,3,camera,target,3,1
