parameter,value,MCMCprob
typicality_size,0.8510791150102835,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09491600953812822,0.00019999999999999985
cost_size,0.6713558891923739,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71392744615448,0.00019999999999999985
lengthWeight,2.153971422890274,0.00019999999999999985
typicality_color,0.9280162567185704,0.00019999999999999985
typicality_size,0.8503923369299671,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09642376453143908,0.00019999999999999985
cost_size,0.6690791550567474,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71088317143511,0.00019999999999999985
lengthWeight,2.1563783338995104,0.00019999999999999985
typicality_color,0.9236215914871991,0.00019999999999999985
typicality_size,0.850889079709881,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09581227018647367,0.00019999999999999985
cost_size,0.6657803534445896,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.7126295300651,0.00019999999999999985
lengthWeight,2.1564214013950482,0.00019999999999999985
typicality_color,0.9224125818517267,0.00019999999999999985
typicality_size,0.8493732556181254,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.10211705118647875,0.00019999999999999985
cost_size,0.670886162705273,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71047546572828,0.00019999999999999985
lengthWeight,2.15328183287041,0.00019999999999999985
typicality_color,0.9230210459270672,0.00019999999999999985
typicality_size,0.8476113387476879,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.1004747551894956,0.00019999999999999985
cost_size,0.6678043488796062,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.7133553369003,0.00019999999999999985
lengthWeight,2.1501451599119283,0.00019999999999999985
typicality_color,0.922123975007349,0.00019999999999999985
typicality_size,0.8513290200272886,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09852498079314838,0.00019999999999999985
cost_size,0.6720412762330827,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.703288906874,0.00019999999999999985
lengthWeight,2.1469768961484688,0.00019999999999999985
typicality_color,0.9274449983448908,0.00019999999999999985
typicality_size,0.8546481897745529,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.10116743256962492,0.00019999999999999985
cost_size,0.6759563411726627,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70363708127231,0.00019999999999999985
lengthWeight,2.14596001863834,0.00019999999999999985
typicality_color,0.9280551720960647,0.00019999999999999985
typicality_size,0.8489140223901678,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.10172386881679059,0.00019999999999999985
cost_size,0.6767206646718493,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70283647678624,0.00019999999999999985
lengthWeight,2.1458849588222946,0.00019999999999999985
typicality_color,0.9264295107405509,0.00019999999999999985
typicality_size,0.8512121647499296,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.10348593560635987,0.00019999999999999985
cost_size,0.6732335106868502,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.700201783777445,0.00019999999999999985
lengthWeight,2.1462328276327196,0.00019999999999999985
typicality_color,0.9280556890014328,0.00019999999999999985
typicality_size,0.8485200210065963,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09663822540575193,0.00019999999999999985
cost_size,0.6705136568092106,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69631703006272,0.00019999999999999985
lengthWeight,2.1407969160785005,0.00019999999999999985
typicality_color,0.9297251060040446,0.00019999999999999985
typicality_size,0.8489811608458795,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09371240284215022,0.00019999999999999985
cost_size,0.6762798159465342,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70227335838769,0.00019999999999999985
lengthWeight,2.1366939257531836,0.00019999999999999985
typicality_color,0.930594535812258,0.00019999999999999985
typicality_size,0.8561298142457431,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09198137351333205,0.00019999999999999985
cost_size,0.6801976367584167,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69992802905567,0.00019999999999999985
lengthWeight,2.1423055290778765,0.00019999999999999985
typicality_color,0.9285892811616966,0.00019999999999999985
typicality_size,0.8599148916700398,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08518482427933206,0.00019999999999999985
cost_size,0.681654728670039,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69952760406859,0.00019999999999999985
lengthWeight,2.1396467258304592,0.00019999999999999985
typicality_color,0.9238232078862985,0.00019999999999999985
typicality_size,0.8574910326390235,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08436381564501216,0.00019999999999999985
cost_size,0.6825474934617977,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70107259278218,0.00019999999999999985
lengthWeight,2.1419884490715915,0.00019999999999999985
typicality_color,0.9229095942307247,0.00019999999999999985
typicality_size,0.8557714516425667,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07954655542856467,0.00019999999999999985
cost_size,0.6853893180946565,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69962334564698,0.00019999999999999985
lengthWeight,2.146188566854193,0.00019999999999999985
typicality_color,0.9254664363859441,0.00019999999999999985
typicality_size,0.8581096507793724,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08083701699688234,0.00019999999999999985
cost_size,0.6822185705249055,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.698493559667526,0.00019999999999999985
lengthWeight,2.14926297290002,0.00019999999999999985
typicality_color,0.9290221394349437,0.00019999999999999985
typicality_size,0.8541786158685201,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07789196519711548,0.00019999999999999985
cost_size,0.6827159144178409,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69718239879169,0.00019999999999999985
lengthWeight,2.1496510417285792,0.00019999999999999985
typicality_color,0.9229270033329499,0.00019999999999999985
typicality_size,0.8552228636816509,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08073207353102155,0.00019999999999999985
cost_size,0.6893914167307555,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.695509616829405,0.00019999999999999985
lengthWeight,2.1491705950119635,0.00019999999999999985
typicality_color,0.9255537293346326,0.00019999999999999985
typicality_size,0.8558427802439091,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.0833033401463324,0.00019999999999999985
cost_size,0.6852849822032447,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.697711228700214,0.00019999999999999985
lengthWeight,2.14845140306095,0.00019999999999999985
typicality_color,0.9317811812975996,0.00019999999999999985
typicality_size,0.8601828455207522,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08921772806940254,0.00019999999999999985
cost_size,0.6892867181321838,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69588190056196,0.00019999999999999985
lengthWeight,2.147719556365296,0.00019999999999999985
typicality_color,0.9370182279214698,0.00019999999999999985
typicality_size,0.8581244774086159,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08998788561757334,0.00019999999999999985
cost_size,0.6914832023533848,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.692857180289835,0.00019999999999999985
lengthWeight,2.146655515290982,0.00019999999999999985
typicality_color,0.9298617292297117,0.00019999999999999985
typicality_size,0.8609894993731905,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.09089016534636625,0.00019999999999999985
cost_size,0.6973502517664099,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69748349945189,0.00019999999999999985
lengthWeight,2.1455343744639825,0.00019999999999999985
typicality_color,0.9323201701711852,0.00019999999999999985
typicality_size,0.8566604920315836,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08381921012899478,0.00019999999999999985
cost_size,0.6988836607466709,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69504855525036,0.00019999999999999985
lengthWeight,2.146151846266763,0.00019999999999999985
typicality_color,0.9363207332335934,0.00019999999999999985
typicality_size,0.8576254608627779,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.08173248952851886,0.00019999999999999985
cost_size,0.7071441668285783,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.696429822381916,0.00019999999999999985
lengthWeight,2.151350150559217,0.00019999999999999985
typicality_color,0.9318735195716192,0.00019999999999999985
typicality_size,0.8558433166421635,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07966145333128385,0.00019999999999999985
cost_size,0.7071978982082687,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69784507210269,0.00019999999999999985
lengthWeight,2.153010375749869,0.00019999999999999985
typicality_color,0.9307529030219376,0.00019999999999999985
typicality_size,0.8607382241473104,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07790157644159575,0.00019999999999999985
cost_size,0.7061756933218991,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.697619272456734,0.00019999999999999985
lengthWeight,2.1537267383487784,0.00019999999999999985
typicality_color,0.9327585572224293,0.00019999999999999985
typicality_size,0.8626301173609486,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07456602254719068,0.00019999999999999985
cost_size,0.7039215200750616,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69422571595501,0.00019999999999999985
lengthWeight,2.1539533267838458,0.00019999999999999985
typicality_color,0.9346907444481259,0.00019999999999999985
typicality_size,0.862983600956431,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07436400929572592,0.00019999999999999985
cost_size,0.7089248050498688,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69533012781466,0.00019999999999999985
lengthWeight,2.1492406373501765,0.00019999999999999985
typicality_color,0.9340854351694154,0.00019999999999999985
typicality_size,0.8650315960406636,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07361423091517767,0.00019999999999999985
cost_size,0.7085183382368664,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69893571575446,0.00019999999999999985
lengthWeight,2.1483075288432727,0.00019999999999999985
typicality_color,0.9395630382867166,0.00019999999999999985
typicality_size,0.868468578811975,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06746714417532343,0.00019999999999999985
cost_size,0.7038682195489765,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.699683208832525,0.00019999999999999985
lengthWeight,2.1486982143929274,0.00019999999999999985
typicality_color,0.9322026520594974,0.00019999999999999985
typicality_size,0.868360887975489,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.07162611689520952,0.00019999999999999985
cost_size,0.6990194281337591,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.701991729049894,0.00019999999999999985
lengthWeight,2.1491176891931145,0.00019999999999999985
typicality_color,0.9327147423640667,0.00019999999999999985
typicality_size,0.8690156994221726,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06894337064435038,0.00019999999999999985
cost_size,0.6961122060256679,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69910544485391,0.00019999999999999985
lengthWeight,2.150052313652503,0.00019999999999999985
typicality_color,0.934986081057712,0.00019999999999999985
typicality_size,0.864661168907635,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06263523198065082,0.00019999999999999985
cost_size,0.6964507619858218,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69364483963273,0.00019999999999999985
lengthWeight,2.154056170687146,0.00019999999999999985
typicality_color,0.9312469760085711,0.00019999999999999985
typicality_size,0.8665988809124636,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.061390125229843905,0.00019999999999999985
cost_size,0.7021649103023733,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69676258261493,0.00019999999999999985
lengthWeight,2.1588955472394513,0.00019999999999999985
typicality_color,0.9339516914196321,0.00019999999999999985
typicality_size,0.868213068192609,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.057974948443598684,0.00019999999999999985
cost_size,0.7054364151515045,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69441739461541,0.00019999999999999985
lengthWeight,2.1626623291704226,0.00019999999999999985
typicality_color,0.9318800529671378,0.00019999999999999985
typicality_size,0.8671342630228033,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06136744348342959,0.00019999999999999985
cost_size,0.702183344093248,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69537781017825,0.00019999999999999985
lengthWeight,2.1649496060803015,0.00019999999999999985
typicality_color,0.9372460276479008,0.00019999999999999985
typicality_size,0.8626994798056664,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.060748853186050104,0.00019999999999999985
cost_size,0.7033745587150523,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69446691838898,0.00019999999999999985
lengthWeight,2.1623742439089644,0.00019999999999999985
typicality_color,0.9337727215795933,0.00019999999999999985
typicality_size,0.8672278472061932,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.061550506481816696,0.00019999999999999985
cost_size,0.7010074460359437,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.698810437829955,0.00019999999999999985
lengthWeight,2.158413083815557,0.00019999999999999985
typicality_color,0.9315400847727497,0.00019999999999999985
typicality_size,0.871948972831907,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06158504717740029,0.00019999999999999985
cost_size,0.7035533331403037,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.6957933689621,0.00019999999999999985
lengthWeight,2.1580999666264025,0.00019999999999999985
typicality_color,0.9323475795159798,0.00019999999999999985
typicality_size,0.8737171515036101,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.06093508250602707,0.00019999999999999985
cost_size,0.7016954006258047,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.700084036009294,0.00019999999999999985
lengthWeight,2.152582885636422,0.00019999999999999985
typicality_color,0.936737211503908,0.00019999999999999985
typicality_size,0.8737696425283681,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.05671877522676957,0.00019999999999999985
cost_size,0.7051837383189847,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70022152294796,0.00019999999999999985
lengthWeight,2.156741871896725,0.00019999999999999985
typicality_color,0.935867145520749,0.00019999999999999985
typicality_size,0.8758298209372127,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04742013109851589,0.00019999999999999985
cost_size,0.7044125668189222,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.7005894255107,0.00019999999999999985
lengthWeight,2.1531987077598953,0.00019999999999999985
typicality_color,0.9369618273894446,0.00019999999999999985
typicality_size,0.8764192591547372,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04712917908545091,0.00019999999999999985
cost_size,0.704644737424904,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69658146706519,0.00019999999999999985
lengthWeight,2.147017091501563,0.00019999999999999985
typicality_color,0.9378473438478352,0.00019999999999999985
typicality_size,0.871712504006218,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04560073624656035,0.00019999999999999985
cost_size,0.707086818888763,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.697419162871284,0.00019999999999999985
lengthWeight,2.1448773704349606,0.00019999999999999985
typicality_color,0.9363063936280254,0.00019999999999999985
typicality_size,0.8739091339922429,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04553010125299711,0.00019999999999999985
cost_size,0.704458144795236,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69369917175856,0.00019999999999999985
lengthWeight,2.1426487130604164,0.00019999999999999985
typicality_color,0.9326129074065153,0.00019999999999999985
typicality_size,0.8730923616255355,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.0458125573366642,0.00019999999999999985
cost_size,0.7085067092878667,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69123613484171,0.00019999999999999985
lengthWeight,2.1424679851018342,0.00019999999999999985
typicality_color,0.9283601731347149,0.00019999999999999985
typicality_size,0.874330676848804,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.041894824978859005,0.00019999999999999985
cost_size,0.7115061384014091,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.695168476929815,0.00019999999999999985
lengthWeight,2.138409271993761,0.00019999999999999985
typicality_color,0.9274409230710646,0.00019999999999999985
typicality_size,0.8696727233343776,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03939251548943551,0.00019999999999999985
cost_size,0.7063892137355446,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.693938112259964,0.00019999999999999985
lengthWeight,2.13972994332507,0.00019999999999999985
typicality_color,0.9319820319770913,0.00019999999999999985
typicality_size,0.8663629738576953,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.044364809717760065,0.00019999999999999985
cost_size,0.7089431857748113,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.692932145452005,0.00019999999999999985
lengthWeight,2.1368374560087275,0.00019999999999999985
typicality_color,0.9330218576302166,0.00019999999999999985
typicality_size,0.8659686036168945,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04214528684748801,0.00019999999999999985
cost_size,0.7046164310190354,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.692755279001176,0.00019999999999999985
lengthWeight,2.1324758777399127,0.00019999999999999985
typicality_color,0.9311710928494307,0.00019999999999999985
typicality_size,0.8704011667658172,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04443068360908084,0.00019999999999999985
cost_size,0.702197181194242,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.6970125801036,0.00019999999999999985
lengthWeight,2.1375820727546335,0.00019999999999999985
typicality_color,0.9358891850245372,0.00019999999999999985
typicality_size,0.86744360937388,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04088848111304391,0.00019999999999999985
cost_size,0.7045410262369697,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.69775872324813,0.00019999999999999985
lengthWeight,2.1377922089681367,0.00019999999999999985
typicality_color,0.9316863124790545,0.00019999999999999985
typicality_size,0.8698921691699221,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.037671594888687446,0.00019999999999999985
cost_size,0.7007217652404922,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.701139950398556,0.00019999999999999985
lengthWeight,2.1369240178020474,0.00019999999999999985
typicality_color,0.9324353123866169,0.00019999999999999985
typicality_size,0.8666859167835755,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.031131907064158276,0.00019999999999999985
cost_size,0.7049198896973314,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70769551789233,0.00019999999999999985
lengthWeight,2.141802983826561,0.00019999999999999985
typicality_color,0.9279984873922916,0.00019999999999999985
typicality_size,0.8677261619309575,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.033577383845360124,0.00019999999999999985
cost_size,0.7085648304737024,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.707487677130054,0.00019999999999999985
lengthWeight,2.142005020544428,0.00019999999999999985
typicality_color,0.9327740283948507,0.00019999999999999985
typicality_size,0.8705076168988998,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.033630533929174145,0.00019999999999999985
cost_size,0.7070935651132974,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70658643512468,0.00019999999999999985
lengthWeight,2.1415116496503495,0.00019999999999999985
typicality_color,0.933819347377542,0.00019999999999999985
typicality_size,0.8712886454888088,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04106557395108493,0.00019999999999999985
cost_size,0.7042717629273659,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70196845177692,0.00019999999999999985
lengthWeight,2.1386952452853154,0.00019999999999999985
typicality_color,0.9311430010041467,0.00019999999999999985
typicality_size,0.8722483025456511,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04284748276215916,0.00019999999999999985
cost_size,0.7014678073667223,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.705269215545144,0.00019999999999999985
lengthWeight,2.138735463824852,0.00019999999999999985
typicality_color,0.9330164513054666,0.00019999999999999985
typicality_size,0.8691529748957222,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.041475698695239455,0.00019999999999999985
cost_size,0.6977616850073346,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70787971412232,0.00019999999999999985
lengthWeight,2.138573019487279,0.00019999999999999985
typicality_color,0.93330158251267,0.00019999999999999985
typicality_size,0.8719757877450088,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03803315441151062,0.00019999999999999985
cost_size,0.6943213971811057,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.7102631214251,0.00019999999999999985
lengthWeight,2.1427208155183624,0.00019999999999999985
typicality_color,0.9277117171676326,0.00019999999999999985
typicality_size,0.8746364226442032,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03277524914116044,0.00019999999999999985
cost_size,0.6951110451169341,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.716906278644295,0.00019999999999999985
lengthWeight,2.14479906555959,0.00019999999999999985
typicality_color,0.9297975399922478,0.00019999999999999985
typicality_size,0.8786129357992823,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.0346608201697427,0.00019999999999999985
cost_size,0.6942073984056042,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71599346547796,0.00019999999999999985
lengthWeight,2.1418669532799073,0.00019999999999999985
typicality_color,0.9359647381522317,0.00019999999999999985
typicality_size,0.8747583937464213,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03483011502088341,0.00019999999999999985
cost_size,0.6946003413529371,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.713931003252654,0.00019999999999999985
lengthWeight,2.13856762886851,0.00019999999999999985
typicality_color,0.9352928583961955,0.00019999999999999985
typicality_size,0.8669448052111218,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04306031098368644,0.00019999999999999985
cost_size,0.697719502785882,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.70958592047639,0.00019999999999999985
lengthWeight,2.1361118762259386,0.00019999999999999985
typicality_color,0.9362703235048304,0.00019999999999999985
typicality_size,0.8659283111026301,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03981994280050241,0.00019999999999999985
cost_size,0.6974069798854649,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71328584363525,0.00019999999999999985
lengthWeight,2.1389568116833106,0.00019999999999999985
typicality_color,0.9396641341576208,0.00019999999999999985
typicality_size,0.8667474416571712,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04261794205326079,0.00019999999999999985
cost_size,0.6958726237792481,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.714970808748454,0.00019999999999999985
lengthWeight,2.1399531798021236,0.00019999999999999985
typicality_color,0.9398014061090816,0.00019999999999999985
typicality_size,0.8632288330806234,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.03707332803569883,0.00019999999999999985
cost_size,0.6959511650765018,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71263540404584,0.00019999999999999985
lengthWeight,2.1477387143694893,0.00019999999999999985
typicality_color,0.9359539098443141,0.00019999999999999985
typicality_size,0.8690097537266677,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.04056171538255683,0.00019999999999999985
cost_size,0.6957819269573631,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.71083292281339,0.00019999999999999985
lengthWeight,2.1469841932012526,0.00019999999999999985
typicality_color,0.9345998412530253,0.00019999999999999985
typicality_size,0.871613315040158,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.0363601674933527,0.00019999999999999985
cost_size,0.6923117584928,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,38.708737666298966,0.00019999999999999985
lengthWeight,2.1410201871913475,0.00019999999999999985
typicality_color,0.9319363350949823,0.00019999999999999985
