parameter,value,MCMCprob
alpha,33.716754522973346,0.0001000000000000001
lengthWeight,0.038206830528766965,0.0001000000000000001
typicality_color,0.8820493293153979,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.4396907678892391,0.0001000000000000001
cost_size,0.21779745911214105,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.595554786323525,0.00019999999999999985
lengthWeight,0.038206830528766965,0.00019999999999999985
typicality_color,0.8820493293153979,0.00019999999999999985
typicality_size,0.7932818771900525,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.4396907678892391,0.00019999999999999985
cost_size,0.21779745911214105,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,34.595554786323525,0.0001000000000000001
lengthWeight,0.038206830528766965,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.4396907678892391,0.0001000000000000001
cost_size,0.21779745911214105,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.038206830528766965,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.4396907678892391,0.0001000000000000001
cost_size,0.21779745911214105,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.00019999999999999985
lengthWeight,0.038206830528766965,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7932818771900525,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.48146013303799984,0.00019999999999999985
cost_size,0.21779745911214105,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.30186156744355425,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.48146013303799984,0.0001000000000000001
cost_size,0.21779745911214105,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.30186156744355425,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.48146013303799984,0.0001000000000000001
cost_size,0.12929600021117532,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.00019999999999999985
lengthWeight,0.30186156744355425,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7932818771900525,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.4482595015675179,0.00019999999999999985
cost_size,0.12929600021117532,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.30186156744355425,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7932818771900525,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.40359396873056325,0.0001000000000000001
cost_size,0.12929600021117532,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.00019999999999999985
lengthWeight,0.30186156744355425,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7945244578154124,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.40359396873056325,0.00019999999999999985
cost_size,0.12929600021117532,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,32.95716038678318,0.00019999999999999985
lengthWeight,0.2251539921119493,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7945244578154124,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.40359396873056325,0.00019999999999999985
cost_size,0.12929600021117532,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.2251539921119493,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.40359396873056325,0.0001000000000000001
cost_size,0.07287711070398775,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0004999999999999998
lengthWeight,0.18717183532862947,0.0004999999999999998
typicality_color,0.8916907439740003,0.0004999999999999998
typicality_size,0.7945244578154124,0.0004999999999999998
typicality_type,1,0.0004999999999999998
cost_color,0.40359396873056325,0.0004999999999999998
cost_size,0.07287711070398775,0.0004999999999999998
cost_type,1,0.0004999999999999998
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.40359396873056325,0.0001000000000000001
cost_size,0.07287711070398775,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.40359396873056325,0.0001000000000000001
cost_size,0.13648635000048495,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.47750273782454916,0.0001000000000000001
cost_size,0.13648635000048495,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.39665922697728023,0.0001000000000000001
cost_size,0.13648635000048495,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.39665922697728023,0.0001000000000000001
cost_size,0.17300050690835103,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,32.95716038678318,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.39665922697728023,0.0001000000000000001
cost_size,0.22124194974575367,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.23266007723619,0.00019999999999999985
lengthWeight,0.1777879024396079,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7945244578154124,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.39665922697728023,0.00019999999999999985
cost_size,0.22124194974575367,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,34.23266007723619,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.3340815612958777,0.0001000000000000001
cost_size,0.22124194974575367,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.23266007723619,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7945244578154124,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.3340815612958777,0.0001000000000000001
cost_size,0.2651272732730833,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.23266007723619,0.00019999999999999985
lengthWeight,0.1777879024396079,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7970888433902787,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.3340815612958777,0.00019999999999999985
cost_size,0.2651272732730833,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,34.23266007723619,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7970888433902787,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.3818247054797523,0.0001000000000000001
cost_size,0.2651272732730833,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.23266007723619,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7970888433902787,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.28358151853125474,0.0001000000000000001
cost_size,0.2651272732730833,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.23266007723619,0.00030000000000000024
lengthWeight,0.1777879024396079,0.00030000000000000024
typicality_color,0.8916907439740003,0.00030000000000000024
typicality_size,0.7970888433902787,0.00030000000000000024
typicality_type,1,0.00030000000000000024
cost_color,0.28358151853125474,0.00030000000000000024
cost_size,0.21903532999637151,0.00030000000000000024
cost_type,1,0.00030000000000000024
alpha,33.07098629220428,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7970888433902787,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.28358151853125474,0.0001000000000000001
cost_size,0.21903532999637151,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,33.07098629220428,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7970888433902787,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.25557544330989257,0.0001000000000000001
cost_size,0.21903532999637151,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,33.07098629220428,0.0001000000000000001
lengthWeight,0.1777879024396079,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7939427741773608,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.25557544330989257,0.0001000000000000001
cost_size,0.21903532999637151,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,34.15215878861408,0.00019999999999999985
lengthWeight,0.1777879024396079,0.00019999999999999985
typicality_color,0.8916907439740003,0.00019999999999999985
typicality_size,0.7939427741773608,0.00019999999999999985
typicality_type,1,0.00019999999999999985
cost_color,0.25557544330989257,0.00019999999999999985
cost_size,0.21903532999637151,0.00019999999999999985
cost_type,1,0.00019999999999999985
alpha,34.15215878861408,0.0001000000000000001
lengthWeight,0.6210423925793581,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7939427741773608,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.25557544330989257,0.0001000000000000001
cost_size,0.21903532999637151,0.0001000000000000001
cost_type,1,0.0001000000000000001
alpha,35.972935075921605,0.0001000000000000001
lengthWeight,0.6210423925793581,0.0001000000000000001
typicality_color,0.8916907439740003,0.0001000000000000001
typicality_size,0.7939427741773608,0.0001000000000000001
typicality_type,1,0.0001000000000000001
cost_color,0.25557544330989257,0.0001000000000000001
cost_size,0.21903532999637151,0.0001000000000000001
cost_type,1,0.0001000000000000001
