12,5,0.1,1,1,yellow_banana,"yellow,banana",0.57
12,5,0.1,1,1,yellow_banana,"blue,cup",0.21
12,5,0.1,1,1,yellow_banana,"blue,banana",0.21
12,5,0.1,1,1,blue_banana,"yellow,banana",0.21
12,5,0.1,1,1,blue_banana,"blue,cup",0.21
12,5,0.1,1,1,blue_banana,"blue,banana",0.57
12,5,0.1,1,1,yellow_banana,"yellow,banana",0.57
12,5,0.1,1,1,yellow_banana,"blue,cup",0.21
12,5,0.1,1,1,yellow_banana,"blue,banana",0.21
12,5,0.1,1,1,blue_banana,"yellow,banana",0.21
12,5,0.1,1,1,blue_banana,"blue,cup",0.21
12,5,0.1,1,1,blue_banana,"blue,banana",0.57
12,5,0.1,1,1,banana,"yellow,banana",0.34
12,5,0.1,1,1,banana,"blue,cup",0.31
12,5,0.1,1,1,banana,"blue,banana",0.34
12,5,0.1,1,1,yellow_cup,"yellow,banana",0.33
12,5,0.1,1,1,yellow_cup,"blue,cup",0.33
12,5,0.1,1,1,yellow_cup,"blue,banana",0.33
12,5,0.1,1,1,blue_cup,"yellow,banana",0.21
12,5,0.1,1,1,blue_cup,"blue,cup",0.57
12,5,0.1,1,1,blue_cup,"blue,banana",0.21
12,5,0.1,1,1,cup,"yellow,banana",0.24
12,5,0.1,1,1,cup,"blue,cup",0.52
12,5,0.1,1,1,cup,"blue,banana",0.24
12,5,0.1,1,1,yellow_apple,"yellow,banana",0.33
12,5,0.1,1,1,yellow_apple,"blue,cup",0.33
12,5,0.1,1,1,yellow_apple,"blue,banana",0.33
12,5,0.1,1,1,blue_apple,"yellow,banana",0.33
12,5,0.1,1,1,blue_apple,"blue,cup",0.33
12,5,0.1,1,1,blue_apple,"blue,banana",0.33
12,5,0.1,1,1,apple,"yellow,banana",0.33
12,5,0.1,1,1,apple,"blue,cup",0.33
12,5,0.1,1,1,apple,"blue,banana",0.33
12,5,0.95,1,1,yellow_banana,"yellow,banana",0.57
12,5,0.95,1,1,yellow_banana,"blue,cup",0.21
12,5,0.95,1,1,yellow_banana,"blue,banana",0.21
12,5,0.95,1,1,blue_banana,"yellow,banana",0.21
12,5,0.95,1,1,blue_banana,"blue,cup",0.21
12,5,0.95,1,1,blue_banana,"blue,banana",0.57
12,5,0.95,1,1,banana,"yellow,banana",0.55
12,5,0.95,1,1,banana,"blue,cup",0.22
12,5,0.95,1,1,banana,"blue,banana",0.23
12,5,0.95,1,1,yellow_cup,"yellow,banana",0.33
12,5,0.95,1,1,yellow_cup,"blue,cup",0.33
12,5,0.95,1,1,yellow_cup,"blue,banana",0.33
12,5,0.95,1,1,blue_cup,"yellow,banana",0.21
12,5,0.95,1,1,blue_cup,"blue,cup",0.57
12,5,0.95,1,1,blue_cup,"blue,banana",0.21
12,5,0.95,1,1,cup,"yellow,banana",0.24
12,5,0.95,1,1,cup,"blue,cup",0.52
12,5,0.95,1,1,cup,"blue,banana",0.24
12,5,0.95,1,1,yellow_apple,"yellow,banana",0.33
12,5,0.95,1,1,yellow_apple,"blue,cup",0.33
12,5,0.95,1,1,yellow_apple,"blue,banana",0.33
12,5,0.95,1,1,blue_apple,"yellow,banana",0.33
12,5,0.95,1,1,blue_apple,"blue,cup",0.33
12,5,0.95,1,1,blue_apple,"blue,banana",0.33
12,5,0.95,1,1,apple,"yellow,banana",0.33
12,5,0.95,1,1,apple,"blue,cup",0.33
12,5,0.95,1,1,apple,"blue,banana",0.33
