gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs 
9435-f,1447866437251,1,filler,bulldozer,target,2,1,tennisball,distractor,3,2,hotdog,distractor,1,3
9435-f,1447866446071,2,colorAndSize,small_purple_hairdryer,target,3,1,big_pink_hairdryer,distractor,1,3,big_pink_hairdryer,distractor,2,2
9435-f,1447866476342,3,filler,bulldozer,target,1,2,zucchini,distractor,2,3,egg,distractor,3,1
9435-f,1447866487719,4,filler,fireextinguisher,target,3,3,baseball,distractor,1,1,penguin,distractor,2,2
9435-f,1447866498039,5,filler,piano,target,1,1,horse,distractor,2,3,snowflake,distractor,3,2
9435-f,1447866505950,6,filler,snowflake,target,1,2,basketball,distractor,2,3,lobster,distractor,3,1
9435-f,1447866514900,7,filler,cactus,target,1,1,watermelon,distractor,3,2,tomato,distractor,2,3
9435-f,1447866523815,8,filler,lobster,target,2,2,kiwi,distractor,1,1,violin,distractor,3,3
9435-f,1447866534424,9,filler,rhinoceros,target,2,3,baseball,distractor,1,1,tomato,distractor,3,2
9435-f,1447866542841,10,sizeOnly,big_blue_tack,target,3,2,small_blue_tack,distractor,1,1,small_red_tack,distractor,2,3
