gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs 
1105-6,1447989444622,1,distr33,sushi,distractor,2,2,mailbox,distractor,3,1,cupboard,target,1,3
1105-6,1447989450793,2,colorOnly,small_green_pepper,distractor,1,2,big_green_pepper,distractor,2,3,big_red_pepper,target,3,1
1105-6,1447989458315,3,distr12,castle,distractor,2,2,barber,distractor,1,1,tent,target,3,3
1105-6,1447989463087,4,colorAndSize,big_purple_hairdryer,target,1,2,small_pink_hairdryer,distractor,2,3,small_pink_hairdryer,distractor,3,1
1105-6,1447989467731,5,distr33,pencil,distractor,1,2,flamingo,distractor,2,1,clarinet,target,3,3
1105-6,1447989473966,6,distr33,cheese,distractor,3,2,horse,distractor,1,1,pug,target,2,3
1105-6,1447989478408,7,sizeOnly,small_red_tack,target,1,2,big_red_tack,distractor,2,3,big_blue_tack,distractor,3,1
1105-6,1447989482898,8,distr22,rice,distractor,1,2,burger,distractor,2,3,kiwi,target,3,1
1105-6,1447989487476,9,colorAndSize,small_yellow_shoe,target,3,2,big_white_shoe,distractor,1,1,big_white_shoe,distractor,2,3
1105-6,1447989491937,10,distr23,laptop,distractor,2,2,tire,distractor,3,1,schoolbus,target,1,3
1105-6,1447989496620,11,distr22,lobster,distractor,2,2,sheep,distractor,1,1,tree,target,3,3
1105-6,1447989500986,12,sizeOnly,big_orange_billiardball,distractor,2,2,small_orange_billiardball,target,3,1,big_purple_billiardball,distractor,1,3
1105-6,1447989506501,13,colorAndSize,big_white_phone,target,1,2,small_pink_phone,distractor,2,3,small_pink_phone,distractor,3,1
1105-6,1447989511128,14,colorAndSize,big_green_binder,distractor,3,2,small_blue_binder,target,1,1,big_green_binder,distractor,2,3
1105-6,1447989516052,15,distr33,apartment,target,2,2,backpack,distractor,1,3,mailbox,distractor,3,1
1105-6,1447989520992,16,distr23,grapefruit,target,1,2,pizza,distractor,3,1,museum,distractor,2,3
1105-6,1447989525755,17,colorAndSize,big_yellow_napkin,distractor,1,2,big_yellow_napkin,distractor,2,3,small_orange_napkin,target,3,1
1105-6,1447989530353,18,sizeOnly,big_red_flower,distractor,3,2,big_purple_flower,distractor,2,1,small_red_flower,target,1,3
1105-6,1447989534988,19,colorOnly,small_green_avocado,target,2,2,big_black_avocado,distractor,1,3,small_black_avocado,distractor,3,1
1105-6,1447989541034,20,distr22,palmTree,target,3,2,mushroom,distractor,1,1,elephant,distractor,2,3
1105-6,1447989545655,21,sizeOnly,big_green_rock,distractor,3,2,small_green_rock,target,2,1,big_purple_rock,distractor,1,3
1105-6,1447989550370,22,distr12,rubberduck,distractor,1,2,table,distractor,2,3,chair2,target,3,1
1105-6,1447989560809,23,sizeOnly,big_purple_bike,target,3,3,small_purple_bike,distractor,2,2,small_red_bike,distractor,1,1
1105-6,1447989565684,24,distr23,lobster,distractor,1,3,cherryBlossom,target,3,1,rosemary,distractor,2,2
1105-6,1447989570101,25,distr33,broccoli,target,3,3,pencil,distractor,1,2,school,distractor,2,1
1105-6,1447989574352,26,colorAndSize,big_blue_candle,target,3,3,small_red_candle,distractor,1,2,small_red_candle,distractor,2,1
1105-6,1447989578533,27,colorOnly,big_white_weddingcake,distractor,1,3,small_white_weddingcake,distractor,3,2,small_pink_weddingcake,target,2,1
