gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs 
0707-6,1447990142883,1,colorAndSize,small_green_pepper,distractor,2,3,big_red_pepper,target,3,2,small_green_pepper,distractor,1,1
0707-6,1447990146580,2,colorAndSize,big_white_teacup,target,2,3,small_pink_teacup,distractor,1,1,small_pink_teacup,distractor,3,2
0707-6,1447990150086,3,sizeOnly,big_blue_golfball,target,1,3,small_blue_golfball,distractor,2,2,small_pink_golfball,distractor,3,1
0707-6,1447990152676,4,distr22,flamingo,distractor,1,3,crocodile,distractor,2,2,pug,target,3,1
0707-6,1447990155657,5,distr12,piano,target,2,3,firehydrant,distractor,3,1,trumpet,distractor,1,2
0707-6,1447990158651,6,distr33,cheese,distractor,3,3,sunflower,target,2,1,burger,distractor,1,2
0707-6,1447990161753,7,distr23,bear,distractor,1,3,rubberduck,distractor,3,1,lab,target,2,2
0707-6,1447990164859,8,sizeOnly,small_purple_yarn,distractor,1,3,small_red_yarn,distractor,3,2,big_red_yarn,target,2,1
0707-6,1447990167414,9,colorOnly,small_pink_bucket,target,3,3,small_red_bucket,distractor,1,1,big_red_bucket,distractor,2,2
0707-6,1447990170046,10,distr12,pumpkin,distractor,1,3,chocolate,distractor,3,1,corn,target,2,2
0707-6,1447990172885,11,distr12,dalmatian,target,2,3,chihuahua,distractor,1,1,rhino,distractor,3,2
0707-6,1447990175907,12,distr23,restaurant,distractor,1,3,chive,distractor,2,2,treehouse,target,3,1
0707-6,1447990178579,13,colorOnly,small_blue_butterfly,target,3,3,big_purple_butterfly,distractor,2,2,small_purple_butterfly,distractor,1,1
0707-6,1447990180980,14,colorAndSize,small_blue_binder,target,1,3,big_green_binder,distractor,3,2,big_green_binder,distractor,2,1
0707-6,1447990183479,15,distr23,bed,target,3,3,baseball,distractor,1,2,cherryTree,distractor,2,1
0707-6,1447990186062,16,distr33,bush,target,1,3,chive,distractor,2,1,binoculars,distractor,3,2
0707-6,1447990188488,17,colorAndSize,small_purple_hairdryer,distractor,3,3,small_purple_hairdryer,distractor,2,1,big_pink_hairdryer,target,1,2
