gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,onlySubAttr,onlyBasicAttr,onlySuperAttr,onlyOtherAttr,oneMentioned,theMentioned,fullSentence,noLevelMentioned,subAllAttr,basicAllAttr,superAllAttr,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,
9,2298-c,1455301018263,20,subSuperTrial,basic33,minivan,target,2,4,car,vehicle,lamp,distractor,3,2,NA,furniture,grasses,distractor,4,3,NA,plant,Car,,1455301016780,Car,minivan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
34,2298-c,1455301245047,68,subSuperTrial,basic23,sportsCar,target,3,4,car,vehicle,ambulance,distractor,4,3,NA,vehicle,sheep,distractor,2,2,NA,animal,Small car,,1455301243654,Small car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
61,2662-0,1455301498492,55,subSuperTrial,basic22,sportsCar,target,4,2,car,vehicle,firetruck,distractor,3,4,NA,vehicle,ambulance,distractor,2,3,NA,vehicle,car,,1455301497329,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
91,4633-0,1455301341709,38,subSuperTrial,basic33,convertible,target,4,4,car,vehicle,rabbit,distractor,2,3,NA,animal,gloves,distractor,3,2,NA,clothing,car,,1455301338894,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
98,4633-0,1455301493981,51,subSuperTrial,basic23,sportsCar,target,3,2,car,vehicle,bathrobe,distractor,4,3,NA,clothing,train,distractor,2,4,NA,vehicle,car,,1455301485156,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
106,1997-d,1455301073158,14,subSuperTrial,basic23,sportsCar,target,4,4,car,vehicle,pretzels,distractor,3,3,NA,snack,train,distractor,2,2,NA,vehicle,car,,1455301071709,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
119,1997-d,1455301257811,41,subSuperTrial,basic33,minivan,target,3,4,car,vehicle,pretzels,distractor,2,2,NA,snack,snake,distractor,4,3,NA,animal,car,,1455301256320,car,minivan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
128,1997-d,1455301335935,53,subSuperTrial,basic22,convertible,target,3,4,car,vehicle,ambulance,distractor,2,2,NA,vehicle,train,distractor,4,3,NA,vehicle,silver car,,1455301334239,silver car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
131,1997-d,1455301428619,67,subSuperTrial,basic12,suv,target,4,3,car,vehicle,motorcycle,distractor,2,2,NA,vehicle,sedan,distractor,3,4,car,vehicle,white car,,1455301426937,white car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
137,8691-5,1455300995944,5,subSuperTrial,basic33,convertible,target,4,4,car,vehicle,pig,distractor,2,2,NA,animal,bed,distractor,3,3,NA,furniture,car,,1455300994509,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
149,8691-5,1455301156372,31,subSuperTrial,basic33,suv,target,4,2,car,vehicle,wardrobe,distractor,3,4,NA,furniture,ivy,distractor,2,3,NA,plant,car,,1455301153888,car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
151,8691-5,1455301172374,34,subSuperTrial,basic12,sportsCar,target,4,4,car,vehicle,sedan,distractor,2,3,car,vehicle,train,distractor,3,2,NA,vehicle,gray car,,1455301170193,gray car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
163,8691-5,1455301301601,58,subSuperTrial,basic23,minivan,target,3,2,car,vehicle,ambulance,distractor,4,3,NA,vehicle,rabbit,distractor,2,4,NA,animal,car,,1455301298017,car,minivan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
192,3791-8,1455301520020,49,subSuperTrial,basic22,convertible,target,3,4,car,vehicle,motorcycle,distractor,2,2,NA,vehicle,ambulance,distractor,4,3,NA,vehicle,car,,1455301518583,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
199,3791-8,1455301595340,60,subSuperTrial,basic23,sportsCar,target,4,3,car,vehicle,kitten,distractor,2,2,NA,animal,train,distractor,3,4,NA,vehicle,car,,1455301593877,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
211,5664-b,1455301100886,9,subSuperTrial,basic12,suv,target,2,3,car,vehicle,sedan,distractor,3,2,car,vehicle,train,distractor,4,4,NA,vehicle,white car,,1455301099223,white car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
215,5664-b,1455301164248,18,subSuperTrial,basic23,convertible,target,2,4,car,vehicle,train,distractor,3,2,NA,vehicle,bison,distractor,4,3,NA,animal,car,,1455301162725,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
223,5664-b,1455301272855,35,subSuperTrial,basic33,sportsCar,target,3,3,car,vehicle,lobster,distractor,2,2,NA,animal,rosemary,distractor,4,4,NA,plant,car,,1455301271234,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
285,9165-a,1455301153406,13,subSuperTrial,basic33,convertible,target,4,4,car,vehicle,lamp,distractor,2,2,NA,furniture,pretzels,distractor,3,3,NA,snack,car,,1455301150905,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
306,9165-a,1455301443837,57,subSuperTrial,basic33,sportsCar,target,3,3,car,vehicle,dress,distractor,4,2,NA,clothing,bison,distractor,2,4,NA,animal,car,,1455301441987,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
316,1749-c,1455301002999,3,subSuperTrial,basic33,sportsCar,target,3,3,car,vehicle,popcorn,distractor,2,4,NA,snack,bathrobe,distractor,4,2,NA,clothing,Car,,1455301002005,Car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
