"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"708"	"3084-5"	1455302096231	39	"subSuperTrial"	"basic22"	"picnicTable"	"target"	3	4	"table"	"furniture"	"wardrobe"	"distractor"	2	3	NA	"furniture"	"bed"	"distractor"	4	2	NA	"furniture"	"picnic table"	""	"1455302092866"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"739"	"3197-1"	1455301596861	26	"subSuperTrial"	"basic23"	"picnicTable"	"target"	3	4	"table"	"furniture"	"rabbit"	"distractor"	2	3	NA	"animal"	"wardrobe"	"distractor"	4	2	NA	"furniture"	"picnic table"	""	"1455301595357"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"789"	"5611-0"	1455301757571	57	"subSuperTrial"	"basic33"	"picnicTable"	"target"	3	4	"table"	"furniture"	"rosemary"	"distractor"	2	3	NA	"plant"	"horse"	"distractor"	4	2	NA	"animal"	"bench"	""	"1455301756492"	"bench"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"817"	"4205-4"	1455301758806	45	"subSuperTrial"	"basic23"	"picnicTable"	"target"	4	3	"table"	"furniture"	"bed"	"distractor"	2	2	NA	"furniture"	"pottedPlant"	"distractor"	3	4	NA	"plant"	"picnic table"	""	"1455301757075"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"862"	"9554-c"	1455301935213	58	"subSuperTrial"	"basic33"	"picnicTable"	"target"	2	3	"table"	"furniture"	"cow"	"distractor"	3	2	NA	"animal"	"dress"	"distractor"	4	4	NA	"clothing"	"bench"	""	"1455301934080"	"bench"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"955"	"0327-7"	1455301806573	23	"subSuperTrial"	"basic22"	"picnicTable"	"target"	4	2	"table"	"furniture"	"wardrobe"	"distractor"	3	3	NA	"furniture"	"bookcase"	"distractor"	2	4	NA	"furniture"	"picnic table"	""	"1455301805235"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"997"	"7949-f"	1455301959108	36	"subSuperTrial"	"basic12"	"picnicTable"	"target"	2	2	"table"	"furniture"	"sideTable"	"distractor"	3	4	"table"	"furniture"	"lamp"	"distractor"	4	3	NA	"furniture"	"picnic"	""	"1455301957979"	"picnic"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1032"	"0071-5"	1455302329515	33	"subSuperTrial"	"basic22"	"picnicTable"	"target"	3	2	"table"	"furniture"	"lamp"	"distractor"	2	3	NA	"furniture"	"bed"	"distractor"	4	4	NA	"furniture"	"piknik"	""	"1455302326458"	"piknik"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1175"	"1897-b"	1455302182211	13	"subSuperTrial"	"basic23"	"picnicTable"	"target"	4	3	"table"	"furniture"	"wardrobe"	"distractor"	3	4	NA	"furniture"	"horse"	"distractor"	2	2	NA	"animal"	"it is the picnic table"	""	"1455302179622"	"it is the picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1222"	"9617-1"	1455302448597	35	"subSuperTrial"	"basic12"	"picnicTable"	"target"	4	2	"table"	"furniture"	"sideTable"	"distractor"	2	4	"table"	"furniture"	"bed"	"distractor"	3	3	NA	"furniture"	"Park table/benches"	""	"1455302446903"	"Park table/benches"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1337"	"0585-7"	1455302677600	51	"subSuperTrial"	"basic12"	"picnicTable"	"target"	3	4	"table"	"furniture"	"sideTable"	"distractor"	4	2	"table"	"furniture"	"bookcase"	"distractor"	2	3	NA	"furniture"	"picnic table"	""	"1455302676489"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1364"	"3747-d"	1455302585027	31	"subSuperTrial"	"basic22"	"picnicTable"	"target"	4	2	"table"	"furniture"	"wardrobe"	"distractor"	2	3	NA	"furniture"	"bed"	"distractor"	3	4	NA	"furniture"	"picnic table"	""	"1455302583631"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1441"	"1448-1"	1455302879691	35	"subSuperTrial"	"basic23"	"picnicTable"	"target"	2	4	"table"	"furniture"	"lamp"	"distractor"	4	2	NA	"furniture"	"lobster"	"distractor"	3	3	NA	"animal"	"picnic table"	""	"1455302877554"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1538"	"0422-5"	1455303309932	19	"subSuperTrial"	"basic23"	"picnicTable"	"target"	3	4	"table"	"furniture"	"bed"	"distractor"	2	3	NA	"furniture"	"horse"	"distractor"	4	2	NA	"animal"	"click on the picnic table"	""	"1455303306990"	"click on the picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1606"	"1625-9"	1455304443106	53	"subSuperTrial"	"basic22"	"picnicTable"	"target"	2	4	"table"	"furniture"	"lamp"	"distractor"	3	3	NA	"furniture"	"bed"	"distractor"	4	2	NA	"furniture"	"picnic table"	""	"1455304432971"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1628"	"0244-4"	1455303965771	16	"subSuperTrial"	"basic22"	"picnicTable"	"target"	2	4	"table"	"furniture"	"bed"	"distractor"	4	3	NA	"furniture"	"wardrobe"	"distractor"	3	2	NA	"furniture"	"bench"	""	"1455303962837"	"bench"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1722"	"4509-7"	1455304968845	61	"subSuperTrial"	"basic12"	"picnicTable"	"target"	4	4	"table"	"furniture"	"wardrobe"	"distractor"	2	2	NA	"furniture"	"sideTable"	"distractor"	3	3	"table"	"furniture"	"picnic table"	""	"1455304966660"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1753"	"5699-7"	1455305960907	53	"subSuperTrial"	"basic12"	"picnicTable"	"target"	4	4	"table"	"furniture"	"sideTable"	"distractor"	2	2	"table"	"furniture"	"bookcase"	"distractor"	3	3	NA	"furniture"	"picnic table"	""	"1455305958244"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1807"	"6625-1"	1455305816162	12	"subSuperTrial"	"basic33"	"picnicTable"	"target"	3	2	"table"	"furniture"	"cow"	"distractor"	4	3	NA	"animal"	"ivy"	"distractor"	2	4	NA	"plant"	"picnic table"	""	"1455305814537"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2006"	"6517-b"	1455307345947	68	"subSuperTrial"	"basic12"	"picnicTable"	"target"	4	2	"table"	"furniture"	"sideTable"	"distractor"	2	3	"table"	"furniture"	"wardrobe"	"distractor"	3	4	NA	"furniture"	"picnic table"	""	"1455307344087"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2022"	"3188-4"	1455304194067	29	"subSuperTrial"	"basic22"	"picnicTable"	"target"	3	2	"table"	"furniture"	"lamp"	"distractor"	4	3	NA	"furniture"	"wardrobe"	"distractor"	2	4	NA	"furniture"	"picnic table"	""	"1455304192738"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2095"	"6344-9"	1455311909643	36	"subSuperTrial"	"basic22"	"picnicTable"	"target"	2	4	"table"	"furniture"	"wardrobe"	"distractor"	3	2	NA	"furniture"	"bookcase"	"distractor"	4	3	NA	"furniture"	"bench"	""	"1455311907678"	"bench"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2141"	"0189-3"	1455315965722	53	"subSuperTrial"	"basic22"	"picnicTable"	"target"	3	2	"table"	"furniture"	"wardrobe"	"distractor"	4	3	NA	"furniture"	"bookcase"	"distractor"	2	4	NA	"furniture"	"picnic table"	""	"1455315964572"	"picnic table"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2183"	"9173-f"	1455315475782	62	"subSuperTrial"	"basic12"	"picnicTable"	"target"	4	2	"table"	"furniture"	"lamp"	"distractor"	2	3	NA	"furniture"	"sideTable"	"distractor"	3	4	"table"	"furniture"	"picnic"	""	"1455315473654"	"picnic"	"picnicTable"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
