"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"87"	"4633-0"	1455301289431	33	"subSuperTrial"	"basic12"	"catfish"	"target"	3	2	"fish"	"animal"	"discusFish"	"distractor"	4	4	"fish"	"animal"	"horse"	"distractor"	2	3	NA	"animal"	"catfish"	""	"1455301287226"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"299"	"9165-a"	1455301328905	39	"subSuperTrial"	"basic23"	"catfish"	"target"	2	2	"fish"	"animal"	"lobster"	"distractor"	3	4	NA	"animal"	"pretzels"	"distractor"	4	3	NA	"snack"	"catfish"	""	"1455301327393"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"338"	"1749-c"	1455301283451	46	"subSuperTrial"	"basic12"	"catfish"	"target"	4	3	"fish"	"animal"	"elephant"	"distractor"	3	4	NA	"animal"	"discusFish"	"distractor"	2	2	"fish"	"animal"	"catfish"	""	"1455301282243"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"366"	"4242-5"	1455301437454	36	"subSuperTrial"	"basic22"	"catfish"	"target"	2	2	"fish"	"animal"	"rhino"	"distractor"	3	4	NA	"animal"	"crocodile"	"distractor"	4	3	NA	"animal"	"the catfish"	""	"1455301436549"	"the catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"546"	"0842-a"	1455301538582	31	"subSuperTrial"	"basic12"	"catfish"	"target"	4	3	"fish"	"animal"	"discusFish"	"distractor"	3	4	"fish"	"animal"	"iguana"	"distractor"	2	2	NA	"animal"	"catfish"	""	"1455301536377"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"606"	"8691-9"	1455301314650	5	"subSuperTrial"	"basic12"	"catfish"	"target"	3	3	"fish"	"animal"	"discusFish"	"distractor"	2	4	"fish"	"animal"	"kitten"	"distractor"	4	2	NA	"animal"	"catfish"	""	"1455301313077"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"702"	"3084-5"	1455301784462	21	"subSuperTrial"	"basic12"	"catfish"	"target"	3	3	"fish"	"animal"	"discusFish"	"distractor"	4	4	"fish"	"animal"	"rabbit"	"distractor"	2	2	NA	"animal"	"catfish"	""	"1455301756581"	"catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"730"	"3197-1"	1455301449618	8	"subSuperTrial"	"basic22"	"catfish"	"target"	2	3	"fish"	"animal"	"snake"	"distractor"	4	2	NA	"animal"	"iguana"	"distractor"	3	4	NA	"animal"	"Catfish"	""	"1455301447918"	"Catfish"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1062"	"3676-c"	1455302019114	22	"subSuperTrial"	"basic22"	"catfish"	"target"	2	2	"fish"	"animal"	"snake"	"distractor"	3	4	NA	"animal"	"kitten"	"distractor"	4	3	NA	"animal"	"bass"	""	"1455302013366"	"bass"	"catfish"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1114"	"6426-3"	1455303293915	58	"subSuperTrial"	"basic23"	"catfish"	"target"	3	4	"fish"	"animal"	"hamster"	"distractor"	4	3	NA	"animal"	"train"	"distractor"	2	2	NA	"vehicle"	"catfish___ gross looking"	""	"1455303274309"	"catfish  gross looking"	"catfish"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
