"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"36"	"2298-c"	1455301266969	72	"subSuperTrial"	"basic12"	"skittles"	"target"	2	2	"candy"	"snack"	"candyCorn"	"distractor"	4	3	"candy"	"snack"	"popcorn"	"distractor"	3	4	NA	"snack"	"Skittles"	""	"1455301265668"	"Skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"169"	"8691-5"	1455301361103	69	"subSuperTrial"	"basic33"	"skittles"	"target"	2	2	"candy"	"snack"	"pottedPlant"	"distractor"	3	4	NA	"plant"	"gloves"	"distractor"	4	3	NA	"clothing"	"skittles"	""	"1455301359395"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"202"	"3791-8"	1455301635926	65	"subSuperTrial"	"basic33"	"skittles"	"target"	4	3	"candy"	"snack"	"ivy"	"distractor"	2	2	NA	"plant"	"squirrel"	"distractor"	3	4	NA	"animal"	"skittles"	""	"1455301634069"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"216"	"5664-b"	1455301177186	20	"subSuperTrial"	"basic22"	"skittles"	"target"	2	4	"candy"	"snack"	"cookies"	"distractor"	3	3	NA	"snack"	"pretzels"	"distractor"	4	2	NA	"snack"	"skittles"	""	"1455301175965"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"347"	"1749-c"	1455301425063	67	"subSuperTrial"	"basic12"	"skittles"	"target"	4	3	"candy"	"snack"	"chips"	"distractor"	2	4	NA	"snack"	"candyCorn"	"distractor"	3	2	"candy"	"snack"	"M & M's"	""	"1455301423552"	"M & M's"	"skittles"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"395"	"9973-0"	1455301173850	24	"subSuperTrial"	"basic12"	"skittles"	"target"	4	4	"candy"	"snack"	"candyCorn"	"distractor"	3	3	"candy"	"snack"	"chips"	"distractor"	2	2	NA	"snack"	"skittles"	""	"1455301172140"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"441"	"4855-c"	1455301382853	40	"subSuperTrial"	"basic12"	"skittles"	"target"	4	3	"candy"	"snack"	"candyCorn"	"distractor"	2	2	"candy"	"snack"	"pretzels"	"distractor"	3	4	NA	"snack"	"skittles"	""	"1455301381262"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"466"	"4886-d"	1455301242986	18	"subSuperTrial"	"basic33"	"skittles"	"target"	4	2	"candy"	"snack"	"pig"	"distractor"	3	4	NA	"animal"	"grasses"	"distractor"	2	3	NA	"plant"	"s"	""	"1455301240141"	"s"	"skittles"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"517"	"6879-8"	1455301365530	42	"subSuperTrial"	"basic23"	"skittles"	"target"	3	4	"candy"	"snack"	"cookies"	"distractor"	2	3	NA	"snack"	"lion"	"distractor"	4	2	NA	"animal"	"skittles"	""	"1455301364513"	"skittles"	"skittles"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"547"	"0842-a"	1455301554144	33	"subSuperTrial"	"basic12"	"skittles"	"target"	2	3	"candy"	"snack"	"chips"	"distractor"	3	4	NA	"snack"	"candyCorn"	"distractor"	4	2	"candy"	"snack"	"mm"	""	"1455301551997"	"mm"	"skittles"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
