"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"54"	"2662-0"	1455301371145	40	"subSuperTrial"	"basic12"	"polarBear"	"target"	2	4	"bear"	"animal"	"koalaBear"	"distractor"	4	3	"bear"	"animal"	"pig"	"distractor"	3	2	NA	"animal"	"polar"	""	"1455301369702"	"polar"	"polarBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"180"	"3791-8"	1455301336403	26	"subSuperTrial"	"basic12"	"polarBear"	"target"	2	4	"bear"	"animal"	"bison"	"distractor"	3	3	NA	"animal"	"koalaBear"	"distractor"	4	2	"bear"	"animal"	"polar bear"	""	"1455301334352"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"229"	"5664-b"	1455301337530	44	"subSuperTrial"	"basic12"	"polarBear"	"target"	4	4	"bear"	"animal"	"elephant"	"distractor"	2	3	NA	"animal"	"koalaBear"	"distractor"	3	2	"bear"	"animal"	"polar bear"	""	"1455301335949"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"293"	"9165-a"	1455301229722	24	"subSuperTrial"	"basic22"	"polarBear"	"target"	3	2	"bear"	"animal"	"squirrel"	"distractor"	2	3	NA	"animal"	"iguana"	"distractor"	4	4	NA	"animal"	"polar bear"	""	"1455301227967"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"337"	"1749-c"	1455301277008	45	"subSuperTrial"	"basic22"	"polarBear"	"target"	3	2	"bear"	"animal"	"squirrel"	"distractor"	2	3	NA	"animal"	"horse"	"distractor"	4	4	NA	"animal"	"polar bear"	""	"1455301275582"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"501"	"6879-8"	1455301223308	12	"subSuperTrial"	"basic12"	"polarBear"	"target"	4	2	"bear"	"animal"	"elephant"	"distractor"	3	4	NA	"animal"	"koalaBear"	"distractor"	2	3	"bear"	"animal"	"polar bear"	""	"1455301222360"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"742"	"3197-1"	1455301623525	30	"subSuperTrial"	"basic12"	"polarBear"	"target"	4	3	"bear"	"animal"	"crocodile"	"distractor"	2	2	NA	"animal"	"koalaBear"	"distractor"	3	4	"bear"	"animal"	"polar bear"	""	"1455301622111"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"792"	"5611-0"	1455301780541	62	"subSuperTrial"	"basic22"	"polarBear"	"target"	3	3	"bear"	"animal"	"cow"	"distractor"	4	4	NA	"animal"	"lobster"	"distractor"	2	2	NA	"animal"	"polar"	""	"1455301779524"	"polar"	"polarBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"875"	"8344-c"	1455301699680	8	"subSuperTrial"	"basic12"	"polarBear"	"target"	2	4	"bear"	"animal"	"rabbit"	"distractor"	4	2	NA	"animal"	"koalaBear"	"distractor"	3	3	"bear"	"animal"	"polar bear"	""	"1455301698123"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"969"	"0327-7"	1455301946946	50	"subSuperTrial"	"basic22"	"polarBear"	"target"	4	3	"bear"	"animal"	"crocodile"	"distractor"	2	2	NA	"animal"	"bison"	"distractor"	3	4	NA	"animal"	"polar bear"	""	"1455301944682"	"polar bear"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1048"	"0071-5"	1455302806054	69	"subSuperTrial"	"basic33"	"polarBear"	"target"	3	2	"bear"	"animal"	"train"	"distractor"	2	3	NA	"vehicle"	"lamp"	"distractor"	4	4	NA	"furniture"	"polar.~~~"	""	"1455302804098"	"polar.~~~"	"polarBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1063"	"3676-c"	1455302030416	23	"subSuperTrial"	"basic12"	"polarBear"	"target"	4	2	"bear"	"animal"	"koalaBear"	"distractor"	2	4	"bear"	"animal"	"pig"	"distractor"	3	3	NA	"animal"	"polar"	""	"1455302027670"	"polar"	"polarBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1111"	"6426-3"	1455303087368	50	"subSuperTrial"	"basic12"	"polarBear"	"target"	2	3	"bear"	"animal"	"koalaBear"	"distractor"	3	2	"bear"	"animal"	"crocodile"	"distractor"	4	4	NA	"animal"	"seated polar bear looking at camera"	""	"1455303080098"	"seated polar bear looking at camera"	"polarBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
