"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"5"	"2298-c"	1455300999612	16	"subSuperTrial"	"basic12"	"husky"	"target"	4	3	"dog"	"animal"	"greyhound"	"distractor"	3	2	"dog"	"animal"	"hamster"	"distractor"	2	4	NA	"animal"	"Wolf"	""	"1455300997858"	"Wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"132"	"1997-d"	1455301437058	68	"subSuperTrial"	"basic12"	"husky"	"target"	3	2	"dog"	"animal"	"elephant"	"distractor"	4	4	NA	"animal"	"greyhound"	"distractor"	2	3	"dog"	"animal"	"husky"	""	"1455301435351"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"187"	"3791-8"	1455301439420	38	"subSuperTrial"	"basic12"	"husky"	"target"	4	2	"dog"	"animal"	"horse"	"distractor"	3	4	NA	"animal"	"greyhound"	"distractor"	2	3	"dog"	"animal"	"husky"	""	"1455301437993"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"317"	"1749-c"	1455301011051	4	"subSuperTrial"	"basic12"	"husky"	"target"	2	2	"dog"	"animal"	"greyhound"	"distractor"	4	4	"dog"	"animal"	"crocodile"	"distractor"	3	3	NA	"animal"	"Wolf"	""	"1455301009558"	"Wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"448"	"4855-c"	1455301524897	56	"subSuperTrial"	"basic12"	"husky"	"target"	4	2	"dog"	"animal"	"rabbit"	"distractor"	2	3	NA	"animal"	"greyhound"	"distractor"	3	4	"dog"	"animal"	"husky"	""	"1455301522134"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"550"	"0842-a"	1455301609198	41	"subSuperTrial"	"basic22"	"husky"	"target"	3	4	"dog"	"animal"	"rhino"	"distractor"	2	2	NA	"animal"	"kitten"	"distractor"	4	3	NA	"animal"	"wolf"	""	"1455301606972"	"wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"645"	"4810-9"	1455301455815	19	"subSuperTrial"	"basic23"	"husky"	"target"	2	3	"dog"	"animal"	"elephant"	"distractor"	4	2	NA	"animal"	"motorcycle"	"distractor"	3	4	NA	"vehicle"	"husky"	""	"1455301454782"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"695"	"3084-5"	1455301552264	9	"subSuperTrial"	"basic22"	"husky"	"target"	2	2	"dog"	"animal"	"crocodile"	"distractor"	3	4	NA	"animal"	"snake"	"distractor"	4	3	NA	"animal"	"husky"	""	"1455301550683"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"974"	"0327-7"	1455302020410	64	"subSuperTrial"	"basic12"	"husky"	"target"	2	2	"dog"	"animal"	"iguana"	"distractor"	4	3	NA	"animal"	"greyhound"	"distractor"	3	4	"dog"	"animal"	"husky"	""	"1455302018206"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"986"	"7949-f"	1455301864735	19	"subSuperTrial"	"basic12"	"husky"	"target"	3	3	"dog"	"animal"	"cow"	"distractor"	2	4	NA	"animal"	"greyhound"	"distractor"	4	2	"dog"	"animal"	"husky"	""	"1455301863676"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1058"	"3676-c"	1455301949182	13	"subSuperTrial"	"basic12"	"husky"	"target"	3	3	"dog"	"animal"	"greyhound"	"distractor"	4	4	"dog"	"animal"	"sheep"	"distractor"	2	2	NA	"animal"	"huskie"	""	"1455301946644"	"huskie"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1120"	"6426-3"	1455303600737	69	"subSuperTrial"	"basic33"	"husky"	"target"	3	3	"dog"	"animal"	"pretzels"	"distractor"	4	2	NA	"snack"	"rosemary"	"distractor"	2	4	NA	"plant"	"husky dog facing left"	""	"1455303595142"	"husky dog facing left"	"husky"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1149"	"1984-6"	1455302251350	56	"subSuperTrial"	"basic12"	"husky"	"target"	2	2	"dog"	"animal"	"crocodile"	"distractor"	4	4	NA	"animal"	"greyhound"	"distractor"	3	3	"dog"	"animal"	"wolf"	""	"1455302249767"	"wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1171"	"1897-b"	1455302111849	7	"subSuperTrial"	"basic33"	"husky"	"target"	3	3	"dog"	"animal"	"dress"	"distractor"	2	4	NA	"clothing"	"bed"	"distractor"	4	2	NA	"furniture"	"it is the husky"	""	"1455302109693"	"it is the husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1209"	"9617-1"	1455302285707	13	"subSuperTrial"	"basic22"	"husky"	"target"	3	2	"dog"	"animal"	"elephant"	"distractor"	2	4	NA	"animal"	"rabbit"	"distractor"	4	3	NA	"animal"	"Wolf"	""	"1455302283663"	"Wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1260"	"1511-d"	1455302475361	46	"subSuperTrial"	"basic12"	"husky"	"target"	3	2	"dog"	"animal"	"snake"	"distractor"	4	4	NA	"animal"	"greyhound"	"distractor"	2	3	"dog"	"animal"	"wolf"	""	"1455302473737"	"wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1307"	"6588-d"	1455303151880	65	"subSuperTrial"	"basic23"	"husky"	"target"	2	2	"dog"	"animal"	"bookcase"	"distractor"	3	3	NA	"furniture"	"elephant"	"distractor"	4	4	NA	"animal"	"wolf"	""	"1455303150342"	"wolf"	"husky"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1380"	"3747-d"	1455302827678	64	"subSuperTrial"	"basic33"	"husky"	"target"	3	2	"dog"	"animal"	"train"	"distractor"	4	3	NA	"vehicle"	"popcorn"	"distractor"	2	4	NA	"snack"	"husky"	""	"1455302826290"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1399"	"2785-6"	1455302768469	33	"subSuperTrial"	"basic23"	"husky"	"target"	3	2	"dog"	"animal"	"squirrel"	"distractor"	4	3	NA	"animal"	"motorcycle"	"distractor"	2	4	NA	"vehicle"	"husky"	""	"1455302767175"	"husky"	"husky"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
