condition,target,priorWeight,label,prob
item12,rose,0.005,type,0.5460
item12,rose,0.005,basicLevel,0.2712
item12,rose,0.005,superDomain,0.1828
item12,tulip,0.005,type,0.5410
item12,tulip,0.005,basicLevel,0.2742
item12,tulip,0.005,superDomain,0.1848
item12,daisy,0.005,type,0.5423
item12,daisy,0.005,basicLevel,0.2734
item12,daisy,0.005,superDomain,0.1843
item12,sunflower,0.005,type,0.5365
item12,sunflower,0.005,basicLevel,0.2769
item12,sunflower,0.005,superDomain,0.1866
item22,rose,0.005,type,0.4296
item22,rose,0.005,basicLevel,0.4267
item22,rose,0.005,superDomain,0.1438
item22,tulip,0.005,type,0.4245
item22,tulip,0.005,basicLevel,0.4304
item22,tulip,0.005,superDomain,0.1450
item22,daisy,0.005,type,0.4259
item22,daisy,0.005,basicLevel,0.4294
item22,daisy,0.005,superDomain,0.1447
item22,sunflower,0.005,type,0.4202
item22,sunflower,0.005,basicLevel,0.4337
item22,sunflower,0.005,superDomain,0.1461
item23,rose,0.005,type,0.4007
item23,rose,0.005,basicLevel,0.3981
item23,rose,0.005,superDomain,0.2012
item23,tulip,0.005,type,0.3958
item23,tulip,0.005,basicLevel,0.4013
item23,tulip,0.005,superDomain,0.2028
item23,daisy,0.005,type,0.3971
item23,daisy,0.005,basicLevel,0.4005
item23,daisy,0.005,superDomain,0.2024
item23,sunflower,0.005,type,0.3916
item23,sunflower,0.005,basicLevel,0.4042
item23,sunflower,0.005,superDomain,0.2043
item33,rose,0.005,type,0.3336
item33,rose,0.005,basicLevel,0.3314
item33,rose,0.005,superDomain,0.3350
item33,tulip,0.005,type,0.3291
item33,tulip,0.005,basicLevel,0.3336
item33,tulip,0.005,superDomain,0.3373
item33,daisy,0.005,type,0.3303
item33,daisy,0.005,basicLevel,0.3330
item33,daisy,0.005,superDomain,0.3367
item33,sunflower,0.005,type,0.3251
item33,sunflower,0.005,basicLevel,0.3356
item33,sunflower,0.005,superDomain,0.3393
