condition,target,priorWeight,label,prob
item12,gummyBears,0.005,type,0.5317
item12,gummyBears,0.005,basicLevel,0.2812
item12,gummyBears,0.005,superDomain,0.1871
item12,jellyBeans,0.005,type,0.5349
item12,jellyBeans,0.005,basicLevel,0.2793
item12,jellyBeans,0.005,superDomain,0.1858
item12,skittles,0.005,type,0.5366
item12,skittles,0.005,basicLevel,0.2782
item12,skittles,0.005,superDomain,0.1851
item12,mnMs,0.005,type,0.5337
item12,mnMs,0.005,basicLevel,0.2800
item12,mnMs,0.005,superDomain,0.1863
item22,gummyBears,0.005,type,0.4150
item22,gummyBears,0.005,basicLevel,0.4389
item22,gummyBears,0.005,superDomain,0.1460
item22,jellyBeans,0.005,type,0.4181
item22,jellyBeans,0.005,basicLevel,0.4366
item22,jellyBeans,0.005,superDomain,0.1453
item22,skittles,0.005,type,0.4198
item22,skittles,0.005,basicLevel,0.4353
item22,skittles,0.005,superDomain,0.1448
item22,mnMs,0.005,type,0.4170
item22,mnMs,0.005,basicLevel,0.4375
item22,mnMs,0.005,superDomain,0.1456
item23,gummyBears,0.005,type,0.3868
item23,gummyBears,0.005,basicLevel,0.4091
item23,gummyBears,0.005,superDomain,0.2042
item23,jellyBeans,0.005,type,0.3898
item23,jellyBeans,0.005,basicLevel,0.4070
item23,jellyBeans,0.005,superDomain,0.2031
item23,skittles,0.005,type,0.3915
item23,skittles,0.005,basicLevel,0.4059
item23,skittles,0.005,superDomain,0.2026
item23,mnMs,0.005,type,0.3887
item23,mnMs,0.005,basicLevel,0.4078
item23,mnMs,0.005,superDomain,0.2035
item33,gummyBears,0.005,type,0.3212
item33,gummyBears,0.005,basicLevel,0.3397
item33,gummyBears,0.005,superDomain,0.3391
item33,jellyBeans,0.005,type,0.3240
item33,jellyBeans,0.005,basicLevel,0.3383
item33,jellyBeans,0.005,superDomain,0.3377
item33,skittles,0.005,type,0.3255
item33,skittles,0.005,basicLevel,0.3375
item33,skittles,0.005,superDomain,0.3369
item33,mnMs,0.005,type,0.3230
item33,mnMs,0.005,basicLevel,0.3388
item33,mnMs,0.005,superDomain,0.3382
