condition,target,priorWeight,label,prob
item12,poloShirt,0.005,type,0.5359
item12,poloShirt,0.005,basicLevel,0.2801
item12,poloShirt,0.005,superDomain,0.1840
item12,dressShirt,0.005,type,0.5346
item12,dressShirt,0.005,basicLevel,0.2808
item12,dressShirt,0.005,superDomain,0.1845
item12,hawaiiShirt,0.005,type,0.5255
item12,hawaiiShirt,0.005,basicLevel,0.2863
item12,hawaiiShirt,0.005,superDomain,0.1881
item12,tShirt,0.005,type,0.5390
item12,tShirt,0.005,basicLevel,0.2782
item12,tShirt,0.005,superDomain,0.1828
item22,poloShirt,0.005,type,0.4186
item22,poloShirt,0.005,basicLevel,0.4376
item22,poloShirt,0.005,superDomain,0.1438
item22,dressShirt,0.005,type,0.4174
item22,dressShirt,0.005,basicLevel,0.4385
item22,dressShirt,0.005,superDomain,0.1441
item22,hawaiiShirt,0.005,type,0.4085
item22,hawaiiShirt,0.005,basicLevel,0.4452
item22,hawaiiShirt,0.005,superDomain,0.1463
item22,tShirt,0.005,type,0.4217
item22,tShirt,0.005,basicLevel,0.4353
item22,tShirt,0.005,superDomain,0.1430
item23,poloShirt,0.005,type,0.3905
item23,poloShirt,0.005,basicLevel,0.4083
item23,poloShirt,0.005,superDomain,0.2012
item23,dressShirt,0.005,type,0.3894
item23,dressShirt,0.005,basicLevel,0.4091
item23,dressShirt,0.005,superDomain,0.2016
item23,hawaiiShirt,0.005,type,0.3807
item23,hawaiiShirt,0.005,basicLevel,0.4149
item23,hawaiiShirt,0.005,superDomain,0.2044
item23,tShirt,0.005,type,0.3936
item23,tShirt,0.005,basicLevel,0.4062
item23,tShirt,0.005,superDomain,0.2002
item33,poloShirt,0.005,type,0.3251
item33,poloShirt,0.005,basicLevel,0.3399
item33,poloShirt,0.005,superDomain,0.3350
item33,dressShirt,0.005,type,0.3240
item33,dressShirt,0.005,basicLevel,0.3404
item33,dressShirt,0.005,superDomain,0.3355
item33,hawaiiShirt,0.005,type,0.3161
item33,hawaiiShirt,0.005,basicLevel,0.3445
item33,hawaiiShirt,0.005,superDomain,0.3395
item33,tShirt,0.005,type,0.3279
item33,tShirt,0.005,basicLevel,0.3385
item33,tShirt,0.005,superDomain,0.3336
