condition,TargetColor,TargetType,Dist1Color,Dist1Type,Dist2Color,Dist2Type,value,prob,MCMCprob
overinformative,yellow,banana,pink,carrot,green,pear,banana,0.5160298095742548,0
overinformative,yellow,banana,pink,carrot,green,pear,yellow,0.08563349709541314,0
overinformative,blue,apple,orange,pear,orange,pepper,orange_pepper,3.9863462957887376e-10,0
overinformative,blue,apple,orange,pear,orange,pepper,pepper,5.565131652598534e-9,0
overinformative,blue,apple,orange,pear,orange,pepper,orange_pear,2.393556798488655e-9,0
overinformative,blue,apple,orange,pear,orange,pepper,pear,6.066057508515375e-8,0
overinformative,blue,apple,orange,pear,orange,pepper,orange,6.850963660899297e-11,0
overinformative,blue,apple,orange,pear,orange,pepper,blue_apple,0.5906879806287696,0
overinformative,blue,apple,orange,pear,orange,pepper,apple,0.1268625655973871,0
overinformative,blue,apple,orange,pear,orange,pepper,blue,0.28244938468743563,0
overinformative,brown,carrot,green,apple,orange,pear,orange_pear,1.7013817494228697e-8,0
overinformative,brown,carrot,green,apple,orange,pear,pear,1.3552970331816196e-7,0
overinformative,brown,carrot,green,apple,orange,pear,orange,9.04602144272726e-9,0
overinformative,brown,carrot,green,apple,orange,pear,green_apple,1.7832685638069529e-10,0
overinformative,brown,carrot,green,apple,orange,pear,apple,4.760047645698713e-10,0
overinformative,brown,carrot,green,apple,orange,pear,green,1.0164962403093773e-8,0
overinformative,brown,carrot,green,apple,orange,pear,brown_carrot,0.4554963119739271,0
overinformative,brown,carrot,green,apple,orange,pear,carrot,0.3000282455112843,0
overinformative,brown,carrot,green,apple,orange,pear,brown,0.24447527010595219,0
informative,red,pepper,green,avocado,black,pepper,black_pepper,4.6918451728869064e-8,0
informative,red,pepper,green,avocado,black,pepper,black,1.2245304730084707e-9,0
informative,red,pepper,green,avocado,black,pepper,green_avocado,2.651915395976421e-10,0
informative,red,pepper,green,avocado,black,pepper,avocado,5.870370558863874e-10,0
informative,red,pepper,green,avocado,black,pepper,green,3.0817414351454836e-7,0
informative,red,pepper,green,avocado,black,pepper,red_pepper,0.526679581317414,0
informative,red,pepper,green,avocado,black,pepper,pepper,0.20754879131590004,0
informative,red,pepper,green,avocado,black,pepper,red,0.26577127019733154,0
overinformative,red,avocado,yellow,banana,yellow,pear,yellow_pear,8.51047955893849e-10,0
overinformative,red,avocado,yellow,banana,yellow,pear,pear,2.7118290596448823e-9,0
overinformative,red,avocado,yellow,banana,yellow,pear,yellow_banana,5.7760534948545554e-11,0
overinformative,red,avocado,yellow,banana,yellow,pear,banana,3.788912684435947e-10,0
overinformative,red,avocado,yellow,banana,yellow,pear,yellow,3.5267897657639945e-10,0
overinformative,red,avocado,yellow,banana,yellow,pear,red_avocado,0.48786072375884204,0
overinformative,red,avocado,yellow,banana,yellow,pear,avocado,0.43636197894760975,0
overinformative,red,avocado,yellow,banana,yellow,pear,red,0.07577729294134032,0
informative,green,apple,red,apple,black,pepper,black_pepper,6.151930946102351e-10,0
informative,green,apple,red,apple,black,pepper,pepper,2.7793420386405376e-7,0
informative,green,apple,red,apple,black,pepper,black,1.4520474017106148e-9,0
informative,green,apple,red,apple,black,pepper,red_apple,2.563656944582e-8,0
informative,green,apple,red,apple,black,pepper,red,3.747454730866989e-8,0
informative,green,apple,red,apple,black,pepper,green_apple,0.6627331451022048,0
informative,green,apple,red,apple,black,pepper,apple,0.027212570834594486,0
informative,green,apple,red,apple,black,pepper,green,0.31005394095063954,0
informative,green,tomato,yellow,banana,pink,tomato,pink_tomato,0.000027538446472893673,0
informative,green,tomato,yellow,banana,pink,tomato,pink,9.989317833818525e-7,0
informative,green,tomato,yellow,banana,pink,tomato,yellow_banana,9.461294033685094e-11,0
informative,green,tomato,yellow,banana,pink,tomato,banana,8.031208648483157e-10,0
informative,green,tomato,yellow,banana,pink,tomato,yellow,1.4049821489906823e-8,0
informative,green,tomato,yellow,banana,pink,tomato,green_tomato,0.5450698745262457,0
informative,green,tomato,yellow,banana,pink,tomato,tomato,0.20792081527987466,0
informative,green,tomato,yellow,banana,pink,tomato,green,0.246980757868068,0
overinformative,red,apple,orange,pear,yellow,pear,yellow_pear,1.5836989615797271e-10,0
overinformative,red,apple,orange,pear,yellow,pear,yellow,1.1296122300218655e-8,0
overinformative,red,apple,orange,pear,yellow,pear,orange_pear,2.802612169936769e-9,0
overinformative,red,apple,orange,pear,yellow,pear,pear,5.653395797309995e-11,0
overinformative,red,apple,orange,pear,yellow,pear,orange,2.7450263010587573e-9,0
overinformative,red,apple,orange,pear,yellow,pear,red_apple,0.39737559510116593,0
overinformative,red,apple,orange,pear,yellow,pear,apple,0.47207226544721403,0
overinformative,red,apple,orange,pear,yellow,pear,red,0.13055212239295547,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,pink_carrot,0.000007406408932901216,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,pink,0.0000013772254724025314,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,brown_carrot,2.4060557372534464e-9,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,carrot,6.602465063188376e-8,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,brown_banana,0.5755242364097275,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,banana,0.41704545543401816,0
overinformative-cc,brown,banana,brown,carrot,pink,carrot,brown,0.007421456091142662,0
overinformative,red,pepper,blue,apple,blue,banana,blue_banana,2.5381494824187104e-10,0
overinformative,red,pepper,blue,apple,blue,banana,banana,0.000007468766645189376,0
overinformative,red,pepper,blue,apple,blue,banana,blue_apple,2.3396545230026626e-10,0
overinformative,red,pepper,blue,apple,blue,banana,apple,0.000004175473224938073,0
overinformative,red,pepper,blue,apple,blue,banana,blue,3.8909100760341156e-12,0
overinformative,red,pepper,blue,apple,blue,banana,red_pepper,0.3863750295873044,0
overinformative,red,pepper,blue,apple,blue,banana,pepper,0.4525659141901486,0
overinformative,red,pepper,blue,apple,blue,banana,red,0.16104741149100552,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,red_pepper,6.10427497160523e-11,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,red,1.2272667203249185e-8,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,orange_pepper,1.0421592731644546e-9,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,pepper,3.12669151693881e-11,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,orange_carrot,0.3906038924280728,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,carrot,0.5966331103567393,0
overinformative-cc,orange,carrot,orange,pepper,red,pepper,orange,0.012762983808051659,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,orange_carrot,2.4277424529525413e-10,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,carrot,3.343226860174218e-10,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,orange,3.1217464194158435e-9,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,blue_apple,2.7188212920355017e-9,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,apple,0.000015055729875557381,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,blue_banana,0.8239557998353004,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,banana,0.16362953673949057,0
overinformative-cc,blue,banana,blue,apple,orange,carrot,blue,0.012399601277668627,0
overinformative-cc,green,apple,black,avocado,green,tomato,green_tomato,4.659159071946942e-9,0
overinformative-cc,green,apple,black,avocado,green,tomato,tomato,3.797118214228824e-8,0
overinformative-cc,green,apple,black,avocado,green,tomato,black_avocado,4.554071329132945e-10,0
overinformative-cc,green,apple,black,avocado,green,tomato,avocado,5.072563991498114e-9,0
overinformative-cc,green,apple,black,avocado,green,tomato,black,7.245861408983348e-11,0
overinformative-cc,green,apple,black,avocado,green,tomato,green_apple,0.37223205136373155,0
overinformative-cc,green,apple,black,avocado,green,tomato,apple,0.6237092923891261,0
overinformative-cc,green,apple,black,avocado,green,tomato,green,0.004058608016371447,0
informative,orange,pepper,green,avocado,red,pepper,red_pepper,8.843346513307765e-7,0
informative,orange,pepper,green,avocado,red,pepper,red,2.05567013712717e-8,0
informative,orange,pepper,green,avocado,red,pepper,green_avocado,1.2620935300497943e-9,0
informative,orange,pepper,green,avocado,red,pepper,avocado,6.121537306988076e-10,0
informative,orange,pepper,green,avocado,red,pepper,green,2.7243078626352725e-7,0
informative,orange,pepper,green,avocado,red,pepper,orange_pepper,0.6902170421190416,0
informative,orange,pepper,green,avocado,red,pepper,pepper,0.009694084072405016,0
informative,orange,pepper,green,avocado,red,pepper,orange,0.30008769461216717,0
overinformative,blue,apple,green,avocado,green,tomato,green_tomato,3.2551689849040466e-10,0
overinformative,blue,apple,green,avocado,green,tomato,tomato,3.880914637878284e-8,0
overinformative,blue,apple,green,avocado,green,tomato,green_avocado,1.9523000809443912e-10,0
overinformative,blue,apple,green,avocado,green,tomato,avocado,3.0944523139973927e-10,0
overinformative,blue,apple,green,avocado,green,tomato,green,4.873265274533845e-9,0
overinformative,blue,apple,green,avocado,green,tomato,blue_apple,0.5549546261599478,0
overinformative,blue,apple,green,avocado,green,tomato,apple,0.15661978195866771,0
overinformative,blue,apple,green,avocado,green,tomato,blue,0.2884255473687806,0
informative,blue,apple,green,apple,red,pepper,red_pepper,1.5331727941313952e-10,0
informative,blue,apple,green,apple,red,pepper,pepper,9.090645613837642e-10,0
informative,blue,apple,green,apple,red,pepper,red,2.227219978155075e-9,0
informative,blue,apple,green,apple,red,pepper,green_apple,1.598005233921308e-8,0
informative,blue,apple,green,apple,red,pepper,green,7.009694026728791e-8,0
informative,blue,apple,green,apple,red,pepper,blue_apple,0.6325424853281376,0
informative,blue,apple,green,apple,red,pepper,apple,0.000004934734393003365,0
informative,blue,apple,green,apple,red,pepper,blue,0.36745249057087487,0
overinformative,orange,carrot,yellow,pear,black,pepper,black_pepper,2.8344695649014635e-10,0
overinformative,orange,carrot,yellow,pear,black,pepper,pepper,1.8614340735379901e-7,0
overinformative,orange,carrot,yellow,pear,black,pepper,black,1.7844813034361075e-9,0
overinformative,orange,carrot,yellow,pear,black,pepper,yellow_pear,2.553600655580372e-10,0
overinformative,orange,carrot,yellow,pear,black,pepper,pear,4.1753661663839587e-10,0
overinformative,orange,carrot,yellow,pear,black,pepper,yellow,5.169350429160484e-7,0
overinformative,orange,carrot,yellow,pear,black,pepper,orange_carrot,0.38130408269243354,0
overinformative,orange,carrot,yellow,pear,black,pepper,carrot,0.5004302045996941,0
overinformative,orange,carrot,yellow,pear,black,pepper,orange,0.11826500688859727,0
overinformative,green,avocado,orange,pear,red,pepper,red_pepper,7.58371497028425e-10,0
overinformative,green,avocado,orange,pear,red,pepper,pepper,7.697836152425415e-10,0
overinformative,green,avocado,orange,pear,red,pepper,red,4.010768304514314e-10,0
overinformative,green,avocado,orange,pear,red,pepper,orange_pear,3.1396458709314013e-9,0
overinformative,green,avocado,orange,pear,red,pepper,pear,8.730910480087591e-8,0
overinformative,green,avocado,orange,pear,red,pepper,orange,8.308917221610754e-10,0
overinformative,green,avocado,orange,pear,red,pepper,green_avocado,0.4017684161398289,0
overinformative,green,avocado,orange,pear,red,pepper,avocado,0.500648211994886,0
overinformative,green,avocado,orange,pear,red,pepper,green,0.0975832786564109,0
informative,blue,banana,yellow,banana,pink,carrot,pink_carrot,0.0000087145358902716,0
informative,blue,banana,yellow,banana,pink,carrot,carrot,0.000005922182284333968,0
informative,blue,banana,yellow,banana,pink,carrot,pink,0.0000023816845684553775,0
informative,blue,banana,yellow,banana,pink,carrot,yellow_banana,4.003826153397496e-9,0
informative,blue,banana,yellow,banana,pink,carrot,yellow,1.760461642018465e-8,0
informative,blue,banana,yellow,banana,pink,carrot,blue_banana,0.6283707038342036,0
informative,blue,banana,yellow,banana,pink,carrot,banana,0.000001358830579481799,0
informative,blue,banana,yellow,banana,pink,carrot,blue,0.3716108973240313,0
overinformative,yellow,pear,green,avocado,brown,banana,brown_banana,7.870333624016386e-9,0
overinformative,yellow,pear,green,avocado,brown,banana,banana,2.904901697714198e-7,0
overinformative,yellow,pear,green,avocado,brown,banana,brown,4.7218269726015923e-8,0
overinformative,yellow,pear,green,avocado,brown,banana,green_avocado,1.0656424388346255e-8,0
overinformative,yellow,pear,green,avocado,brown,banana,avocado,1.4180662991217687e-10,0
overinformative,yellow,pear,green,avocado,brown,banana,green,2.7389237397309824e-7,0
overinformative,yellow,pear,green,avocado,brown,banana,yellow_pear,0.38874845868188646,0
overinformative,yellow,pear,green,avocado,brown,banana,pear,0.48780709629529556,0
overinformative,yellow,pear,green,avocado,brown,banana,yellow,0.12344381475343975,0
informative,brown,banana,green,avocado,blue,banana,blue_banana,2.0480378389186768e-8,0
informative,brown,banana,green,avocado,blue,banana,blue,6.102945896714205e-10,0
informative,brown,banana,green,avocado,blue,banana,green_avocado,2.070510978187281e-10,0
informative,brown,banana,green,avocado,blue,banana,avocado,4.1817184586417876e-10,0
informative,brown,banana,green,avocado,blue,banana,green,2.1353709103095913e-7,0
informative,brown,banana,green,avocado,blue,banana,brown_banana,0.5738372684992468,0
informative,brown,banana,green,avocado,blue,banana,banana,0.1325274400641957,0
informative,brown,banana,green,avocado,blue,banana,brown,0.29363505618357055,0
overinformative-cc,red,pepper,brown,banana,red,tomato,red_tomato,1.221561928178793e-8,0
overinformative-cc,red,pepper,brown,banana,red,tomato,tomato,1.4736769014105963e-10,0
overinformative-cc,red,pepper,brown,banana,red,tomato,brown_banana,7.654807696594622e-10,0
overinformative-cc,red,pepper,brown,banana,red,tomato,banana,1.1172202300332646e-7,0
overinformative-cc,red,pepper,brown,banana,red,tomato,brown,1.8942298889059586e-9,0
overinformative-cc,red,pepper,brown,banana,red,tomato,red_pepper,0.4432112595134848,0
overinformative-cc,red,pepper,brown,banana,red,tomato,pepper,0.5514749084453447,0
overinformative-cc,red,pepper,brown,banana,red,tomato,red,0.005313705296449998,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,yellow_banana,1.071246370987414e-10,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,banana,3.48368063602036e-10,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,green_avocado,1.2569677695219713e-8,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,avocado,1.6812967366811743e-10,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,green,3.359550607528222e-7,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,yellow_pear,0.4383437579767653,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,pear,0.5594540592713533,0
overinformative-cc,yellow,pear,green,avocado,yellow,banana,yellow,0.0022018336035207085,0
informative,red,apple,blue,apple,green,tomato,green_tomato,1.8245447132953e-10,0
informative,red,apple,blue,apple,green,tomato,tomato,1.0551624812352674e-7,0
informative,red,apple,blue,apple,green,tomato,green,2.6331898364637956e-9,0
informative,red,apple,blue,apple,green,tomato,blue_apple,3.068614921874373e-8,0
informative,red,apple,blue,apple,green,tomato,blue,1.1323129725553212e-9,0
informative,red,apple,blue,apple,green,tomato,red_apple,0.46612655931688496,0
informative,red,apple,blue,apple,green,tomato,apple,0.35426174454827813,0
informative,red,apple,blue,apple,green,tomato,red,0.17961155598448247,0
informative,red,tomato,orange,carrot,green,tomato,green_tomato,7.515598004128065e-8,0
informative,red,tomato,orange,carrot,green,tomato,green,1.0687871887652324e-8,0
informative,red,tomato,orange,carrot,green,tomato,orange_carrot,5.931236320633473e-9,0
informative,red,tomato,orange,carrot,green,tomato,carrot,1.5927454374775845e-10,0
informative,red,tomato,orange,carrot,green,tomato,orange,4.9968352819676095e-9,0
informative,red,tomato,orange,carrot,green,tomato,red_tomato,0.5316384853285355,0
informative,red,tomato,orange,carrot,green,tomato,tomato,0.17034072737140737,0
informative,red,tomato,orange,carrot,green,tomato,red,0.2980206903688592,0
overinformative-cc,green,apple,orange,pepper,green,tomato,green_tomato,4.514087271704407e-9,0
overinformative-cc,green,apple,orange,pepper,green,tomato,tomato,3.858331952818959e-8,0
overinformative-cc,green,apple,orange,pepper,green,tomato,orange_pepper,7.150458177491658e-10,0
overinformative-cc,green,apple,orange,pepper,green,tomato,pepper,2.1107384056053745e-9,0
overinformative-cc,green,apple,orange,pepper,green,tomato,orange,3.625802955713348e-9,0
overinformative-cc,green,apple,orange,pepper,green,tomato,green_apple,0.372213521935828,0
overinformative-cc,green,apple,orange,pepper,green,tomato,apple,0.6237960742959023,0
overinformative-cc,green,apple,orange,pepper,green,tomato,green,0.003990354219275436,0
overinformative,green,apple,brown,banana,pink,tomato,pink_tomato,5.340852114962516e-7,0
overinformative,green,apple,brown,banana,pink,tomato,tomato,0.00001432701454408365,0
overinformative,green,apple,brown,banana,pink,tomato,pink,0.00000195088256069603,0
overinformative,green,apple,brown,banana,pink,tomato,brown_banana,9.23413306466501e-10,0
overinformative,green,apple,brown,banana,pink,tomato,banana,2.849936398518941e-7,0
overinformative,green,apple,brown,banana,pink,tomato,brown,1.1001924997188215e-9,0
overinformative,green,apple,brown,banana,pink,tomato,green_apple,0.3704263041683894,0
overinformative,green,apple,brown,banana,pink,tomato,apple,0.4871725578607469,0
overinformative,green,apple,brown,banana,pink,tomato,green,0.14238403897130159,0
overinformative,green,pear,brown,carrot,pink,carrot,pink_carrot,0.0000024673090161737885,0
overinformative,green,pear,brown,carrot,pink,carrot,pink,0.0000010651431222671975,0
overinformative,green,pear,brown,carrot,pink,carrot,brown_carrot,5.93429552679415e-10,0
overinformative,green,pear,brown,carrot,pink,carrot,carrot,2.0950918325820704e-7,0
overinformative,green,pear,brown,carrot,pink,carrot,brown,1.0759829359322141e-9,0
overinformative,green,pear,brown,carrot,pink,carrot,green_pear,0.3908986629921841,0
overinformative,green,pear,brown,carrot,pink,carrot,pear,0.5105600270485812,0
overinformative,green,pear,brown,carrot,pink,carrot,green,0.09853756632850057,0
overinformative-cc,brown,banana,red,apple,brown,carrot,brown_carrot,2.7653011951539135e-9,0
overinformative-cc,brown,banana,red,apple,brown,carrot,carrot,8.515341589529654e-7,0
overinformative-cc,brown,banana,red,apple,brown,carrot,red_apple,8.742597066246533e-11,0
overinformative-cc,brown,banana,red,apple,brown,carrot,apple,4.0680428313097387e-10,0
overinformative-cc,brown,banana,red,apple,brown,carrot,red,1.963531239310134e-8,0
overinformative-cc,brown,banana,red,apple,brown,carrot,brown_banana,0.5992013887619501,0
overinformative-cc,brown,banana,red,apple,brown,carrot,banana,0.39398618397756485,0
overinformative-cc,brown,banana,red,apple,brown,carrot,brown,0.006811552831482202,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,brown_banana,8.122343088604389e-10,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,banana,5.683405368836191e-7,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,red_avocado,1.4827821511246672e-9,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,avocado,1.6273328198328764e-7,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,red,0.000004581176903524645,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,brown_carrot,0.5830122724235871,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,carrot,0.4113223507958098,0
overinformative-cc,brown,carrot,red,avocado,brown,banana,brown,0.005660062234864018,0
overinformative,red,tomato,brown,carrot,orange,carrot,orange_carrot,2.5547572422588947e-9,0
overinformative,red,tomato,brown,carrot,orange,carrot,orange,2.557634000909097e-9,0
overinformative,red,tomato,brown,carrot,orange,carrot,brown_carrot,4.2048959240241436e-10,0
overinformative,red,tomato,brown,carrot,orange,carrot,carrot,3.577763794894324e-11,0
overinformative,red,tomato,brown,carrot,orange,carrot,brown,1.1172312543197977e-8,0
overinformative,red,tomato,brown,carrot,orange,carrot,red_tomato,0.32528129080942925,0
overinformative,red,tomato,brown,carrot,orange,carrot,tomato,0.5232825419893954,0
overinformative,red,tomato,brown,carrot,orange,carrot,red,0.1514361504602045,0
informative,yellow,banana,brown,banana,green,tomato,green_tomato,1.87586387236773e-10,0
informative,yellow,banana,brown,banana,green,tomato,tomato,2.8500032690629403e-8,0
informative,yellow,banana,brown,banana,green,tomato,green,2.698235950484293e-9,0
informative,yellow,banana,brown,banana,green,tomato,brown_banana,2.439116912090955e-7,0
informative,yellow,banana,brown,banana,green,tomato,brown,4.969221275615704e-9,0
informative,yellow,banana,brown,banana,green,tomato,yellow_banana,0.5188603309195468,0
informative,yellow,banana,brown,banana,green,tomato,banana,0.24560543361750645,0
informative,yellow,banana,brown,banana,green,tomato,yellow,0.23553395519617934,0
overinformative,black,pepper,green,avocado,brown,banana,brown_banana,5.88639144452655e-10,0
overinformative,black,pepper,green,avocado,brown,banana,banana,3.679996414566361e-7,0
overinformative,black,pepper,green,avocado,brown,banana,brown,5.977981088191458e-9,0
overinformative,black,pepper,green,avocado,brown,banana,green_avocado,1.989470023135506e-10,0
overinformative,black,pepper,green,avocado,brown,banana,avocado,2.966372187281394e-10,0
overinformative,black,pepper,green,avocado,brown,banana,green,3.780532286973305e-7,0
overinformative,black,pepper,green,avocado,brown,banana,black_pepper,0.5034098156963512,0
overinformative,black,pepper,green,avocado,brown,banana,pepper,0.3188638710912232,0
overinformative,black,pepper,green,avocado,brown,banana,black,0.17772556009735102,0
overinformative,brown,carrot,green,apple,green,pear,green_pear,2.729440226330867e-10,0
overinformative,brown,carrot,green,apple,green,pear,pear,4.70122375866145e-10,0
overinformative,brown,carrot,green,apple,green,pear,green_apple,1.2940050991364737e-10,0
overinformative,brown,carrot,green,apple,green,pear,apple,4.4058657030641386e-10,0
overinformative,brown,carrot,green,apple,green,pear,green,1.1696301980130403e-9,0
overinformative,brown,carrot,green,apple,green,pear,brown_carrot,0.48302317289432106,0
overinformative,brown,carrot,green,apple,green,pear,carrot,0.26810924740183245,0
overinformative,brown,carrot,green,apple,green,pear,brown,0.24886757722116298,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,pink_tomato,0.000006389898173926104,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,tomato,0.00005114338031025897,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,red_apple,4.36855861581837e-10,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,apple,1.6707193410094732e-9,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,red,3.53006022844369e-7,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,pink_carrot,0.26758199858031606,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,carrot,0.7217164895503111,0
overinformative-cc,pink,carrot,red,apple,pink,tomato,pink,0.010643623477290781,0
overinformative-cc,black,avocado,black,pepper,green,tomato,green_tomato,1.1102819099101288e-10,0
overinformative-cc,black,avocado,black,pepper,green,tomato,tomato,6.042358450968938e-8,0
overinformative-cc,black,avocado,black,pepper,green,tomato,green,1.9405030652488746e-9,0
overinformative-cc,black,avocado,black,pepper,green,tomato,black_pepper,3.430201379779285e-9,0
overinformative-cc,black,avocado,black,pepper,green,tomato,pepper,5.875459112966462e-7,0
overinformative-cc,black,avocado,black,pepper,green,tomato,black_avocado,0.47718728416731754,0
overinformative-cc,black,avocado,black,pepper,green,tomato,avocado,0.5051975496641579,0
overinformative-cc,black,avocado,black,pepper,green,tomato,black,0.017614512717296023,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,orange_pepper,1.4224276684705747e-9,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,pepper,3.761877180467792e-9,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,green_avocado,1.1167089367461782e-10,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,avocado,1.9768882144052732e-10,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,green,1.0703625279828646e-7,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,orange_carrot,0.40442599096110166,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,carrot,0.5806169862771516,0
overinformative-cc,orange,carrot,green,avocado,orange,pepper,orange,0.014956910231829205,0
informative,green,pear,pink,carrot,yellow,pear,yellow_pear,0.00009744060258486887,0
informative,green,pear,pink,carrot,yellow,pear,yellow,0.000019228803376128558,0
informative,green,pear,pink,carrot,yellow,pear,pink_carrot,0.000016072784423597276,0
informative,green,pear,pink,carrot,yellow,pear,carrot,0.00002365920156992127,0
informative,green,pear,pink,carrot,yellow,pear,pink,0.000004598319592503399,0
informative,green,pear,pink,carrot,yellow,pear,green_pear,0.6634819029919528,0
informative,green,pear,pink,carrot,yellow,pear,pear,0.050332519059907155,0
informative,green,pear,pink,carrot,yellow,pear,green,0.2860245782365931,0
overinformative,pink,tomato,brown,banana,orange,carrot,orange_carrot,2.610545762331005e-10,0
overinformative,pink,tomato,brown,banana,orange,carrot,carrot,7.517116849512452e-10,0
overinformative,pink,tomato,brown,banana,orange,carrot,orange,6.050259095011796e-9,0
overinformative,pink,tomato,brown,banana,orange,carrot,brown_banana,1.0442220483614017e-9,0
overinformative,pink,tomato,brown,banana,orange,carrot,banana,4.296949153726969e-7,0
overinformative,pink,tomato,brown,banana,orange,carrot,brown,1.072354701911563e-9,0
overinformative,pink,tomato,brown,banana,orange,carrot,pink_tomato,0.5664873412408155,0
overinformative,pink,tomato,brown,banana,orange,carrot,tomato,0.2714873129246463,0
overinformative,pink,tomato,brown,banana,orange,carrot,pink,0.16202490696002048,0
informative,red,apple,blue,apple,black,avocado,black_avocado,1.7042332505374416e-10,0
informative,red,apple,blue,apple,black,avocado,avocado,9.666706482934876e-9,0
informative,red,apple,blue,apple,black,avocado,black,3.7138160403681376e-10,0
informative,red,apple,blue,apple,black,avocado,blue_apple,3.255959475916551e-8,0
informative,red,apple,blue,apple,black,avocado,blue,1.0824758683511004e-9,0
informative,red,apple,blue,apple,black,avocado,red_apple,0.4757232707148453,0
informative,red,apple,blue,apple,black,avocado,apple,0.3575019181886966,0
informative,red,apple,blue,apple,black,avocado,red,0.16677476724587592,0
informative,orange,pepper,pink,carrot,red,pepper,red_pepper,8.953521807420004e-7,0
informative,orange,pepper,pink,carrot,red,pepper,red,1.7538356643714906e-8,0
informative,orange,pepper,pink,carrot,red,pepper,pink_carrot,0.00002008602953183256,0
informative,orange,pepper,pink,carrot,red,pepper,carrot,0.000018974580914084954,0
informative,orange,pepper,pink,carrot,red,pepper,pink,0.000002037323284863543,0
informative,orange,pepper,pink,carrot,red,pepper,orange_pepper,0.7158260086752668,0
informative,orange,pepper,pink,carrot,red,pepper,pepper,0.009409200026217587,0
informative,orange,pepper,pink,carrot,red,pepper,orange,0.2747227804742477,0
overinformative,brown,banana,red,apple,orange,carrot,orange_carrot,1.0370068727051545e-10,0
overinformative,brown,banana,red,apple,orange,carrot,carrot,1.1152440952218309e-10,0
overinformative,brown,banana,red,apple,orange,carrot,orange,1.3631716452427138e-9,0
overinformative,brown,banana,red,apple,orange,carrot,red_apple,7.139237352432184e-11,0
overinformative,brown,banana,red,apple,orange,carrot,apple,3.469866606292275e-10,0
overinformative,brown,banana,red,apple,orange,carrot,red,1.4937296820878014e-8,0
overinformative,brown,banana,red,apple,orange,carrot,brown_banana,0.5015709388279733,0
overinformative,brown,banana,red,apple,orange,carrot,banana,0.32618319489439795,0
overinformative,brown,banana,red,apple,orange,carrot,brown,0.17224584934355627,0
overinformative,pink,carrot,blue,apple,yellow,banana,yellow_banana,2.0720359473782141e-10,0
overinformative,pink,carrot,blue,apple,yellow,banana,banana,3.112723117140068e-10,0
overinformative,pink,carrot,blue,apple,yellow,banana,yellow,2.876281166984586e-8,0
overinformative,pink,carrot,blue,apple,yellow,banana,blue_apple,1.9479781300226654e-9,0
overinformative,pink,carrot,blue,apple,yellow,banana,apple,0.000024459105803211472,0
overinformative,pink,carrot,blue,apple,yellow,banana,blue,8.397169229138878e-10,0
overinformative,pink,carrot,blue,apple,yellow,banana,pink_carrot,0.3183129739432818,0
