Item,Color,Utterance,Combo,RoundMTypicality,YMin,YMax
avocado,red,brown_banana,red avocado,0.028,0.00454545454545455,0.0581818181818182
avocado,red,brown_carrot,red avocado,0.028,0.00166666666666667,0.0733333333333333
avocado,red,green_apple,red avocado,0.037,0.00142857142857143,0.0971428571428571
avocado,red,green_avocado,red avocado,0.277,0.2314875,0.327122916666667
avocado,red,green_pear,red avocado,0.035,0.0108125,0.0675
avocado,red,green_pepper,red avocado,0.089,0.0381818181818182,0.149113636363636
avocado,red,green_tomato,red avocado,0.036,0.0118068181818182,0.0750113636363636
avocado,red,orange_carrot,red avocado,0.058,0.021859375,0.101890625
avocado,red,orange_pear,red avocado,0.064,0.0252261904761905,0.118583333333333
avocado,red,orange_pepper,red avocado,0.052,0.0238461538461538,0.0827019230769231
avocado,red,pink_carrot,red avocado,0.019,0.00285714285714286,0.0414285714285714
avocado,red,pink_tomato,red avocado,0.045,0.015,0.085
avocado,red,red_apple,red avocado,0.226,0.0128571428571428,0.51
avocado,red,red_avocado,red avocado,0.87,0.833152083333333,0.90916875
avocado,red,red_pepper,red avocado,0.189,0.00571428571428573,0.474285714285714
avocado,red,red_tomato,red avocado,0.036,0,0.10875
avocado,red,yellow_banana,red avocado,0.033,0.00769230769230769,0.0630961538461538
avocado,red,yellow_pear,red avocado,0.041,0.0149821428571429,0.0707321428571428
banana,blue,black_avocado,blue banana,0.041,0.013,0.068
banana,blue,black_pepper,blue banana,0.06,0.00417857142857143,0.118571428571429
banana,blue,blue_apple,blue banana,0.082,0.032,0.1435
banana,blue,blue_banana,blue banana,0.921,0.88124375,0.958179166666667
banana,blue,brown_banana,blue banana,0.171,0.135910416666667,0.206010416666667
banana,blue,brown_carrot,blue banana,0.028,0.00166666666666667,0.0767083333333333
banana,blue,green_apple,blue banana,0.02,0.00904761904761905,0.0328571428571429
banana,blue,green_avocado,blue banana,0.005,0.00142857142857143,0.00928571428571429
banana,blue,green_pear,blue banana,0.047,0.0116666666666667,0.095
banana,blue,green_pepper,blue banana,0.014,0.0025,0.03125
banana,blue,green_tomato,blue banana,0.024,0.00857142857142857,0.0414285714285714
banana,blue,orange_carrot,blue banana,0.025,0.0107142857142857,0.04
banana,blue,orange_pear,blue banana,0.018,0.00666666666666667,0.0308333333333333
banana,blue,orange_pepper,blue banana,0.037,0.0117647058823529,0.0676617647058823
banana,blue,pink_carrot,blue banana,0.03,0.00909090909090909,0.0531931818181818
banana,blue,pink_tomato,blue banana,0.051,0.013,0.103025
banana,blue,red_apple,blue banana,0.027,0.009,0.049
banana,blue,red_avocado,blue banana,0.02,0.0025,0.045
banana,blue,red_pepper,blue banana,0.008,0,0.019
banana,blue,red_tomato,blue banana,0.014,0.00428571428571429,0.0257321428571428
banana,blue,yellow_banana,blue banana,0.164,0.133739583333333,0.200758333333333
banana,blue,yellow_pear,blue banana,0.011,0,0.0225
banana,brown,black_avocado,brown banana,0.004,0,0.0128571428571429
banana,brown,black_pepper,brown banana,0.032,0.0138461538461538,0.0530769230769231
banana,brown,blue_apple,brown banana,0.126,0.0245454545454546,0.251954545454545
banana,brown,blue_banana,brown banana,0.166,0.133333333333333,0.1980875
banana,brown,brown_banana,brown banana,0.917,0.878325,0.9505
banana,brown,brown_carrot,brown banana,0.061,0.00222222222222222,0.138888888888889
banana,brown,green_apple,brown banana,0.012,0,0.0283333333333333
banana,brown,green_avocado,brown banana,0.027,0.005,0.0616666666666667
banana,brown,green_pear,brown banana,0.013,0,0.04
banana,brown,green_pepper,brown banana,0.004,0,0.0111111111111111
banana,brown,green_tomato,brown banana,0.003,0,0.00571428571428571
banana,brown,orange_carrot,brown banana,0.012,0.00625,0.02
banana,brown,orange_pear,brown banana,0.025,0.008,0.0475
banana,brown,orange_pepper,brown banana,0.049,0.0141029411764706,0.0994117647058824
banana,brown,pink_carrot,brown banana,0.054,0.00428571428571429,0.14
banana,brown,pink_tomato,brown banana,0.012,0.00181818181818182,0.0227272727272727
banana,brown,red_apple,brown banana,0.018,0.00909090909090909,0.0286363636363636
banana,brown,red_avocado,brown banana,0.018,0.00222222222222222,0.0388888888888889
banana,brown,red_pepper,brown banana,0.025,0.00333333333333333,0.0525416666666666
banana,brown,red_tomato,brown banana,0.034,0.005,0.0735714285714286
banana,brown,yellow_banana,brown banana,0.317,0.27165625,0.364520833333333
banana,brown,yellow_pear,brown banana,0.045,0.0171309523809524,0.0766666666666667
banana,yellow,black_avocado,yellow banana,0.046,0.0215384615384615,0.0738461538461538
banana,yellow,black_pepper,yellow banana,0.044,0.0140795454545455,0.0818295454545454
banana,yellow,blue_apple,yellow banana,0.029,0.00925925925925926,0.0551851851851852
banana,yellow,blue_banana,yellow banana,0.177,0.145652083333333,0.207916666666667
banana,yellow,brown_banana,yellow banana,0.24,0.205575,0.280358333333333
banana,yellow,brown_carrot,yellow banana,0.043,0.00777777777777778,0.0922222222222222
banana,yellow,green_apple,yellow banana,0.05,0.01,0.118571428571429
banana,yellow,green_avocado,yellow banana,0.033,0.00888888888888889,0.0633611111111111
banana,yellow,green_pear,yellow banana,0.073,0.0157142857142857,0.168571428571429
banana,yellow,green_pepper,yellow banana,0.05,0.0114285714285714,0.107142857142857
banana,yellow,green_tomato,yellow banana,0.014,0,0.035
banana,yellow,orange_carrot,yellow banana,0.029,0.00944444444444445,0.0577777777777778
banana,yellow,orange_pear,yellow banana,0.005,0,0.01
banana,yellow,orange_pepper,yellow banana,0.014,0,0.0285714285714286
banana,yellow,pink_carrot,yellow banana,0.021,0.00272727272727273,0.0527272727272727
banana,yellow,pink_tomato,yellow banana,0.012,0.00375,0.0225
banana,yellow,red_apple,yellow banana,0.028,0.0107692307692308,0.0469230769230769
banana,yellow,red_avocado,yellow banana,0.022,0.005625,0.042515625
banana,yellow,red_pepper,yellow banana,0.03,0.0119047619047619,0.0552380952380952
banana,yellow,red_tomato,yellow banana,0.02,0.00166666666666667,0.0483333333333333
banana,yellow,yellow_banana,yellow banana,0.975,0.954414583333333,0.987
banana,yellow,yellow_pear,yellow banana,0.051,0.00625,0.11128125
carrot,brown,black_avocado,brown carrot,0.018,0.00307692307692308,0.0392307692307692
carrot,brown,black_pepper,brown carrot,0.035,0.00833333333333333,0.0666666666666667
carrot,brown,blue_apple,brown carrot,0.035,0.0120921052631579,0.07
carrot,brown,blue_banana,brown carrot,0.013,0.004,0.022
carrot,brown,brown_banana,brown carrot,0.011,0.00355357142857143,0.0192857142857143
carrot,brown,brown_carrot,brown carrot,0.904,0.871741666666667,0.934008333333333
carrot,brown,green_apple,brown carrot,0.044,0.005,0.1190125
carrot,brown,green_avocado,brown carrot,0.03,0.01,0.0533333333333333
carrot,brown,green_pear,brown carrot,0.027,0.001,0.07
carrot,brown,green_pepper,brown carrot,0.018,0.00333333333333333,0.0333333333333333
carrot,brown,green_tomato,brown carrot,0.009,0.00111111111111111,0.02
carrot,brown,orange_carrot,brown carrot,0.267,0.223833333333333,0.306833333333333
carrot,brown,orange_pear,brown carrot,0.044,0.005,0.098
carrot,brown,orange_pepper,brown carrot,0.102,0.023925,0.187
carrot,brown,pink_carrot,brown carrot,0.197,0.1611625,0.23525625
carrot,brown,pink_tomato,brown carrot,0.023,0.006,0.049
carrot,brown,red_apple,brown carrot,0.004,0,0.00888888888888889
carrot,brown,red_avocado,brown carrot,0.02,0.006875,0.036875
carrot,brown,red_pepper,brown carrot,0.015,0,0.035
carrot,brown,red_tomato,brown carrot,0.061,0.0157142857142857,0.118607142857143
carrot,brown,yellow_banana,brown carrot,0.005,0.001,0.011
carrot,brown,yellow_pear,brown carrot,0.091,0.0257142857142857,0.181428571428571
carrot,orange,black_avocado,orange carrot,0.023,0.00375,0.0475
carrot,orange,black_pepper,orange carrot,0.02,0,0.05
carrot,orange,blue_apple,orange carrot,0.027,0.00714285714285714,0.0471428571428571
carrot,orange,blue_banana,orange carrot,0.032,0.00941176470588236,0.0576470588235294
carrot,orange,brown_banana,orange carrot,0.01,0,0.0233333333333333
carrot,orange,brown_carrot,orange carrot,0.282,0.23708125,0.327752083333333
carrot,orange,green_apple,orange carrot,0.012,0.00222222222222222,0.0244444444444444
carrot,orange,green_avocado,orange carrot,0.024,0.00181818181818182,0.0509318181818182
carrot,orange,green_pear,orange carrot,0.027,0.00552777777777778,0.0533333333333333
carrot,orange,green_pepper,orange carrot,0.013,0.00545454545454545,0.0209090909090909
carrot,orange,green_tomato,orange carrot,0.023,0.0075,0.043765625
carrot,orange,orange_carrot,orange carrot,0.974,0.954320833333333,0.98725
carrot,orange,orange_pear,orange carrot,0.066,0.005,0.175
carrot,orange,orange_pepper,orange carrot,0.061,0.0185714285714286,0.112875
carrot,orange,pink_carrot,orange carrot,0.195,0.1619125,0.233916666666667
carrot,orange,pink_tomato,orange carrot,0.013,0.00214285714285714,0.0271428571428571
carrot,orange,red_apple,orange carrot,0.033,0.00701470588235294,0.0676470588235294
carrot,orange,red_avocado,orange carrot,0.035,0.00928571428571429,0.075
carrot,orange,red_pepper,orange carrot,0.011,0.00571428571428571,0.0178571428571429
carrot,orange,red_tomato,orange carrot,0.11,0.0106964285714286,0.268660714285714
carrot,orange,yellow_banana,orange carrot,0.066,0.0128571428571429,0.137160714285714
carrot,orange,yellow_pear,orange carrot,0.039,0.0135294117647059,0.06825
carrot,pink,black_avocado,pink carrot,0.041,0.004,0.093025
carrot,pink,black_pepper,pink carrot,0.03,0.00909090909090909,0.0618295454545454
carrot,pink,blue_apple,pink carrot,0.042,0.0136363636363636,0.0836363636363636
carrot,pink,blue_banana,pink carrot,0.039,0.01,0.0783541666666667
carrot,pink,brown_banana,pink carrot,0.027,0.00636363636363636,0.0536363636363636
carrot,pink,brown_carrot,pink carrot,0.174,0.139077083333333,0.211085416666667
carrot,pink,green_apple,pink carrot,0.012,0.00428571428571429,0.0228571428571429
carrot,pink,green_avocado,pink carrot,0.013,0.00333333333333333,0.0266666666666667
carrot,pink,green_pear,pink carrot,0.041,0.0135147058823529,0.0735294117647059
carrot,pink,green_pepper,pink carrot,0.04,0.011,0.072
carrot,pink,green_tomato,pink carrot,0.01,0.003,0.018
carrot,pink,orange_carrot,pink carrot,0.179,0.1459125,0.212008333333333
carrot,pink,orange_pear,pink carrot,0.062,0.0199772727272727,0.114545454545455
carrot,pink,orange_pepper,pink carrot,0.026,0.005625,0.060015625
carrot,pink,pink_carrot,pink carrot,0.433,0.370475,0.492
carrot,pink,pink_tomato,pink carrot,0.049,0.0199891304347826,0.0878586956521739
carrot,pink,red_apple,pink carrot,0.066,0.0114285714285714,0.157160714285714
carrot,pink,red_avocado,pink carrot,0.032,0.00625,0.07375
carrot,pink,red_pepper,pink carrot,0.015,0.00538461538461539,0.0253846153846154
carrot,pink,red_tomato,pink carrot,0.019,0.00857142857142857,0.03
carrot,pink,yellow_banana,pink carrot,0.024,0.009,0.045
carrot,pink,yellow_pear,pink carrot,0.064,0.0218181818181818,0.109090909090909
pear,green,black_avocado,green pear,0.045,0.0176071428571429,0.0819047619047619
pear,green,black_pepper,green pear,0.086,0.0244444444444444,0.156694444444444
pear,green,blue_apple,green pear,0.032,0.00769230769230769,0.0623076923076923
pear,green,blue_banana,green pear,0.025,0.004,0.06
pear,green,brown_banana,green pear,0.024,0.00583333333333333,0.0491875
pear,green,brown_carrot,green pear,0.03,0.01375,0.0475
pear,green,green_apple,green pear,0.209,0.137272727272727,0.286386363636364
pear,green,green_avocado,green pear,0.108,0.0416666666666667,0.195020833333333
pear,green,green_pear,green pear,0.947,0.91858125,0.96816875
pear,green,green_pepper,green pear,0.149,0.0135535714285714,0.321428571428571
pear,green,green_tomato,green pear,0.055,0.00923076923076923,0.123096153846154
pear,green,orange_carrot,green pear,0.012,0,0.0316666666666667
pear,green,orange_pear,green pear,0.251,0.210833333333333,0.291420833333333
pear,green,orange_pepper,green pear,0.035,0.0169230769230769,0.0561538461538462
pear,green,pink_carrot,green pear,0.034,0.0138461538461538,0.0561538461538462
pear,green,pink_tomato,green pear,0.006,0.00142857142857143,0.0135714285714286
pear,green,red_apple,green pear,0.003,0,0.00638636363636362
pear,green,red_avocado,green pear,0.004,0,0.0128571428571429
pear,green,red_pepper,green pear,0.044,0.0176923076923077,0.0761538461538462
pear,green,red_tomato,green pear,0.02,0.003,0.039
pear,green,yellow_banana,green pear,0.055,0.0190909090909091,0.0954772727272727
pear,green,yellow_pear,green pear,0.527,0.476472916666667,0.579866666666667
pear,orange,black_avocado,orange pear,0.097,0.0271428571428571,0.189285714285714
pear,orange,black_pepper,orange pear,0.005,0,0.015
pear,orange,blue_apple,orange pear,0.023,0.0068421052631579,0.0442105263157895
pear,orange,blue_banana,orange pear,0.027,0.01,0.0530125
pear,orange,brown_banana,orange pear,0.012,0.00142857142857143,0.03
pear,orange,brown_carrot,orange pear,0.109,0.00749999999999999,0.24
pear,orange,green_apple,orange pear,0.031,0.0142857142857143,0.0507321428571428
pear,orange,green_avocado,orange pear,0.031,0.007,0.058
pear,orange,green_pear,orange pear,0.222,0.18433125,0.26216875
pear,orange,green_pepper,orange pear,0.046,0.00555555555555556,0.0911111111111111
pear,orange,green_tomato,orange pear,0.017,0.00666666666666667,0.0283333333333333
pear,orange,orange_carrot,orange pear,0.083,0.0285714285714286,0.145714285714286
pear,orange,orange_pear,orange pear,0.859,0.808239583333333,0.904591666666667
pear,orange,orange_pepper,orange pear,0.101,0.0444305555555556,0.163333333333333
pear,orange,pink_carrot,orange pear,0.012,0.00125,0.03
pear,orange,pink_tomato,orange pear,0.05,0.0142857142857143,0.0914642857142857
pear,orange,red_apple,orange pear,0.069,0.0075,0.15625
pear,orange,red_avocado,orange pear,0.065,0.0192115384615385,0.133865384615385
pear,orange,red_pepper,orange pear,0.069,0.0316666666666667,0.113333333333333
pear,orange,red_tomato,orange pear,0.072,0.0241458333333333,0.130854166666667
pear,orange,yellow_banana,orange pear,0.048,0.00692307692307692,0.110769230769231
pear,orange,yellow_pear,orange pear,0.304,0.263658333333333,0.346179166666667
pear,yellow,black_avocado,yellow pear,0.014,0.0025,0.02625
pear,yellow,black_pepper,yellow pear,0.012,0.003125,0.021265625
pear,yellow,blue_apple,yellow pear,0.009,0.00222222222222222,0.0177777777777778
pear,yellow,blue_banana,yellow pear,0.018,0,0.045
pear,yellow,brown_banana,yellow pear,0.094,0.0476923076923077,0.138461538461538
pear,yellow,brown_carrot,yellow pear,0.104,0.0061875,0.26378125
pear,yellow,green_apple,yellow pear,0.046,0.005,0.101111111111111
pear,yellow,green_avocado,yellow pear,0.051,0,0.12753125
pear,yellow,green_pear,yellow pear,0.389,0.338416666666667,0.43576875
pear,yellow,green_pepper,yellow pear,0.126,0.0177777777777778,0.310055555555556
pear,yellow,green_tomato,yellow pear,0.026,0.00461538461538461,0.0638461538461538
pear,yellow,orange_carrot,yellow pear,0.073,0.00857142857142858,0.148607142857143
pear,yellow,orange_pear,yellow pear,0.451,0.400485416666667,0.50225
pear,yellow,orange_pepper,yellow pear,0.09,0.0384423076923077,0.146153846153846
pear,yellow,pink_carrot,yellow pear,0.024,0.008,0.047025
pear,yellow,pink_tomato,yellow pear,0.019,0.00428571428571429,0.0435714285714286
pear,yellow,red_apple,yellow pear,0.066,0.017,0.123
pear,yellow,red_avocado,yellow pear,0.023,0.00421052631578947,0.0484342105263158
pear,yellow,red_pepper,yellow pear,0.028,0.00578947368421052,0.0573684210526316
pear,yellow,red_tomato,yellow pear,0.038,0.005,0.0717916666666666
pear,yellow,yellow_banana,yellow pear,0.054,0.00875,0.10875
pear,yellow,yellow_pear,yellow pear,0.958,0.9366625,0.973666666666667
pepper,black,black_avocado,black pepper,0.049,0.01375,0.09125
pepper,black,black_pepper,black pepper,0.888,0.837291237113402,0.934564432989691
pepper,black,blue_apple,black pepper,0.03,0.00666666666666667,0.0591875
pepper,black,blue_banana,black pepper,0.013,0.00388888888888889,0.0238888888888889
pepper,black,brown_banana,black pepper,0.029,0.0111111111111111,0.0555694444444444
pepper,black,brown_carrot,black pepper,0.032,0.00466666666666667,0.0706666666666667
pepper,black,green_apple,black pepper,0.007,0,0.0182045454545454
pepper,black,green_avocado,black pepper,0.043,0.0160869565217391,0.0778478260869565
pepper,black,green_pear,black pepper,0.078,0.0166666666666667,0.156666666666667
pepper,black,green_pepper,black pepper,0.235,0.193781553398058,0.280485436893204
pepper,black,green_tomato,black pepper,0.02,0.00525,0.0410657894736842
pepper,black,orange_carrot,black pepper,0.03,0.011234375,0.051875
pepper,black,orange_pear,black pepper,0.03,0.0075,0.05625
pepper,black,orange_pepper,black pepper,0.148,0.10970297029703,0.186443069306931
pepper,black,pink_carrot,black pepper,0.041,0.017,0.069
pepper,black,pink_tomato,black pepper,0.042,0.0146153846153846,0.0715384615384615
pepper,black,red_apple,black pepper,0.06,0.0171428571428571,0.105714285714286
pepper,black,red_avocado,black pepper,0.037,0.0107142857142857,0.0728571428571429
pepper,black,red_pepper,black pepper,0.213,0.169442934782609,0.257611413043478
pepper,black,red_tomato,black pepper,0.04,0.00916666666666667,0.0875208333333333
pepper,black,yellow_banana,black pepper,0.046,0.0192307692307692,0.0792692307692307
pepper,black,yellow_pear,black pepper,0.036,0,0.102222222222222
pepper,green,black_avocado,green pepper,0.053,0.0217391304347826,0.0860869565217391
pepper,green,black_pepper,green pepper,0.172,0.135309895833333,0.214182291666667
pepper,green,blue_apple,green pepper,0.007,0,0.0166666666666667
pepper,green,blue_banana,green pepper,0.048,0.0135714285714286,0.100732142857143
pepper,green,brown_banana,green pepper,0.039,0.0175,0.06753125
pepper,green,brown_carrot,green pepper,0.007,0.000909090909090909,0.0163636363636364
pepper,green,green_apple,green pepper,0.158,0.026625,0.323333333333333
pepper,green,green_avocado,green pepper,0.186,0.0616666666666667,0.3416875
pepper,green,green_pear,green pepper,0.337,0.0542857142857143,0.64
pepper,green,green_pepper,green pepper,0.967,0.948095238095238,0.981619047619048
pepper,green,green_tomato,green pepper,0.186,0.0591666666666667,0.358333333333333
pepper,green,orange_carrot,green pepper,0.021,0.000975,0.048025
pepper,green,orange_pear,green pepper,0.054,0.0144444444444444,0.104444444444444
pepper,green,orange_pepper,green pepper,0.216,0.173732323232323,0.259128787878788
pepper,green,pink_carrot,green pepper,0.042,0.00631578947368421,0.0815789473684211
pepper,green,pink_tomato,green pepper,0.028,0.00333333333333333,0.0672361111111111
pepper,green,red_apple,green pepper,0.012,0.005,0.019
pepper,green,red_avocado,green pepper,0.042,0.0161111111111111,0.075
pepper,green,red_pepper,green pepper,0.243,0.19394623655914,0.288930107526882
pepper,green,red_tomato,green pepper,0.058,0.0226315789473684,0.0989473684210526
pepper,green,yellow_banana,green pepper,0.022,0.003,0.049
pepper,green,yellow_pear,green pepper,0.02,0.00444444444444445,0.04
pepper,orange,black_avocado,orange pepper,0.009,0.0025,0.0175
pepper,orange,black_pepper,orange pepper,0.191,0.1555,0.230805
pepper,orange,blue_apple,orange pepper,0.042,0.00266666666666666,0.0926833333333333
pepper,orange,blue_banana,orange pepper,0.011,0.00283928571428571,0.0192857142857143
pepper,orange,brown_banana,orange pepper,0.01,0.00166666666666667,0.02
pepper,orange,brown_carrot,orange pepper,0.034,0.00666666666666667,0.0744444444444445
pepper,orange,green_apple,orange pepper,0.011,0.003,0.021
pepper,orange,green_avocado,orange pepper,0.043,0.00952380952380952,0.0971547619047619
pepper,orange,green_pear,orange pepper,0.086,0.0420833333333333,0.132916666666667
pepper,orange,green_pepper,orange pepper,0.238,0.202103535353535,0.278191919191919
pepper,orange,green_tomato,orange pepper,0.055,0.01125,0.10625
pepper,orange,orange_carrot,orange pepper,0.169,0.0444166666666667,0.314472222222222
pepper,orange,orange_pear,orange pepper,0.178,0.0525,0.35425
pepper,orange,orange_pepper,orange pepper,0.908,0.858575757575758,0.94930303030303
pepper,orange,pink_carrot,orange pepper,0.044,0.00142857142857143,0.0931071428571426
