condition,target,priorWeight,label,prob
item12,blackBear,0.001,type,0.5434
item12,blackBear,0.001,basicLevel,0.2740
item12,blackBear,0.001,superDomain,0.1826
item12,polarBear,0.001,type,0.5434
item12,polarBear,0.001,basicLevel,0.2740
item12,polarBear,0.001,superDomain,0.1826
item12,pandaBear,0.001,type,0.5425
item12,pandaBear,0.001,basicLevel,0.2745
item12,pandaBear,0.001,superDomain,0.1830
item12,grizzlyBear,0.001,type,0.5428
item12,grizzlyBear,0.001,basicLevel,0.2743
item12,grizzlyBear,0.001,superDomain,0.1828
item22,blackBear,0.001,type,0.4265
item22,blackBear,0.001,basicLevel,0.4301
item22,blackBear,0.001,superDomain,0.1434
item22,polarBear,0.001,type,0.4265
item22,polarBear,0.001,basicLevel,0.4301
item22,polarBear,0.001,superDomain,0.1433
item22,pandaBear,0.001,type,0.4257
item22,pandaBear,0.001,basicLevel,0.4308
item22,pandaBear,0.001,superDomain,0.1436
item22,grizzlyBear,0.001,type,0.4260
item22,grizzlyBear,0.001,basicLevel,0.4305
item22,grizzlyBear,0.001,superDomain,0.1435
item23,blackBear,0.001,type,0.3980
item23,blackBear,0.001,basicLevel,0.4014
item23,blackBear,0.001,superDomain,0.2007
item23,polarBear,0.001,type,0.3980
item23,polarBear,0.001,basicLevel,0.4013
item23,polarBear,0.001,superDomain,0.2006
item23,pandaBear,0.001,type,0.3972
item23,pandaBear,0.001,basicLevel,0.4019
item23,pandaBear,0.001,superDomain,0.2009
item23,grizzlyBear,0.001,type,0.3975
item23,grizzlyBear,0.001,basicLevel,0.4017
item23,grizzlyBear,0.001,superDomain,0.2008
item33,blackBear,0.001,type,0.3315
item33,blackBear,0.001,basicLevel,0.3343
item33,blackBear,0.001,superDomain,0.3342
item33,polarBear,0.001,type,0.3315
item33,polarBear,0.001,basicLevel,0.3343
item33,polarBear,0.001,superDomain,0.3342
item33,pandaBear,0.001,type,0.3307
item33,pandaBear,0.001,basicLevel,0.3347
item33,pandaBear,0.001,superDomain,0.3346
item33,grizzlyBear,0.001,type,0.3310
item33,grizzlyBear,0.001,basicLevel,0.3345
item33,grizzlyBear,0.001,superDomain,0.3345
