condition,target,priorWeight,label,prob
item12,rose,0.001,type,0.5456
item12,rose,0.001,basicLevel,0.2724
item12,rose,0.001,superDomain,0.1820
item12,tulip,0.001,type,0.5446
item12,tulip,0.001,basicLevel,0.2730
item12,tulip,0.001,superDomain,0.1824
item12,daisy,0.001,type,0.5448
item12,daisy,0.001,basicLevel,0.2729
item12,daisy,0.001,superDomain,0.1823
item12,sunflower,0.001,type,0.5437
item12,sunflower,0.001,basicLevel,0.2736
item12,sunflower,0.001,superDomain,0.1828
item22,rose,0.001,type,0.4288
item22,rose,0.001,basicLevel,0.4282
item22,rose,0.001,superDomain,0.1430
item22,tulip,0.001,type,0.4278
item22,tulip,0.001,basicLevel,0.4289
item22,tulip,0.001,superDomain,0.1433
item22,daisy,0.001,type,0.4280
item22,daisy,0.001,basicLevel,0.4287
item22,daisy,0.001,superDomain,0.1432
item22,sunflower,0.001,type,0.4269
item22,sunflower,0.001,basicLevel,0.4296
item22,sunflower,0.001,superDomain,0.1435
item23,rose,0.001,type,0.4002
item23,rose,0.001,basicLevel,0.3996
item23,rose,0.001,superDomain,0.2002
item23,tulip,0.001,type,0.3992
item23,tulip,0.001,basicLevel,0.4003
item23,tulip,0.001,superDomain,0.2006
item23,daisy,0.001,type,0.3994
item23,daisy,0.001,basicLevel,0.4001
item23,daisy,0.001,superDomain,0.2005
item23,sunflower,0.001,type,0.3983
item23,sunflower,0.001,basicLevel,0.4008
item23,sunflower,0.001,superDomain,0.2009
item33,rose,0.001,type,0.3334
item33,rose,0.001,basicLevel,0.3329
item33,rose,0.001,superDomain,0.3337
item33,tulip,0.001,type,0.3325
item33,tulip,0.001,basicLevel,0.3334
item33,tulip,0.001,superDomain,0.3341
item33,daisy,0.001,type,0.3327
item33,daisy,0.001,basicLevel,0.3333
item33,daisy,0.001,superDomain,0.3340
item33,sunflower,0.001,type,0.3317
item33,sunflower,0.001,basicLevel,0.3338
item33,sunflower,0.001,superDomain,0.3345
