condition,target,priorWeight,label,prob
item12,convertible,0.001,type,0.5425
item12,convertible,0.001,basicLevel,0.2750
item12,convertible,0.001,superDomain,0.1825
item12,minivan,0.001,type,0.5434
item12,minivan,0.001,basicLevel,0.2745
item12,minivan,0.001,superDomain,0.1821
item12,sportsCar,0.001,type,0.5432
item12,sportsCar,0.001,basicLevel,0.2746
item12,sportsCar,0.001,superDomain,0.1822
item12,suv,0.001,type,0.5446
item12,suv,0.001,basicLevel,0.2738
item12,suv,0.001,superDomain,0.1816
item22,convertible,0.001,type,0.4255
item22,convertible,0.001,basicLevel,0.4314
item22,convertible,0.001,superDomain,0.1431
item22,minivan,0.001,type,0.4264
item22,minivan,0.001,basicLevel,0.4307
item22,minivan,0.001,superDomain,0.1429
item22,sportsCar,0.001,type,0.4262
item22,sportsCar,0.001,basicLevel,0.4309
item22,sportsCar,0.001,superDomain,0.1429
item22,suv,0.001,type,0.4276
item22,suv,0.001,basicLevel,0.4298
item22,suv,0.001,superDomain,0.1426
item23,convertible,0.001,type,0.3971
item23,convertible,0.001,basicLevel,0.4026
item23,convertible,0.001,superDomain,0.2003
item23,minivan,0.001,type,0.3980
item23,minivan,0.001,basicLevel,0.4020
item23,minivan,0.001,superDomain,0.2000
item23,sportsCar,0.001,type,0.3977
item23,sportsCar,0.001,basicLevel,0.4022
item23,sportsCar,0.001,superDomain,0.2001
item23,suv,0.001,type,0.3991
item23,suv,0.001,basicLevel,0.4012
item23,suv,0.001,superDomain,0.1996
item33,convertible,0.001,type,0.3308
item33,convertible,0.001,basicLevel,0.3354
item33,convertible,0.001,superDomain,0.3338
item33,minivan,0.001,type,0.3316
item33,minivan,0.001,basicLevel,0.3350
item33,minivan,0.001,superDomain,0.3334
item33,sportsCar,0.001,type,0.3314
item33,sportsCar,0.001,basicLevel,0.3351
item33,sportsCar,0.001,superDomain,0.3335
item33,suv,0.001,type,0.3327
item33,suv,0.001,basicLevel,0.3345
item33,suv,0.001,superDomain,0.3328
