condition,target,domain,priorWeight,label,prob
item12,blackBear,bear,0.001,type,0.5434
item12,blackBear,bear,0.001,basicLevel,0.274
item12,blackBear,bear,0.001,superDomain,0.1826
item12,polarBear,bear,0.001,type,0.5434
item12,polarBear,bear,0.001,basicLevel,0.274
item12,polarBear,bear,0.001,superDomain,0.1826
item12,pandaBear,bear,0.001,type,0.5425
item12,pandaBear,bear,0.001,basicLevel,0.2745
item12,pandaBear,bear,0.001,superDomain,0.183
item12,grizzlyBear,bear,0.001,type,0.5428
item12,grizzlyBear,bear,0.001,basicLevel,0.2743
item12,grizzlyBear,bear,0.001,superDomain,0.1828
item22,blackBear,bear,0.001,type,0.4265
item22,blackBear,bear,0.001,basicLevel,0.4301
item22,blackBear,bear,0.001,superDomain,0.1434
item22,polarBear,bear,0.001,type,0.4265
item22,polarBear,bear,0.001,basicLevel,0.4301
item22,polarBear,bear,0.001,superDomain,0.1433
item22,pandaBear,bear,0.001,type,0.4257
item22,pandaBear,bear,0.001,basicLevel,0.4308
item22,pandaBear,bear,0.001,superDomain,0.1436
item22,grizzlyBear,bear,0.001,type,0.426
item22,grizzlyBear,bear,0.001,basicLevel,0.4305
item22,grizzlyBear,bear,0.001,superDomain,0.1435
item23,blackBear,bear,0.001,type,0.398
item23,blackBear,bear,0.001,basicLevel,0.4014
item23,blackBear,bear,0.001,superDomain,0.2007
item23,polarBear,bear,0.001,type,0.398
item23,polarBear,bear,0.001,basicLevel,0.4013
item23,polarBear,bear,0.001,superDomain,0.2006
item23,pandaBear,bear,0.001,type,0.3972
item23,pandaBear,bear,0.001,basicLevel,0.4019
item23,pandaBear,bear,0.001,superDomain,0.2009
item23,grizzlyBear,bear,0.001,type,0.3975
item23,grizzlyBear,bear,0.001,basicLevel,0.4017
item23,grizzlyBear,bear,0.001,superDomain,0.2008
item33,blackBear,bear,0.001,type,0.3315
item33,blackBear,bear,0.001,basicLevel,0.3343
item33,blackBear,bear,0.001,superDomain,0.3342
item33,polarBear,bear,0.001,type,0.3315
item33,polarBear,bear,0.001,basicLevel,0.3343
item33,polarBear,bear,0.001,superDomain,0.3342
item33,pandaBear,bear,0.001,type,0.3307
item33,pandaBear,bear,0.001,basicLevel,0.3347
item33,pandaBear,bear,0.001,superDomain,0.3346
item33,grizzlyBear,bear,0.001,type,0.331
item33,grizzlyBear,bear,0.001,basicLevel,0.3345
item33,grizzlyBear,bear,0.001,superDomain,0.3345
item12,eagle,bird,0.001,type,0.5449
item12,eagle,bird,0.001,basicLevel,0.2732
item12,eagle,bird,0.001,superDomain,0.1819
item12,parrot,bird,0.001,type,0.5443
item12,parrot,bird,0.001,basicLevel,0.2736
item12,parrot,bird,0.001,superDomain,0.1821
item12,pigeon,bird,0.001,type,0.5445
item12,pigeon,bird,0.001,basicLevel,0.2735
item12,pigeon,bird,0.001,superDomain,0.1821
item12,hummingBird,bird,0.001,type,0.5428
item12,hummingBird,bird,0.001,basicLevel,0.2745
item12,hummingBird,bird,0.001,superDomain,0.1827
item22,eagle,bird,0.001,type,0.428
item22,eagle,bird,0.001,basicLevel,0.4292
item22,eagle,bird,0.001,superDomain,0.1429
item22,parrot,bird,0.001,type,0.4274
item22,parrot,bird,0.001,basicLevel,0.4296
item22,parrot,bird,0.001,superDomain,0.143
item22,pigeon,bird,0.001,type,0.4276
