condition,target,domain,priorWeight,label,prob
item22,pigeon,bird,0.001,basicLevel,0.4295
item22,pigeon,bird,0.001,superDomain,0.143
item22,hummingBird,bird,0.001,type,0.4259
item22,hummingBird,bird,0.001,basicLevel,0.4307
item22,hummingBird,bird,0.001,superDomain,0.1434
item23,eagle,bird,0.001,type,0.3994
item23,eagle,bird,0.001,basicLevel,0.4005
item23,eagle,bird,0.001,superDomain,0.2
item23,parrot,bird,0.001,type,0.3989
item23,parrot,bird,0.001,basicLevel,0.4009
item23,parrot,bird,0.001,superDomain,0.2002
item23,pigeon,bird,0.001,type,0.399
item23,pigeon,bird,0.001,basicLevel,0.4008
item23,pigeon,bird,0.001,superDomain,0.2001
item23,hummingBird,bird,0.001,type,0.3974
item23,hummingBird,bird,0.001,basicLevel,0.4019
item23,hummingBird,bird,0.001,superDomain,0.2007
item33,eagle,bird,0.001,type,0.3329
item33,eagle,bird,0.001,basicLevel,0.3338
item33,eagle,bird,0.001,superDomain,0.3333
item33,parrot,bird,0.001,type,0.3323
item33,parrot,bird,0.001,basicLevel,0.3341
item33,parrot,bird,0.001,superDomain,0.3336
item33,pigeon,bird,0.001,type,0.3325
item33,pigeon,bird,0.001,basicLevel,0.334
item33,pigeon,bird,0.001,superDomain,0.3335
item33,hummingBird,bird,0.001,type,0.331
item33,hummingBird,bird,0.001,basicLevel,0.3347
item33,hummingBird,bird,0.001,superDomain,0.3343
item12,gummyBears,candy,0.001,type,0.5427
item12,gummyBears,candy,0.001,basicLevel,0.2744
item12,gummyBears,candy,0.001,superDomain,0.1829
item12,jellyBeans,candy,0.001,type,0.5433
item12,jellyBeans,candy,0.001,basicLevel,0.274
item12,jellyBeans,candy,0.001,superDomain,0.1826
item12,skittles,candy,0.001,type,0.5437
item12,skittles,candy,0.001,basicLevel,0.2738
item12,skittles,candy,0.001,superDomain,0.1825
item12,mnMs,candy,0.001,type,0.5431
item12,mnMs,candy,0.001,basicLevel,0.2742
item12,mnMs,candy,0.001,superDomain,0.1827
item22,gummyBears,candy,0.001,type,0.4259
item22,gummyBears,candy,0.001,basicLevel,0.4307
item22,gummyBears,candy,0.001,superDomain,0.1435
item22,jellyBeans,candy,0.001,type,0.4265
item22,jellyBeans,candy,0.001,basicLevel,0.4302
item22,jellyBeans,candy,0.001,superDomain,0.1433
item22,skittles,candy,0.001,type,0.4268
item22,skittles,candy,0.001,basicLevel,0.4299
item22,skittles,candy,0.001,superDomain,0.1433
item22,mnMs,candy,0.001,type,0.4262
item22,mnMs,candy,0.001,basicLevel,0.4304
item22,mnMs,candy,0.001,superDomain,0.1434
item23,gummyBears,candy,0.001,type,0.3973
item23,gummyBears,candy,0.001,basicLevel,0.4018
item23,gummyBears,candy,0.001,superDomain,0.2008
item23,jellyBeans,candy,0.001,type,0.398
item23,jellyBeans,candy,0.001,basicLevel,0.4014
item23,jellyBeans,candy,0.001,superDomain,0.2006
item23,skittles,candy,0.001,type,0.3983
item23,skittles,candy,0.001,basicLevel,0.4012
item23,skittles,candy,0.001,superDomain,0.2005
item23,mnMs,candy,0.001,type,0.3977
item23,mnMs,candy,0.001,basicLevel,0.4016
item23,mnMs,candy,0.001,superDomain,0.2007
item33,gummyBears,candy,0.001,type,0.3309
item33,gummyBears,candy,0.001,basicLevel,0.3346
item33,gummyBears,candy,0.001,superDomain,0.3345
item33,jellyBeans,candy,0.001,type,0.3315
item33,jellyBeans,candy,0.001,basicLevel,0.3343
item33,jellyBeans,candy,0.001,superDomain,0.3342
item33,skittles,candy,0.001,type,0.3318
item33,skittles,candy,0.001,basicLevel,0.3342
item33,skittles,candy,0.001,superDomain,0.3341
item33,mnMs,candy,0.001,type,0.3312
item33,mnMs,candy,0.001,basicLevel,0.3344
item33,mnMs,candy,0.001,superDomain,0.3343
item12,convertible,car,0.001,type,0.5425
item12,convertible,car,0.001,basicLevel,0.275
item12,convertible,car,0.001,superDomain,0.1825
item12,minivan,car,0.001,type,0.5434
item12,minivan,car,0.001,basicLevel,0.2745
item12,minivan,car,0.001,superDomain,0.1821
item12,sportsCar,car,0.001,type,0.5432
item12,sportsCar,car,0.001,basicLevel,0.2746
item12,sportsCar,car,0.001,superDomain,0.1822
item12,suv,car,0.001,type,0.5446
item12,suv,car,0.001,basicLevel,0.2738
item12,suv,car,0.001,superDomain,0.1816
item22,convertible,car,0.001,type,0.4255
item22,convertible,car,0.001,basicLevel,0.4314
item22,convertible,car,0.001,superDomain,0.1431
item22,minivan,car,0.001,type,0.4264
item22,minivan,car,0.001,basicLevel,0.4307
item22,minivan,car,0.001,superDomain,0.1429
item22,sportsCar,car,0.001,type,0.4262
item22,sportsCar,car,0.001,basicLevel,0.4309
item22,sportsCar,car,0.001,superDomain,0.1429
item22,suv,car,0.001,type,0.4276
item22,suv,car,0.001,basicLevel,0.4298
item22,suv,car,0.001,superDomain,0.1426
item23,convertible,car,0.001,type,0.3971
item23,convertible,car,0.001,basicLevel,0.4026
item23,convertible,car,0.001,superDomain,0.2003
item23,minivan,car,0.001,type,0.398
item23,minivan,car,0.001,basicLevel,0.402
item23,minivan,car,0.001,superDomain,0.2
item23,sportsCar,car,0.001,type,0.3977
item23,sportsCar,car,0.001,basicLevel,0.4022
item23,sportsCar,car,0.001,superDomain,0.2001
item23,suv,car,0.001,type,0.3991
item23,suv,car,0.001,basicLevel,0.4012
item23,suv,car,0.001,superDomain,0.1996
item33,convertible,car,0.001,type,0.3308
item33,convertible,car,0.001,basicLevel,0.3354
item33,convertible,car,0.001,superDomain,0.3338
item33,minivan,car,0.001,type,0.3316
item33,minivan,car,0.001,basicLevel,0.335
item33,minivan,car,0.001,superDomain,0.3334
item33,sportsCar,car,0.001,type,0.3314
item33,sportsCar,car,0.001,basicLevel,0.3351
item33,sportsCar,car,0.001,superDomain,0.3335
item33,suv,car,0.001,type,0.3327
item33,suv,car,0.001,basicLevel,0.3345
item33,suv,car,0.001,superDomain,0.3328
item12,dalmatian,dog,0.001,type,0.5427
item12,dalmatian,dog,0.001,basicLevel,0.2746
item12,dalmatian,dog,0.001,superDomain,0.1827
item12,pug,dog,0.001,type,0.5444
item12,pug,dog,0.001,basicLevel,0.2736
item12,pug,dog,0.001,superDomain,0.182
item12,germanShepherd,dog,0.001,type,0.5416
item12,germanShepherd,dog,0.001,basicLevel,0.2753
item12,germanShepherd,dog,0.001,superDomain,0.1831
item12,husky,dog,0.001,type,0.5438
item12,husky,dog,0.001,basicLevel,0.274
item12,husky,dog,0.001,superDomain,0.1822
item22,dalmatian,dog,0.001,type,0.4258
item22,dalmatian,dog,0.001,basicLevel,0.4309
item22,dalmatian,dog,0.001,superDomain,0.1433
item22,pug,dog,0.001,type,0.4274
item22,pug,dog,0.001,basicLevel,0.4297
item22,pug,dog,0.001,superDomain,0.1429
item22,germanShepherd,dog,0.001,type,0.4247
item22,germanShepherd,dog,0.001,basicLevel,0.4317
item22,germanShepherd,dog,0.001,superDomain,0.1436
item22,husky,dog,0.001,type,0.4268
item22,husky,dog,0.001,basicLevel,0.4301
item22,husky,dog,0.001,superDomain,0.143
item23,dalmatian,dog,0.001,type,0.3973
item23,dalmatian,dog,0.001,basicLevel,0.4021
item23,dalmatian,dog,0.001,superDomain,0.2006
item23,pug,dog,0.001,type,0.3989
item23,pug,dog,0.001,basicLevel,0.401
item23,pug,dog,0.001,superDomain,0.2
item23,germanShepherd,dog,0.001,type,0.3963
item23,germanShepherd,dog,0.001,basicLevel,0.4028
item23,germanShepherd,dog,0.001,superDomain,0.2009
item23,husky,dog,0.001,type,0.3984
item23,husky,dog,0.001,basicLevel,0.4014
item23,husky,dog,0.001,superDomain,0.2002
item33,dalmatian,dog,0.001,type,0.3309
item33,dalmatian,dog,0.001,basicLevel,0.3349
item33,dalmatian,dog,0.001,superDomain,0.3341
item33,pug,dog,0.001,type,0.3324
item33,pug,dog,0.001,basicLevel,0.3342
item33,pug,dog,0.001,superDomain,0.3334
item33,germanShepherd,dog,0.001,type,0.33
item33,germanShepherd,dog,0.001,basicLevel,0.3354
item33,germanShepherd,dog,0.001,superDomain,0.3346
item33,husky,dog,0.001,type,0.3319
item33,husky,dog,0.001,basicLevel,0.3344
item33,husky,dog,0.001,superDomain,0.3336
item12,clownFish,fish,0.001,type,0.5425
item12,clownFish,fish,0.001,basicLevel,0.2747
item12,clownFish,fish,0.001,superDomain,0.1829
item12,goldFish,fish,0.001,type,0.5431
item12,goldFish,fish,0.001,basicLevel,0.2743
item12,goldFish,fish,0.001,superDomain,0.1826
item12,swordFish,fish,0.001,type,0.5432
item12,swordFish,fish,0.001,basicLevel,0.2742
item12,swordFish,fish,0.001,superDomain,0.1826
item12,catfish,fish,0.001,type,0.5438
item12,catfish,fish,0.001,basicLevel,0.2738
item12,catfish,fish,0.001,superDomain,0.1823
item22,clownFish,fish,0.001,type,0.4256
item22,clownFish,fish,0.001,basicLevel,0.431
item22,clownFish,fish,0.001,superDomain,0.1435
item22,goldFish,fish,0.001,type,0.4262
item22,goldFish,fish,0.001,basicLevel,0.4305
item22,goldFish,fish,0.001,superDomain,0.1433
item22,swordFish,fish,0.001,type,0.4263
item22,swordFish,fish,0.001,basicLevel,0.4304
item22,swordFish,fish,0.001,superDomain,0.1433
item22,catfish,fish,0.001,type,0.4269
item22,catfish,fish,0.001,basicLevel,0.4299
item22,catfish,fish,0.001,superDomain,0.1431
item23,clownFish,fish,0.001,type,0.3971
item23,clownFish,fish,0.001,basicLevel,0.4021
item23,clownFish,fish,0.001,superDomain,0.2008
item23,goldFish,fish,0.001,type,0.3977
item23,goldFish,fish,0.001,basicLevel,0.4017
item23,goldFish,fish,0.001,superDomain,0.2006
item23,swordFish,fish,0.001,type,0.3978
item23,swordFish,fish,0.001,basicLevel,0.4016
item23,swordFish,fish,0.001,superDomain,0.2006
item23,catfish,fish,0.001,type,0.3984
item23,catfish,fish,0.001,basicLevel,0.4012
item23,catfish,fish,0.001,superDomain,0.2004
item33,clownFish,fish,0.001,type,0.3307
item33,clownFish,fish,0.001,basicLevel,0.3349
item33,clownFish,fish,0.001,superDomain,0.3344
item33,goldFish,fish,0.001,type,0.3313
item33,goldFish,fish,0.001,basicLevel,0.3346
item33,goldFish,fish,0.001,superDomain,0.3342
item33,swordFish,fish,0.001,type,0.3313
item33,swordFish,fish,0.001,basicLevel,0.3345
item33,swordFish,fish,0.001,superDomain,0.3341
item33,catfish,fish,0.001,type,0.3319
item33,catfish,fish,0.001,basicLevel,0.3343
item33,catfish,fish,0.001,superDomain,0.3338
item12,rose,flower,0.001,type,0.5456
item12,rose,flower,0.001,basicLevel,0.2724
item12,rose,flower,0.001,superDomain,0.182
item12,tulip,flower,0.001,type,0.5446
item12,tulip,flower,0.001,basicLevel,0.273
item12,tulip,flower,0.001,superDomain,0.1824
item12,daisy,flower,0.001,type,0.5448
item12,daisy,flower,0.001,basicLevel,0.2729
item12,daisy,flower,0.001,superDomain,0.1823
item12,sunflower,flower,0.001,type,0.5437
item12,sunflower,flower,0.001,basicLevel,0.2736
item12,sunflower,flower,0.001,superDomain,0.1828
item22,rose,flower,0.001,type,0.4288
item22,rose,flower,0.001,basicLevel,0.4282
item22,rose,flower,0.001,superDomain,0.143
item22,tulip,flower,0.001,type,0.4278
item22,tulip,flower,0.001,basicLevel,0.4289
item22,tulip,flower,0.001,superDomain,0.1433
item22,daisy,flower,0.001,type,0.428
item22,daisy,flower,0.001,basicLevel,0.4287
item22,daisy,flower,0.001,superDomain,0.1432
item22,sunflower,flower,0.001,type,0.4269
item22,sunflower,flower,0.001,basicLevel,0.4296
item22,sunflower,flower,0.001,superDomain,0.1435
item23,rose,flower,0.001,type,0.4002
item23,rose,flower,0.001,basicLevel,0.3996
item23,rose,flower,0.001,superDomain,0.2002
item23,tulip,flower,0.001,type,0.3992
item23,tulip,flower,0.001,basicLevel,0.4003
item23,tulip,flower,0.001,superDomain,0.2006
item23,daisy,flower,0.001,type,0.3994
item23,daisy,flower,0.001,basicLevel,0.4001
item23,daisy,flower,0.001,superDomain,0.2005
item23,sunflower,flower,0.001,type,0.3983
item23,sunflower,flower,0.001,basicLevel,0.4008
item23,sunflower,flower,0.001,superDomain,0.2009
item33,rose,flower,0.001,type,0.3334
item33,rose,flower,0.001,basicLevel,0.3329
item33,rose,flower,0.001,superDomain,0.3337
item33,tulip,flower,0.001,type,0.3325
item33,tulip,flower,0.001,basicLevel,0.3334
item33,tulip,flower,0.001,superDomain,0.3341
item33,daisy,flower,0.001,type,0.3327
item33,daisy,flower,0.001,basicLevel,0.3333
item33,daisy,flower,0.001,superDomain,0.334
item33,sunflower,flower,0.001,type,0.3317
item33,sunflower,flower,0.001,basicLevel,0.3338
item33,sunflower,flower,0.001,superDomain,0.3345
item12,poloShirt,shirt,0.001,type,0.5435
item12,poloShirt,shirt,0.001,basicLevel,0.2742
item12,poloShirt,shirt,0.001,superDomain,0.1823
item12,dressShirt,shirt,0.001,type,0.5433
item12,dressShirt,shirt,0.001,basicLevel,0.2743
item12,dressShirt,shirt,0.001,superDomain,0.1824
item12,hawaiiShirt,shirt,0.001,type,0.5415
item12,hawaiiShirt,shirt,0.001,basicLevel,0.2754
item12,hawaiiShirt,shirt,0.001,superDomain,0.1831
item12,tShirt,shirt,0.001,type,0.5442
item12,tShirt,shirt,0.001,basicLevel,0.2738
item12,tShirt,shirt,0.001,superDomain,0.182
item22,poloShirt,shirt,0.001,type,0.4266
item22,poloShirt,shirt,0.001,basicLevel,0.4304
item22,poloShirt,shirt,0.001,superDomain,0.143
item22,dressShirt,shirt,0.001,type,0.4263
item22,dressShirt,shirt,0.001,basicLevel,0.4306
item22,dressShirt,shirt,0.001,superDomain,0.1431
item22,hawaiiShirt,shirt,0.001,type,0.4245
item22,hawaiiShirt,shirt,0.001,basicLevel,0.4319
item22,hawaiiShirt,shirt,0.001,superDomain,0.1435
item22,tShirt,shirt,0.001,type,0.4272
item22,tShirt,shirt,0.001,basicLevel,0.4299
item22,tShirt,shirt,0.001,superDomain,0.1429
item23,poloShirt,shirt,0.001,type,0.3981
item23,poloShirt,shirt,0.001,basicLevel,0.4017
item23,poloShirt,shirt,0.001,superDomain,0.2002
item23,dressShirt,shirt,0.001,type,0.3979
item23,dressShirt,shirt,0.001,basicLevel,0.4018
item23,dressShirt,shirt,0.001,superDomain,0.2003
item23,hawaiiShirt,shirt,0.001,type,0.3961
item23,hawaiiShirt,shirt,0.001,basicLevel,0.403
item23,hawaiiShirt,shirt,0.001,superDomain,0.2009
item23,tShirt,shirt,0.001,type,0.3987
item23,tShirt,shirt,0.001,basicLevel,0.4012
item23,tShirt,shirt,0.001,superDomain,0.2
item33,poloShirt,shirt,0.001,type,0.3317
item33,poloShirt,shirt,0.001,basicLevel,0.3346
item33,poloShirt,shirt,0.001,superDomain,0.3337
item33,dressShirt,shirt,0.001,type,0.3315
item33,dressShirt,shirt,0.001,basicLevel,0.3348
item33,dressShirt,shirt,0.001,superDomain,0.3338
item33,hawaiiShirt,shirt,0.001,type,0.3298
item33,hawaiiShirt,shirt,0.001,basicLevel,0.3356
item33,hawaiiShirt,shirt,0.001,superDomain,0.3346
item33,tShirt,shirt,0.001,type,0.3323
item33,tShirt,shirt,0.001,basicLevel,0.3344
item33,tShirt,shirt,0.001,superDomain,0.3334
item12,coffeeTable,table,0.001,type,0.5432
item12,coffeeTable,table,0.001,basicLevel,0.2748
item12,coffeeTable,table,0.001,superDomain,0.182
item12,diningTable,table,0.001,type,0.5431
item12,diningTable,table,0.001,basicLevel,0.2749
item12,diningTable,table,0.001,superDomain,0.182
item12,picnicTable,table,0.001,type,0.5431
item12,picnicTable,table,0.001,basicLevel,0.2749
item12,picnicTable,table,0.001,superDomain,0.182
item12,bedsideTable,table,0.001,type,0.5428
item12,bedsideTable,table,0.001,basicLevel,0.2751
item12,bedsideTable,table,0.001,superDomain,0.1821
item22,coffeeTable,table,0.001,type,0.4261
item22,coffeeTable,table,0.001,basicLevel,0.4311
item22,coffeeTable,table,0.001,superDomain,0.1427
item22,diningTable,table,0.001,type,0.426
item22,diningTable,table,0.001,basicLevel,0.4313
item22,diningTable,table,0.001,superDomain,0.1428
item22,picnicTable,table,0.001,type,0.426
item22,picnicTable,table,0.001,basicLevel,0.4313
item22,picnicTable,table,0.001,superDomain,0.1428
item22,bedsideTable,table,0.001,type,0.4257
item22,bedsideTable,table,0.001,basicLevel,0.4315
item22,bedsideTable,table,0.001,superDomain,0.1428
item23,coffeeTable,table,0.001,type,0.3977
item23,coffeeTable,table,0.001,basicLevel,0.4024
item23,coffeeTable,table,0.001,superDomain,0.1998
item23,diningTable,table,0.001,type,0.3976
item23,diningTable,table,0.001,basicLevel,0.4025
item23,diningTable,table,0.001,superDomain,0.1999
item23,picnicTable,table,0.001,type,0.3976
item23,picnicTable,table,0.001,basicLevel,0.4025
item23,picnicTable,table,0.001,superDomain,0.1999
item23,bedsideTable,table,0.001,type,0.3973
item23,bedsideTable,table,0.001,basicLevel,0.4027
item23,bedsideTable,table,0.001,superDomain,0.2
item33,coffeeTable,table,0.001,type,0.3315
item33,coffeeTable,table,0.001,basicLevel,0.3354
item33,coffeeTable,table,0.001,superDomain,0.3331
item33,diningTable,table,0.001,type,0.3314
item33,diningTable,table,0.001,basicLevel,0.3355
item33,diningTable,table,0.001,superDomain,0.3332
item33,picnicTable,table,0.001,type,0.3313
item33,picnicTable,table,0.001,basicLevel,0.3355
item33,picnicTable,table,0.001,superDomain,0.3332
item33,bedsideTable,table,0.001,type,0.3311
item33,bedsideTable,table,0.001,basicLevel,0.3356
item33,bedsideTable,table,0.001,superDomain,0.3333
