condition,target,priorWeight,label,prob
item12,dalmatian,0.001,type,0.5427
item12,dalmatian,0.001,basicLevel,0.2746
item12,dalmatian,0.001,superDomain,0.1827
item12,pug,0.001,type,0.5444
item12,pug,0.001,basicLevel,0.2736
item12,pug,0.001,superDomain,0.1820
item12,germanShepherd,0.001,type,0.5416
item12,germanShepherd,0.001,basicLevel,0.2753
item12,germanShepherd,0.001,superDomain,0.1831
item12,husky,0.001,type,0.5438
item12,husky,0.001,basicLevel,0.2740
item12,husky,0.001,superDomain,0.1822
item22,dalmatian,0.001,type,0.4258
item22,dalmatian,0.001,basicLevel,0.4309
item22,dalmatian,0.001,superDomain,0.1433
item22,pug,0.001,type,0.4274
item22,pug,0.001,basicLevel,0.4297
item22,pug,0.001,superDomain,0.1429
item22,germanShepherd,0.001,type,0.4247
item22,germanShepherd,0.001,basicLevel,0.4317
item22,germanShepherd,0.001,superDomain,0.1436
item22,husky,0.001,type,0.4268
item22,husky,0.001,basicLevel,0.4301
item22,husky,0.001,superDomain,0.1430
item23,dalmatian,0.001,type,0.3973
item23,dalmatian,0.001,basicLevel,0.4021
item23,dalmatian,0.001,superDomain,0.2006
item23,pug,0.001,type,0.3989
item23,pug,0.001,basicLevel,0.4010
item23,pug,0.001,superDomain,0.2000
item23,germanShepherd,0.001,type,0.3963
item23,germanShepherd,0.001,basicLevel,0.4028
item23,germanShepherd,0.001,superDomain,0.2009
item23,husky,0.001,type,0.3984
item23,husky,0.001,basicLevel,0.4014
item23,husky,0.001,superDomain,0.2002
item33,dalmatian,0.001,type,0.3309
item33,dalmatian,0.001,basicLevel,0.3349
item33,dalmatian,0.001,superDomain,0.3341
item33,pug,0.001,type,0.3324
item33,pug,0.001,basicLevel,0.3342
item33,pug,0.001,superDomain,0.3334
item33,germanShepherd,0.001,type,0.3300
item33,germanShepherd,0.001,basicLevel,0.3354
item33,germanShepherd,0.001,superDomain,0.3346
item33,husky,0.001,type,0.3319
item33,husky,0.001,basicLevel,0.3344
item33,husky,0.001,superDomain,0.3336
