condition,target,priorWeight,label,prob
item12,clownFish,0.001,type,0.5425
item12,clownFish,0.001,basicLevel,0.2747
item12,clownFish,0.001,superDomain,0.1829
item12,goldFish,0.001,type,0.5431
item12,goldFish,0.001,basicLevel,0.2743
item12,goldFish,0.001,superDomain,0.1826
item12,swordFish,0.001,type,0.5432
item12,swordFish,0.001,basicLevel,0.2742
item12,swordFish,0.001,superDomain,0.1826
item12,catfish,0.001,type,0.5438
item12,catfish,0.001,basicLevel,0.2738
item12,catfish,0.001,superDomain,0.1823
item22,clownFish,0.001,type,0.4256
item22,clownFish,0.001,basicLevel,0.4310
item22,clownFish,0.001,superDomain,0.1435
item22,goldFish,0.001,type,0.4262
item22,goldFish,0.001,basicLevel,0.4305
item22,goldFish,0.001,superDomain,0.1433
item22,swordFish,0.001,type,0.4263
item22,swordFish,0.001,basicLevel,0.4304
item22,swordFish,0.001,superDomain,0.1433
item22,catfish,0.001,type,0.4269
item22,catfish,0.001,basicLevel,0.4299
item22,catfish,0.001,superDomain,0.1431
item23,clownFish,0.001,type,0.3971
item23,clownFish,0.001,basicLevel,0.4021
item23,clownFish,0.001,superDomain,0.2008
item23,goldFish,0.001,type,0.3977
item23,goldFish,0.001,basicLevel,0.4017
item23,goldFish,0.001,superDomain,0.2006
item23,swordFish,0.001,type,0.3978
item23,swordFish,0.001,basicLevel,0.4016
item23,swordFish,0.001,superDomain,0.2006
item23,catfish,0.001,type,0.3984
item23,catfish,0.001,basicLevel,0.4012
item23,catfish,0.001,superDomain,0.2004
item33,clownFish,0.001,type,0.3307
item33,clownFish,0.001,basicLevel,0.3349
item33,clownFish,0.001,superDomain,0.3344
item33,goldFish,0.001,type,0.3313
item33,goldFish,0.001,basicLevel,0.3346
item33,goldFish,0.001,superDomain,0.3342
item33,swordFish,0.001,type,0.3313
item33,swordFish,0.001,basicLevel,0.3345
item33,swordFish,0.001,superDomain,0.3341
item33,catfish,0.001,type,0.3319
item33,catfish,0.001,basicLevel,0.3343
item33,catfish,0.001,superDomain,0.3338
