gameid,time,roundNum,sender,contents
2325-a,1479323092492,1,speaker,"the tomato"
2325-a,1479323101435,2,speaker,"pear"
2325-a,1479323111264,3,speaker,"banana"
2325-a,1479323118327,4,speaker,"apple"
2325-a,1479323129145,5,speaker,"green apple"
2325-a,1479323138254,6,speaker,"carrot"
2325-a,1479323146661,7,speaker,"banana"
2325-a,1479323158737,8,speaker,"orange pear"
2325-a,1479323167076,9,speaker,"carrot"
2325-a,1479323189324,10,speaker,"the green thing, not the apple or banana"
2325-a,1479323197816,11,speaker,"green tomato"
2325-a,1479323203839,12,speaker,"tomato"
2325-a,1479323215116,13,speaker,"tomato"
2325-a,1479323221779,14,speaker,"carrot"
2325-a,1479323236622,15,speaker,"the red fruit"
2325-a,1479323248798,16,speaker,"banana"
2325-a,1479323257173,17,speaker,"red tomato"
2325-a,1479323266447,18,speaker,"banana"
2325-a,1479323273565,19,speaker,"apple"
2325-a,1479323293805,20,speaker,"not the mug, not the pear.~~~~~~What is that thing?"
2325-a,1479323309395,21,speaker,"brown banana"
2325-a,1479323320872,22,speaker,"black fruit"
2325-a,1479323330033,23,speaker,"red apple"
2325-a,1479323339322,24,listener,"sounds good we will call it that"
2325-a,1479323356837,24,speaker,"carrot"
2325-a,1479323364875,25,speaker,"pear"
2325-a,1479323373989,26,speaker,"yellow banana"
2325-a,1479323382772,27,speaker,"purple carrot"
2325-a,1479323390309,28,speaker,"blue banana"
2325-a,1479323398984,29,speaker,"green fruit"
2325-a,1479323410999,30,speaker,"orange/normal carrot"
2325-a,1479323419929,31,speaker,"carrot"
2325-a,1479323425777,32,speaker,"apple"
2325-a,1479323433168,33,speaker,"banana"
2325-a,1479323442656,34,speaker,"apple"
2325-a,1479323450466,35,speaker,"pear"
2325-a,1479323456748,36,speaker,"pear"
2325-a,1479323463938,37,speaker,"banana"
2325-a,1479323470924,38,speaker,"blue apple"
2325-a,1479323478598,39,speaker,"orange pear"
2325-a,1479323505558,40,speaker,"green pear"
2325-a,1479323510901,41,speaker,"carrot"
2325-a,1479323521908,42,speaker,"tomato"
2325-a,1479323529445,43,speaker,"red fruit"
2325-a,1479323537200,44,speaker,"yellow pear"
2325-a,1479323546755,45,speaker,"yellow pear again"
2325-a,1479323554940,46,speaker,"red fruit"
2325-a,1479323562410,47,speaker,"purple carrot"
2325-a,1479323569465,48,speaker,"tomato"
2325-a,1479323585951,49,speaker,"purple tomato"
2325-a,1479323594330,50,speaker,"green fruit"
2325-a,1479323600445,51,speaker,"apple"
2325-a,1479323606394,52,speaker,"apple"
2325-a,1479323614662,53,speaker,"black fruit"
2325-a,1479323621289,54,speaker,"tomato"
